species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_MI_61	0_pi_MI_7	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_MI_61	4_pi_MI_7	4_pi_between	4_pi_total
melanargia_ines	TRINITY_DN5093_c0_g1(-)	ines.TRINITY_DN5093_c0_g1	NA	7	0	1	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN5203_c0_g2(-)	ines.TRINITY_DN5203_c0_g2	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melanargia_ines	TRINITY_DN5603_c0_g1(+)	ines.TRINITY_DN5603_c0_g1	NA	275	0	0	275	531	531	0	0	0	0	0.0	0.0	0.0	0.0	115	115	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN6108_c0_g1(+)	ines.TRINITY_DN6108_c0_g1	NA	121	0	0	121	230	230	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN6150_c0_g1(+)	ines.TRINITY_DN6150_c0_g1	NA	169	0	0	169	329	329	0	0	0	0	0.0	0.0	0.0	0.0	85	85	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN6160_c0_g1(+)	ines.TRINITY_DN6160_c0_g1	NA	326	0	1	325	626	626	0	0	0	0	0.0	0.0	0.0	0.0	87	87	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN6251_c0_g1(-)	ines.TRINITY_DN6251_c0_g1	NA	15	0	0	15	26	26	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN6398_c0_g1(+)	ines.TRINITY_DN6398_c0_g1	NA	69	0	0	69	136	136	0	0	0	0	0.0	0.0	0.0	0.0	33	33	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN6435_c0_g1(+)	ines.TRINITY_DN6435_c0_g1	NA	67	0	0	67	130	130	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN6934_c0_g1(-)	ines.TRINITY_DN6934_c0_g1	NA	6	0	0	6	13	13	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN7051_c0_g1(+)	ines.TRINITY_DN7051_c0_g1	NA	8	0	0	8	16	16	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN7269_c0_g1(+)	ines.TRINITY_DN7269_c0_g1	NA	194	0	0	194	381	381	0	0	0	0	0.0	0.0	0.0	0.0	76	76	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN7359_c0_g1(+)	ines.TRINITY_DN7359_c0_g1	NA	48	0	0	48	92	92	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN7392_c0_g1(+)	ines.TRINITY_DN7392_c0_g1	NA	59	0	0	59	111	111	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN7395_c0_g1(+)	ines.TRINITY_DN7395_c0_g1	NA	175	0	0	175	338	338	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN7508_c0_g1(+)	ines.TRINITY_DN7508_c0_g1	NA	122	0	0	122	235	235	0	0	0	0	0.0	0.0	0.0	0.0	48	48	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN7830_c0_g1(+)	ines.TRINITY_DN7830_c0_g1	NA	1	0	0	1	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melanargia_ines	TRINITY_DN7886_c0_g1(+)	ines.TRINITY_DN7886_c0_g1	NA	143	0	0	143	278	278	0	0	0	0	0.0	0.0	0.0	0.0	54	54	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN8112_c0_g1(+)	ines.TRINITY_DN8112_c0_g1	NA	329	0	0	329	635	635	0	0	0	0	0.0	0.0	0.0	0.0	97	97	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN8203_c0_g1(+)	ines.TRINITY_DN8203_c0_g1	NA	241	0	0	241	472	472	0	0	0	0	0.0	0.0	0.0	0.0	91	91	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN8500_c0_g1(-)	ines.TRINITY_DN8500_c0_g1	NA	37	0	0	37	72	72	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN8505_c0_g1(+)	ines.TRINITY_DN8505_c0_g1	NA	453	0	0	453	851	850	0	0	1	0	0.00117509	0.00117509	0.00058754	0.00078339	147	147	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN8614_c0_g1(+)	ines.TRINITY_DN8614_c0_g1	NA	37	0	0	37	72	72	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN8615_c0_g1(+)	ines.TRINITY_DN8615_c0_g1	NA	183	0	0	183	352	352	0	0	0	0	0.0	0.0	0.0	0.0	63	63	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN8699_c0_g1(+)	ines.TRINITY_DN8699_c0_g1	NA	9	0	0	9	16	15	0	0	0	1	0.0	0.0	0.0625	0.04166667	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN8795_c0_g1(+)	ines.TRINITY_DN8795_c0_g1	NA	211	0	0	211	414	414	0	0	0	0	0.0	0.0	0.0	0.0	102	102	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN8957_c0_g1(+)	ines.TRINITY_DN8957_c0_g1	NA	6	0	0	6	10	10	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9165_c0_g1(+)	ines.TRINITY_DN9165_c0_g1	NA	94	0	0	94	173	173	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9236_c0_g1(+)	ines.TRINITY_DN9236_c0_g1	NA	139	0	0	139	267	267	0	0	0	0	0.0	0.0	0.0	0.0	60	60	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9298_c0_g1(+)	ines.TRINITY_DN9298_c0_g1	NA	13	0	0	13	23	23	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9344_c0_g1(+)	ines.TRINITY_DN9344_c0_g1	NA	6	0	1	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9430_c0_g1(+)	ines.TRINITY_DN9430_c0_g1	NA	18	0	0	18	33	33	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9562_c0_g1(+)	ines.TRINITY_DN9562_c0_g1	OG0001820	160	0	0	160	317	317	0	0	0	0	0.0	0.0	0.0	0.0	62	62	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9585_c0_g1(+)	ines.TRINITY_DN9585_c0_g1	NA	18	0	0	18	34	34	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9591_c0_g1(+)	ines.TRINITY_DN9591_c0_g1	NA	311	0	0	311	597	597	0	0	0	0	0.0	0.0	0.0	0.0	135	135	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9687_c0_g1(+)	ines.TRINITY_DN9687_c0_g1	NA	113	0	0	113	216	216	0	0	0	0	0.0	0.0	0.0	0.0	51	51	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9718_c0_g1(+)	ines.TRINITY_DN9718_c0_g1	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9732_c0_g1(+)	ines.TRINITY_DN9732_c0_g1	NA	370	0	0	370	711	711	0	0	0	0	0.0	0.0	0.0	0.0	119	118	0	1	0	0	0.0	0.00840336	0.00420168	0.00420168
melanargia_ines	TRINITY_DN9785_c0_g1(+)	ines.TRINITY_DN9785_c0_g1	NA	484	0	0	484	930	929	0	1	0	0	0.0	0.00107527	0.00053763	0.00053763	167	167	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9922_c0_g1(+)	ines.TRINITY_DN9922_c0_g1	NA	54	0	0	54	105	105	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9930_c0_g1(+)	ines.TRINITY_DN9930_c0_g1	NA	17	0	0	17	30	30	0	0	0	0	0.0	0.0	0.0	0.0	12	11	0	0	1	0	0.08333333	0.08333333	0.04166667	0.05555556
melanargia_ines	TRINITY_DN9936_c0_g1(+)	ines.TRINITY_DN9936_c0_g1	NA	12	0	0	12	23	23	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN9955_c0_g1(+)	ines.TRINITY_DN9955_c0_g1	NA	146	0	0	146	275	275	0	0	0	0	0.0	0.0	0.0	0.0	59	58	0	0	1	0	0.01694915	0.01694915	0.00847458	0.01129944
melanargia_ines	TRINITY_DN10059_c0_g1(+)	ines.TRINITY_DN10059_c0_g1	NA	71	0	0	71	136	136	0	0	0	0	0.0	0.0	0.0	0.0	30	30	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10069_c0_g1(+)	ines.TRINITY_DN10069_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melanargia_ines	TRINITY_DN10091_c0_g1(+)	ines.TRINITY_DN10091_c0_g1	NA	797	0	0	797	1508	1507	1	0	0	0	0.00066313	0.0	0.00033156	0.00033156	259	259	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10238_c0_g1(+)	ines.TRINITY_DN10238_c0_g1	NA	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melanargia_ines	TRINITY_DN10269_c0_g1(+)	ines.TRINITY_DN10269_c0_g1	NA	449	0	0	449	867	867	0	0	0	0	0.0	0.0	0.0	0.0	183	183	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10286_c0_g1(+)	ines.TRINITY_DN10286_c0_g1	NA	339	0	0	339	646	646	0	0	0	0	0.0	0.0	0.0	0.0	134	133	1	0	0	0	0.00746269	0.0	0.00373134	0.00373134
melanargia_ines	TRINITY_DN10361_c0_g2(-)	ines.TRINITY_DN10361_c0_g2	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10387_c0_g1(-)	ines.TRINITY_DN10387_c0_g1	NA	4	0	0	4	9	9	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10444_c0_g1(-)	ines.TRINITY_DN10444_c0_g1	NA	14	0	0	14	27	27	0	0	0	0	0.0	0.0	0.0	0.0	3	2	0	0	1	0	0.33333333	0.33333333	0.16666667	0.22222222
melanargia_ines	TRINITY_DN10458_c0_g1(+)	ines.TRINITY_DN10458_c0_g1	NA	197	0	0	197	370	369	0	0	1	0	0.0027027	0.0027027	0.00135135	0.0018018	68	68	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10485_c0_g1(+)	ines.TRINITY_DN10485_c0_g1	OG0001867	190	0	0	190	369	369	0	0	0	0	0.0	0.0	0.0	0.0	98	97	1	0	0	0	0.01020408	0.0	0.00510204	0.00510204
melanargia_ines	TRINITY_DN10524_c0_g1(+)	ines.TRINITY_DN10524_c0_g1	NA	50	0	0	50	97	96	0	0	1	0	0.01030928	0.01030928	0.00515464	0.00687285	21	21	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10526_c0_g1(+)	ines.TRINITY_DN10526_c0_g1	NA	166	0	0	166	313	313	0	0	0	0	0.0	0.0	0.0	0.0	93	93	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10527_c0_g2(+)	ines.TRINITY_DN10527_c0_g2	NA	156	0	0	156	313	313	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10558_c0_g1(+)	ines.TRINITY_DN10558_c0_g1	NA	322	0	0	322	618	618	0	0	0	0	0.0	0.0	0.0	0.0	93	93	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10574_c0_g1(+)	ines.TRINITY_DN10574_c0_g1	OG0001281	182	0	0	182	356	356	0	0	0	0	0.0	0.0	0.0	0.0	80	80	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10593_c0_g1(+)	ines.TRINITY_DN10593_c0_g1	OG0002719	337	0	0	337	645	645	0	0	0	0	0.0	0.0	0.0	0.0	112	111	0	1	0	0	0.0	0.00892857	0.00446429	0.00446429
melanargia_ines	TRINITY_DN10644_c0_g1(+)	ines.TRINITY_DN10644_c0_g1	NA	160	0	0	160	310	310	0	0	0	0	0.0	0.0	0.0	0.0	85	84	1	0	0	0	0.01176471	0.0	0.00588235	0.00588235
melanargia_ines	TRINITY_DN10679_c0_g1(+)	ines.TRINITY_DN10679_c0_g1	NA	148	0	0	148	288	288	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN10682_c0_g1(+)	ines.TRINITY_DN10682_c0_g1	OG0003117	162	0	0	162	308	308	0	0	0	0	0.0	0.0	0.0	0.0	73	73	0	0	0	0	0.0	0.0	0.0	0.0
