species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_TA_342	0_pi_TA_82	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_TA_342	4_pi_TA_82	4_pi_between	4_pi_total
thymelicus_acteon	TRINITY_DN8646_c0_g1(-)	acteon.TRINITY_DN8646_c0_g1	NA	28	0	0	28	53	52	0	1	0	0	0.0	0.01886792	0.00943396	0.00943396	15	15	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8680_c0_g1(+)	acteon.TRINITY_DN8680_c0_g1	NA	10	0	0	10	19	19	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8702_c0_g1(+)	acteon.TRINITY_DN8702_c0_g1	NA	77	0	0	77	154	153	0	1	0	0	0.0	0.00649351	0.00324675	0.00324675	37	37	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8724_c0_g1(+)	acteon.TRINITY_DN8724_c0_g1	OG0002377	191	0	0	191	370	370	0	0	0	0	0.0	0.0	0.0	0.0	97	97	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8736_c0_g1(+)	acteon.TRINITY_DN8736_c0_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8764_c0_g1(+)	acteon.TRINITY_DN8764_c0_g1	NA	71	0	0	71	140	140	0	0	0	0	0.0	0.0	0.0	0.0	33	33	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8793_c0_g1(-)	acteon.TRINITY_DN8793_c0_g1	NA	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8796_c0_g1(+)	acteon.TRINITY_DN8796_c0_g1	NA	68	0	0	68	131	131	0	0	0	0	0.0	0.0	0.0	0.0	23	23	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8801_c0_g1(+)	acteon.TRINITY_DN8801_c0_g1	NA	25	0	0	25	47	47	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8872_c0_g1(+)	acteon.TRINITY_DN8872_c0_g1	NA	235	0	0	235	462	461	1	0	0	0	0.0021645	0.0	0.00108225	0.00108225	104	103	0	1	0	0	0.0	0.00961538	0.00480769	0.00480769
thymelicus_acteon	TRINITY_DN8892_c0_g1(+)	acteon.TRINITY_DN8892_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_acteon	TRINITY_DN8908_c0_g1(+)	acteon.TRINITY_DN8908_c0_g1	NA	148	0	0	148	287	287	0	0	0	0	0.0	0.0	0.0	0.0	54	54	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8911_c0_g1(+)	acteon.TRINITY_DN8911_c0_g1	OG0002380	184	0	0	184	351	351	0	0	0	0	0.0	0.0	0.0	0.0	62	62	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN8953_c0_g2(-)	acteon.TRINITY_DN8953_c0_g2	NA	10	0	0	10	21	21	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN9330_c0_g1(+)	acteon.TRINITY_DN9330_c0_g1	NA	124	0	0	124	236	236	0	0	0	0	0.0	0.0	0.0	0.0	65	65	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN9333_c0_g2(+)	acteon.TRINITY_DN9333_c0_g2	NA	91	0	0	91	178	176	0	2	0	0	0.0	0.01123596	0.00561798	0.00561798	31	31	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN9367_c0_g1(+)	acteon.TRINITY_DN9367_c0_g1	NA	29	0	0	29	55	55	0	0	0	0	0.0	0.0	0.0	0.0	14	14	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN9436_c0_g1(+)	acteon.TRINITY_DN9436_c0_g1	NA	231	0	0	231	436	436	0	0	0	0	0.0	0.0	0.0	0.0	89	89	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN9603_c0_g1(+)	acteon.TRINITY_DN9603_c0_g1	NA	65	0	0	65	127	127	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN9746_c0_g1(+)	acteon.TRINITY_DN9746_c0_g1	NA	390	0	0	390	771	771	0	0	0	0	0.0	0.0	0.0	0.0	161	160	1	0	0	0	0.00621118	0.0	0.00310559	0.00310559
thymelicus_acteon	TRINITY_DN9822_c0_g1(+)	acteon.TRINITY_DN9822_c0_g1	NA	204	0	0	204	391	391	0	0	0	0	0.0	0.0	0.0	0.0	66	66	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN9868_c0_g1(-)	acteon.TRINITY_DN9868_c0_g1	NA	2	0	0	2	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	0	0	1	0	0	0.0	1.0	0.5	0.5
thymelicus_acteon	TRINITY_DN10063_c0_g1(-)	acteon.TRINITY_DN10063_c0_g1	NA	14	0	0	14	26	26	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10079_c0_g1(+)	acteon.TRINITY_DN10079_c0_g1	NA	42	0	0	42	84	84	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10089_c0_g1(+)	acteon.TRINITY_DN10089_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10155_c0_g1(+)	acteon.TRINITY_DN10155_c0_g1	NA	697	0	0	697	1340	1340	0	0	0	0	0.0	0.0	0.0	0.0	281	281	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10209_c0_g1(+)	acteon.TRINITY_DN10209_c0_g1	NA	9	0	0	9	19	19	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10286_c0_g1(+)	acteon.TRINITY_DN10286_c0_g1	NA	300	0	0	300	588	588	0	0	0	0	0.0	0.0	0.0	0.0	113	113	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10313_c0_g1(+)	acteon.TRINITY_DN10313_c0_g1	NA	231	0	1	230	437	437	0	0	0	0	0.0	0.0	0.0	0.0	65	65	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10387_c0_g1(-)	acteon.TRINITY_DN10387_c0_g1	NA	16	0	0	16	25	22	0	0	3	0	0.12	0.12	0.06	0.08	5	5	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10409_c0_g1(-)	acteon.TRINITY_DN10409_c0_g1	NA	6	0	0	6	13	13	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10459_c0_g1(+)	acteon.TRINITY_DN10459_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10491_c0_g1(+)	acteon.TRINITY_DN10491_c0_g1	NA	225	0	0	225	435	435	0	0	0	0	0.0	0.0	0.0	0.0	85	85	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10703_c0_g1(+)	acteon.TRINITY_DN10703_c0_g1	NA	61	0	0	61	113	108	4	1	0	0	0.03539823	0.00884956	0.02212389	0.02212389	43	43	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10715_c0_g1(+)	acteon.TRINITY_DN10715_c0_g1	NA	74	0	0	74	142	142	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10724_c0_g1(+)	acteon.TRINITY_DN10724_c0_g1	NA	71	0	0	71	135	135	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN10771_c0_g1(+)	acteon.TRINITY_DN10771_c0_g1	NA	31	0	0	31	55	55	0	0	0	0	0.0	0.0	0.0	0.0	12	11	1	0	0	0	0.08333333	0.0	0.04166667	0.04166667
thymelicus_acteon	TRINITY_DN10892_c0_g1(+)	acteon.TRINITY_DN10892_c0_g1	NA	61	0	0	61	114	114	0	0	0	0	0.0	0.0	0.0	0.0	33	32	0	1	0	0	0.0	0.03030303	0.01515152	0.01515152
thymelicus_acteon	TRINITY_DN11021_c0_g1(+)	acteon.TRINITY_DN11021_c0_g1	NA	24	0	0	24	48	48	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN11025_c0_g1(+)	acteon.TRINITY_DN11025_c0_g1	NA	120	0	0	120	237	237	0	0	0	0	0.0	0.0	0.0	0.0	55	55	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN11185_c0_g1(+)	acteon.TRINITY_DN11185_c0_g1	NA	96	0	0	96	172	171	1	0	0	0	0.00581395	0.0	0.00290698	0.00290698	60	60	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN11299_c0_g1(+)	acteon.TRINITY_DN11299_c0_g1	NA	111	0	0	111	214	214	0	0	0	0	0.0	0.0	0.0	0.0	49	49	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN11341_c0_g1(+)	acteon.TRINITY_DN11341_c0_g1	NA	25	0	2	23	39	37	0	0	2	0	0.05128205	0.05128205	0.02564103	0.03418804	10	9	0	0	1	0	0.1	0.1	0.05	0.06666667
thymelicus_acteon	TRINITY_DN11351_c0_g1(+)	acteon.TRINITY_DN11351_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_acteon	TRINITY_DN11375_c0_g1(-)	acteon.TRINITY_DN11375_c0_g1	NA	24	0	0	24	44	43	0	1	0	0	0.0	0.02272727	0.01136364	0.01136364	7	7	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN11579_c0_g1(+)	acteon.TRINITY_DN11579_c0_g1	OG0002404	251	0	0	251	479	479	0	0	0	0	0.0	0.0	0.0	0.0	110	110	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN11872_c0_g1(+)	acteon.TRINITY_DN11872_c0_g1	NA	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN11894_c0_g1(-)	acteon.TRINITY_DN11894_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_acteon	TRINITY_DN12044_c0_g1(-)	acteon.TRINITY_DN12044_c0_g1	NA	23	0	0	23	41	41	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12113_c0_g1(+)	acteon.TRINITY_DN12113_c0_g1	NA	124	0	0	124	244	244	0	0	0	0	0.0	0.0	0.0	0.0	71	70	0	1	0	0	0.0	0.01408451	0.00704225	0.00704225
thymelicus_acteon	TRINITY_DN12143_c0_g1(+)	acteon.TRINITY_DN12143_c0_g1	OG0001791	227	0	0	227	433	433	0	0	0	0	0.0	0.0	0.0	0.0	103	102	0	0	0	1	0.0	0.0	0.00970874	0.00647249
thymelicus_acteon	TRINITY_DN12180_c0_g1(+)	acteon.TRINITY_DN12180_c0_g1	NA	179	0	0	179	341	341	0	0	0	0	0.0	0.0	0.0	0.0	72	72	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12285_c0_g1(+)	acteon.TRINITY_DN12285_c0_g1	NA	34	0	0	34	64	62	1	1	0	0	0.015625	0.015625	0.015625	0.015625	19	18	0	1	0	0	0.0	0.05263158	0.02631579	0.02631579
thymelicus_acteon	TRINITY_DN12292_c0_g1(+)	acteon.TRINITY_DN12292_c0_g1	NA	143	0	0	143	273	272	0	1	0	0	0.0	0.003663	0.0018315	0.0018315	55	54	1	0	0	0	0.01818182	0.0	0.00909091	0.00909091
thymelicus_acteon	TRINITY_DN12336_c0_g1(+)	acteon.TRINITY_DN12336_c0_g1	NA	75	0	0	75	145	145	0	0	0	0	0.0	0.0	0.0	0.0	50	49	0	0	0	1	0.0	0.0	0.02	0.01333333
thymelicus_acteon	TRINITY_DN12349_c0_g2(+)	acteon.TRINITY_DN12349_c0_g2	OG0001265	464	0	0	464	892	892	0	0	0	0	0.0	0.0	0.0	0.0	178	178	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12365_c0_g1(+)	acteon.TRINITY_DN12365_c0_g1	NA	128	0	0	128	247	247	0	0	0	0	0.0	0.0	0.0	0.0	42	42	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12395_c0_g1(+)	acteon.TRINITY_DN12395_c0_g1	OG0001266	127	0	0	127	252	252	0	0	0	0	0.0	0.0	0.0	0.0	60	60	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12431_c0_g3(+)	acteon.TRINITY_DN12431_c0_g3	NA	5	0	0	5	9	9	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12440_c0_g1(+)	acteon.TRINITY_DN12440_c0_g1	OG0001795	332	0	0	332	646	646	0	0	0	0	0.0	0.0	0.0	0.0	104	100	3	0	1	0	0.03846154	0.00961538	0.01923077	0.02083333
thymelicus_acteon	TRINITY_DN12464_c0_g1(+)	acteon.TRINITY_DN12464_c0_g1	NA	127	0	0	127	245	245	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12480_c0_g1(+)	acteon.TRINITY_DN12480_c0_g1	NA	170	0	0	170	329	329	0	0	0	0	0.0	0.0	0.0	0.0	66	66	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12492_c0_g1(+)	acteon.TRINITY_DN12492_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_acteon	TRINITY_DN12499_c0_g1(+)	acteon.TRINITY_DN12499_c0_g1	OG0001796	222	0	0	222	423	422	1	0	0	0	0.00236407	0.0	0.00118203	0.00118203	74	72	1	1	0	0	0.01351351	0.01351351	0.01351351	0.01351351
thymelicus_acteon	TRINITY_DN12525_c0_g1(+)	acteon.TRINITY_DN12525_c0_g1	NA	218	0	0	218	408	408	0	0	0	0	0.0	0.0	0.0	0.0	62	60	0	1	1	0	0.01612903	0.03225806	0.01612903	0.0188172
thymelicus_acteon	TRINITY_DN12561_c0_g1(+)	acteon.TRINITY_DN12561_c0_g1	NA	4	0	0	4	9	9	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_acteon	TRINITY_DN12584_c0_g1(+)	acteon.TRINITY_DN12584_c0_g1	OG0002406	255	0	0	255	485	485	0	0	0	0	0.0	0.0	0.0	0.0	135	134	0	1	0	0	0.0	0.00740741	0.0037037	0.0037037
thymelicus_acteon	TRINITY_DN12617_c0_g1(+)	acteon.TRINITY_DN12617_c0_g1	NA	150	0	0	150	289	289	0	0	0	0	0.0	0.0	0.0	0.0	70	69	0	1	0	0	0.0	0.01428571	0.00714286	0.00714286
thymelicus_acteon	TRINITY_DN12618_c0_g1(+)	acteon.TRINITY_DN12618_c0_g1	NA	59	0	0	59	113	113	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12622_c0_g1(+)	acteon.TRINITY_DN12622_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_acteon	TRINITY_DN12648_c0_g1(+)	acteon.TRINITY_DN12648_c0_g1	NA	457	0	0	457	884	884	0	0	0	0	0.0	0.0	0.0	0.0	157	157	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12676_c0_g1(+)	acteon.TRINITY_DN12676_c0_g1	NA	110	0	0	110	214	214	0	0	0	0	0.0	0.0	0.0	0.0	39	39	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12695_c0_g1(+)	acteon.TRINITY_DN12695_c0_g1	NA	150	0	0	150	283	283	0	0	0	0	0.0	0.0	0.0	0.0	57	57	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12700_c0_g1(+)	acteon.TRINITY_DN12700_c0_g1	NA	162	0	0	162	304	304	0	0	0	0	0.0	0.0	0.0	0.0	56	55	1	0	0	0	0.01785714	0.0	0.00892857	0.00892857
thymelicus_acteon	TRINITY_DN12727_c0_g1(+)	acteon.TRINITY_DN12727_c0_g1	NA	26	0	0	26	47	47	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12749_c0_g1(+)	acteon.TRINITY_DN12749_c0_g1	NA	140	0	0	140	269	269	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12792_c0_g1(+)	acteon.TRINITY_DN12792_c0_g1	NA	130	0	0	130	255	255	0	0	0	0	0.0	0.0	0.0	0.0	74	74	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12803_c0_g1(+)	acteon.TRINITY_DN12803_c0_g1	NA	44	0	0	44	89	89	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12833_c0_g1(+)	acteon.TRINITY_DN12833_c0_g1	NA	109	0	0	109	213	213	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12869_c0_g1(+)	acteon.TRINITY_DN12869_c0_g1	NA	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12949_c0_g1(-)	acteon.TRINITY_DN12949_c0_g1	NA	25	0	0	25	46	44	0	0	2	0	0.04347826	0.04347826	0.02173913	0.02898551	5	5	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12980_c0_g1(+)	acteon.TRINITY_DN12980_c0_g1	NA	1	0	0	1	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_acteon	TRINITY_DN12981_c0_g1(-)	acteon.TRINITY_DN12981_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_acteon	TRINITY_DN12988_c0_g1(+)	acteon.TRINITY_DN12988_c0_g1	NA	30	0	1	29	55	54	0	0	0	1	0.0	0.0	0.01818182	0.01212121	11	11	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN12994_c0_g1(+)	acteon.TRINITY_DN12994_c0_g1	NA	91	0	0	91	177	177	0	0	0	0	0.0	0.0	0.0	0.0	33	33	0	0	0	0	0.0	0.0	0.0	0.0
