species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_MA_GA08L	0_pi_MA_GA08M	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_MA_GA08L	4_pi_MA_GA08M	4_pi_between	4_pi_total
melitaea_athalia	TRINITY_DN1401_c0_g1(+)	athalia.TRINITY_DN1401_c0_g1	NA	9	0	0	9	18	18	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN1415_c0_g1(+)	athalia.TRINITY_DN1415_c0_g1	NA	83	0	0	83	161	161	0	0	0	0	0.0	0.0	0.0	0.0	34	34	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN1435_c0_g1(+)	athalia.TRINITY_DN1435_c0_g1	NA	7	0	0	7	12	12	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN1633_c0_g1(+)	athalia.TRINITY_DN1633_c0_g1	NA	13	0	0	13	23	22	0	0	1	0	0.04347826	0.04347826	0.02173913	0.02898551	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN1644_c0_g1(+)	athalia.TRINITY_DN1644_c0_g1	NA	11	0	0	11	21	21	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN1659_c0_g1(+)	athalia.TRINITY_DN1659_c0_g1	NA	25	0	0	25	47	47	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN1702_c0_g1(-)	athalia.TRINITY_DN1702_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN1872_c0_g1(+)	athalia.TRINITY_DN1872_c0_g1	NA	17	0	0	17	28	28	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN1987_c0_g1(+)	athalia.TRINITY_DN1987_c0_g1	NA	34	0	0	34	67	67	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN2162_c0_g1(-)	athalia.TRINITY_DN2162_c0_g1	NA	14	0	0	14	27	27	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN2236_c0_g1(+)	athalia.TRINITY_DN2236_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN2263_c0_g1(-)	athalia.TRINITY_DN2263_c0_g1	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN2294_c0_g1(+)	athalia.TRINITY_DN2294_c0_g1	OG0002185	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN2333_c0_g1(+)	athalia.TRINITY_DN2333_c0_g1	NA	13	0	0	13	26	26	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN2357_c1_g1(+)	athalia.TRINITY_DN2357_c1_g1	NA	71	0	0	71	122	120	0	2	0	0	0.0	0.01639344	0.00819672	0.00819672	25	23	0	1	0	1	0.0	0.04	0.06	0.04666667
melitaea_athalia	TRINITY_DN2389_c0_g1(-)	athalia.TRINITY_DN2389_c0_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN2407_c0_g1(-)	athalia.TRINITY_DN2407_c0_g1	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN2611_c0_g1(-)	athalia.TRINITY_DN2611_c0_g1	NA	15	0	0	15	29	29	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN3151_c0_g1(-)	athalia.TRINITY_DN3151_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN3265_c0_g1(+)	athalia.TRINITY_DN3265_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN3394_c0_g1(+)	athalia.TRINITY_DN3394_c0_g1	NA	95	0	0	95	179	178	1	0	0	0	0.00558659	0.0	0.0027933	0.0027933	29	28	1	0	0	0	0.03448276	0.0	0.01724138	0.01724138
melitaea_athalia	TRINITY_DN3570_c0_g1(+)	athalia.TRINITY_DN3570_c0_g1	NA	46	0	0	46	90	90	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN3670_c0_g1(+)	athalia.TRINITY_DN3670_c0_g1	NA	113	0	0	113	220	220	0	0	0	0	0.0	0.0	0.0	0.0	39	39	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN3855_c0_g1(-)	athalia.TRINITY_DN3855_c0_g1	NA	1	0	0	1	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN4019_c0_g1(+)	athalia.TRINITY_DN4019_c0_g1	NA	59	0	0	59	118	118	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN4242_c0_g1(+)	athalia.TRINITY_DN4242_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN4254_c0_g1(-)	athalia.TRINITY_DN4254_c0_g1	NA	12	0	0	12	22	22	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN4523_c0_g1(+)	athalia.TRINITY_DN4523_c0_g1	NA	7	0	0	7	10	10	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN4630_c0_g1(-)	athalia.TRINITY_DN4630_c0_g1	NA	5	0	0	5	9	9	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN4780_c0_g1(+)	athalia.TRINITY_DN4780_c0_g1	NA	3	0	0	3	7	7	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5151_c0_g1(+)	athalia.TRINITY_DN5151_c0_g1	NA	2	0	0	2	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN5157_c0_g1(+)	athalia.TRINITY_DN5157_c0_g1	NA	40	0	0	40	78	78	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5169_c0_g1(-)	athalia.TRINITY_DN5169_c0_g1	NA	9	0	0	9	18	18	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5195_c0_g1(+)	athalia.TRINITY_DN5195_c0_g1	NA	15	0	0	15	31	31	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5196_c0_g1(+)	athalia.TRINITY_DN5196_c0_g1	OG0001310	260	0	0	260	498	498	0	0	0	0	0.0	0.0	0.0	0.0	105	104	0	1	0	0	0.0	0.00952381	0.0047619	0.0047619
melitaea_athalia	TRINITY_DN5218_c0_g1(+)	athalia.TRINITY_DN5218_c0_g1	NA	42	0	0	42	82	82	0	0	0	0	0.0	0.0	0.0	0.0	23	23	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5277_c0_g1(-)	athalia.TRINITY_DN5277_c0_g1	NA	244	0	0	244	466	465	1	0	0	0	0.00214592	0.0	0.00107296	0.00107296	111	111	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5311_c0_g1(+)	athalia.TRINITY_DN5311_c0_g1	NA	19	0	0	19	36	36	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5319_c0_g1(+)	athalia.TRINITY_DN5319_c0_g1	NA	75	0	0	75	142	142	0	0	0	0	0.0	0.0	0.0	0.0	17	16	0	0	0	1	0.0	0.0	0.05882353	0.03921569
melitaea_athalia	TRINITY_DN5320_c0_g1(+)	athalia.TRINITY_DN5320_c0_g1	NA	9	0	0	9	17	17	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5327_c0_g1(-)	athalia.TRINITY_DN5327_c0_g1	OG0002550	5	0	0	5	9	8	0	0	1	0	0.11111111	0.11111111	0.05555556	0.07407408	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5337_c0_g1(+)	athalia.TRINITY_DN5337_c0_g1	NA	33	0	0	33	54	52	1	0	1	0	0.03703704	0.01851852	0.01851852	0.02160494	9	7	1	0	1	0	0.22222222	0.11111111	0.11111111	0.12962963
melitaea_athalia	TRINITY_DN5369_c0_g1(+)	athalia.TRINITY_DN5369_c0_g1	NA	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5426_c0_g1(-)	athalia.TRINITY_DN5426_c0_g1	NA	129	0	0	129	247	247	0	0	0	0	0.0	0.0	0.0	0.0	59	57	2	0	0	0	0.03389831	0.0	0.01694915	0.01694915
melitaea_athalia	TRINITY_DN5428_c0_g1(+)	athalia.TRINITY_DN5428_c0_g1	NA	18	0	0	18	33	33	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5440_c0_g1(-)	athalia.TRINITY_DN5440_c0_g1	NA	1	0	0	1	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN5456_c0_g1(+)	athalia.TRINITY_DN5456_c0_g1	NA	242	0	0	242	464	464	0	0	0	0	0.0	0.0	0.0	0.0	112	110	1	0	0	1	0.00892857	0.0	0.01339286	0.01041667
melitaea_athalia	TRINITY_DN5587_c0_g1(+)	athalia.TRINITY_DN5587_c0_g1	NA	106	0	0	106	198	198	0	0	0	0	0.0	0.0	0.0	0.0	32	30	2	0	0	0	0.0625	0.0	0.03125	0.03125
melitaea_athalia	TRINITY_DN5629_c0_g1(+)	athalia.TRINITY_DN5629_c0_g1	OG0001689	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN5675_c0_g1(+)	athalia.TRINITY_DN5675_c0_g1	NA	12	0	0	12	22	22	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5694_c0_g1(-)	athalia.TRINITY_DN5694_c0_g1	NA	14	0	0	14	25	25	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5722_c0_g1(-)	athalia.TRINITY_DN5722_c0_g1	NA	14	0	0	14	28	28	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5742_c0_g1(+)	athalia.TRINITY_DN5742_c0_g1	NA	105	0	1	104	191	191	0	0	0	0	0.0	0.0	0.0	0.0	48	47	1	0	0	0	0.02083333	0.0	0.01041667	0.01041667
melitaea_athalia	TRINITY_DN5782_c0_g1(+)	athalia.TRINITY_DN5782_c0_g1	NA	70	0	0	70	129	129	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5784_c0_g1(+)	athalia.TRINITY_DN5784_c0_g1	NA	2	0	0	2	5	5	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5797_c0_g1(+)	athalia.TRINITY_DN5797_c0_g1	NA	28	0	0	28	53	53	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5882_c0_g1(+)	athalia.TRINITY_DN5882_c0_g1	OG0001690	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN5911_c0_g1(+)	athalia.TRINITY_DN5911_c0_g1	NA	67	0	0	67	124	124	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6085_c0_g1(+)	athalia.TRINITY_DN6085_c0_g1	NA	114	0	0	114	227	227	0	0	0	0	0.0	0.0	0.0	0.0	38	37	1	0	0	0	0.02631579	0.0	0.01315789	0.01315789
melitaea_athalia	TRINITY_DN6087_c0_g1(-)	athalia.TRINITY_DN6087_c0_g1	OG0001484	12	0	0	12	21	21	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6104_c0_g1(+)	athalia.TRINITY_DN6104_c0_g1	NA	11	0	0	11	21	21	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6146_c0_g1(-)	athalia.TRINITY_DN6146_c0_g1	NA	32	0	0	32	60	60	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6157_c0_g1(-)	athalia.TRINITY_DN6157_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6167_c0_g1(-)	athalia.TRINITY_DN6167_c0_g1	NA	27	0	0	27	54	54	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6179_c0_g1(+)	athalia.TRINITY_DN6179_c0_g1	OG0001346	98	0	0	98	188	188	0	0	0	0	0.0	0.0	0.0	0.0	32	32	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6198_c0_g1(+)	athalia.TRINITY_DN6198_c0_g1	NA	58	0	0	58	114	113	0	0	0	1	0.0	0.0	0.00877193	0.00584795	34	34	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6271_c0_g1(+)	athalia.TRINITY_DN6271_c0_g1	NA	74	0	0	74	140	139	0	0	1	0	0.00714286	0.00714286	0.00357143	0.00476191	26	26	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6273_c0_g1(+)	athalia.TRINITY_DN6273_c0_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN6313_c0_g1(+)	athalia.TRINITY_DN6313_c0_g1	OG0001293	160	0	0	160	312	312	0	0	0	0	0.0	0.0	0.0	0.0	82	81	1	0	0	0	0.01219512	0.0	0.00609756	0.00609756
melitaea_athalia	TRINITY_DN6339_c0_g1(+)	athalia.TRINITY_DN6339_c0_g1	NA	24	0	0	24	45	45	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6358_c0_g1(+)	athalia.TRINITY_DN6358_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN6434_c0_g1(+)	athalia.TRINITY_DN6434_c0_g1	NA	37	0	0	37	65	65	0	0	0	0	0.0	0.0	0.0	0.0	15	14	1	0	0	0	0.06666667	0.0	0.03333333	0.03333333
melitaea_athalia	TRINITY_DN6452_c0_g1(+)	athalia.TRINITY_DN6452_c0_g1	OG0001347	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6570_c0_g1(+)	athalia.TRINITY_DN6570_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN6596_c0_g1(-)	athalia.TRINITY_DN6596_c0_g1	NA	23	0	0	23	43	43	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6706_c0_g1(+)	athalia.TRINITY_DN6706_c0_g1	NA	131	0	0	131	244	244	0	0	0	0	0.0	0.0	0.0	0.0	55	55	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6718_c0_g1(+)	athalia.TRINITY_DN6718_c0_g1	NA	166	0	0	166	318	318	0	0	0	0	0.0	0.0	0.0	0.0	82	82	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6731_c0_g1(+)	athalia.TRINITY_DN6731_c0_g1	NA	191	0	0	191	367	367	0	0	0	0	0.0	0.0	0.0	0.0	86	86	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6732_c0_g1(+)	athalia.TRINITY_DN6732_c0_g1	OG0002198	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN6853_c0_g1(-)	athalia.TRINITY_DN6853_c0_g1	OG0002778	50	0	0	50	97	97	0	0	0	0	0.0	0.0	0.0	0.0	23	23	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6949_c0_g1(+)	athalia.TRINITY_DN6949_c0_g1	OG0002294	48	0	0	48	91	91	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN6986_c0_g1(-)	athalia.TRINITY_DN6986_c0_g1	OG0001281	161	0	0	161	315	315	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7012_c0_g1(+)	athalia.TRINITY_DN7012_c0_g1	NA	75	0	0	75	146	146	0	0	0	0	0.0	0.0	0.0	0.0	23	23	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7054_c0_g1(+)	athalia.TRINITY_DN7054_c0_g1	OG0001302	20	0	0	20	39	39	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7055_c0_g1(+)	athalia.TRINITY_DN7055_c0_g1	NA	52	0	0	52	100	100	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7104_c0_g1(+)	athalia.TRINITY_DN7104_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN7108_c0_g1(+)	athalia.TRINITY_DN7108_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN7110_c0_g1(+)	athalia.TRINITY_DN7110_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN7115_c0_g1(+)	athalia.TRINITY_DN7115_c0_g1	NA	15	0	0	15	29	29	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7150_c0_g1(+)	athalia.TRINITY_DN7150_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7151_c0_g1(+)	athalia.TRINITY_DN7151_c0_g1	NA	40	0	0	40	74	74	0	0	0	0	0.0	0.0	0.0	0.0	21	20	1	0	0	0	0.04761905	0.0	0.02380952	0.02380952
melitaea_athalia	TRINITY_DN7185_c0_g1(+)	athalia.TRINITY_DN7185_c0_g1	NA	18	0	0	18	36	36	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7205_c0_g1(+)	athalia.TRINITY_DN7205_c0_g1	NA	24	0	0	24	44	44	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7236_c0_g1(+)	athalia.TRINITY_DN7236_c0_g1	NA	124	0	0	124	232	232	0	0	0	0	0.0	0.0	0.0	0.0	52	51	1	0	0	0	0.01923077	0.0	0.00961538	0.00961538
melitaea_athalia	TRINITY_DN7246_c0_g1(+)	athalia.TRINITY_DN7246_c0_g1	OG0001292	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7270_c0_g1(-)	athalia.TRINITY_DN7270_c0_g1	NA	12	0	0	12	24	24	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7276_c0_g1(+)	athalia.TRINITY_DN7276_c0_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7289_c0_g1(+)	athalia.TRINITY_DN7289_c0_g1	NA	40	0	0	40	81	81	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7300_c0_g1(+)	athalia.TRINITY_DN7300_c0_g1	OG0001366	11	0	0	11	22	22	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7301_c0_g1(+)	athalia.TRINITY_DN7301_c0_g1	OG0001238	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN7334_c0_g1(+)	athalia.TRINITY_DN7334_c0_g1	NA	11	0	0	11	23	23	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7337_c0_g1(-)	athalia.TRINITY_DN7337_c0_g1	OG0001946	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN7344_c0_g1(+)	athalia.TRINITY_DN7344_c0_g1	OG0003181	14	0	0	14	25	25	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN7350_c0_g1(+)	athalia.TRINITY_DN7350_c0_g1	NA	49	0	0	49	96	96	0	0	0	0	0.0	0.0	0.0	0.0	17	16	1	0	0	0	0.05882353	0.0	0.02941176	0.02941176
melitaea_athalia	TRINITY_DN7369_c0_g1(+)	athalia.TRINITY_DN7369_c0_g1	NA	87	0	0	87	176	176	0	0	0	0	0.0	0.0	0.0	0.0	39	39	0	0	0	0	0.0	0.0	0.0	0.0
