species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_PC_18	0_pi_PC_60	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_PC_18	4_pi_PC_60	4_pi_between	4_pi_total
pyronia_cecilia	TRINITY_DN1850_c0_g1(+)	cecilia.TRINITY_DN1850_c0_g1	NA	22	0	0	22	47	47	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN1879_c0_g1(+)	cecilia.TRINITY_DN1879_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN1905_c0_g1(+)	cecilia.TRINITY_DN1905_c0_g1	NA	149	0	0	149	296	296	0	0	0	0	0.0	0.0	0.0	0.0	55	55	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN2011_c0_g1(+)	cecilia.TRINITY_DN2011_c0_g1	NA	532	0	1	531	1039	1039	0	0	0	0	0.0	0.0	0.0	0.0	202	202	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN2142_c0_g1(+)	cecilia.TRINITY_DN2142_c0_g1	NA	39	0	0	39	77	77	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN2411_c0_g1(+)	cecilia.TRINITY_DN2411_c0_g1	NA	131	0	0	131	249	249	0	0	0	0	0.0	0.0	0.0	0.0	42	42	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN2415_c0_g1(+)	cecilia.TRINITY_DN2415_c0_g1	NA	154	0	0	154	309	309	0	0	0	0	0.0	0.0	0.0	0.0	77	77	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN2855_c0_g1(+)	cecilia.TRINITY_DN2855_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN2981_c0_g1(+)	cecilia.TRINITY_DN2981_c0_g1	NA	113	0	0	113	215	215	0	0	0	0	0.0	0.0	0.0	0.0	49	49	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN3092_c0_g1(+)	cecilia.TRINITY_DN3092_c0_g1	NA	74	0	0	74	143	143	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN3239_c0_g1(+)	cecilia.TRINITY_DN3239_c0_g1	NA	164	0	0	164	321	321	0	0	0	0	0.0	0.0	0.0	0.0	73	73	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN3289_c0_g1(+)	cecilia.TRINITY_DN3289_c0_g1	NA	24	0	0	24	46	46	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN3373_c0_g1(-)	cecilia.TRINITY_DN3373_c0_g1	NA	35	0	0	35	66	66	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN4201_c0_g1(+)	cecilia.TRINITY_DN4201_c0_g1	NA	15	0	0	15	22	19	2	1	0	0	0.09090909	0.04545455	0.06818182	0.06818182	6	5	0	0	1	0	0.16666667	0.16666667	0.08333333	0.11111111
pyronia_cecilia	TRINITY_DN4360_c0_g1(-)	cecilia.TRINITY_DN4360_c0_g1	NA	59	0	0	59	111	110	0	1	0	0	0.0	0.00900901	0.0045045	0.0045045	32	32	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN4457_c0_g1(+)	cecilia.TRINITY_DN4457_c0_g1	NA	203	0	0	203	392	392	0	0	0	0	0.0	0.0	0.0	0.0	90	90	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN4573_c0_g1(+)	cecilia.TRINITY_DN4573_c0_g1	NA	37	0	0	37	70	70	0	0	0	0	0.0	0.0	0.0	0.0	18	17	1	0	0	0	0.05555556	0.0	0.02777778	0.02777778
pyronia_cecilia	TRINITY_DN4615_c0_g1(+)	cecilia.TRINITY_DN4615_c0_g1	NA	116	0	0	116	224	224	0	0	0	0	0.0	0.0	0.0	0.0	72	71	1	0	0	0	0.01388889	0.0	0.00694444	0.00694444
pyronia_cecilia	TRINITY_DN4661_c0_g1(+)	cecilia.TRINITY_DN4661_c0_g1	NA	93	0	0	93	182	182	0	0	0	0	0.0	0.0	0.0	0.0	44	44	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN4663_c0_g1(-)	cecilia.TRINITY_DN4663_c0_g1	NA	44	0	0	44	80	79	0	0	1	0	0.0125	0.0125	0.00625	0.00833333	17	16	1	0	0	0	0.05882353	0.0	0.02941176	0.02941176
pyronia_cecilia	TRINITY_DN4783_c0_g1(+)	cecilia.TRINITY_DN4783_c0_g1	NA	42	0	0	42	81	80	1	0	0	0	0.01234568	0.0	0.00617284	0.00617284	13	13	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN5117_c0_g1(+)	cecilia.TRINITY_DN5117_c0_g1	OG0001419	270	0	0	270	519	519	0	0	0	0	0.0	0.0	0.0	0.0	102	101	0	0	1	0	0.00980392	0.00980392	0.00490196	0.00653595
pyronia_cecilia	TRINITY_DN5266_c0_g1(+)	cecilia.TRINITY_DN5266_c0_g1	OG0001369	546	0	0	546	1066	1066	0	0	0	0	0.0	0.0	0.0	0.0	245	245	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN5322_c0_g1(+)	cecilia.TRINITY_DN5322_c0_g1	NA	9	0	0	9	18	18	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN5385_c0_g1(+)	cecilia.TRINITY_DN5385_c0_g1	NA	147	0	0	147	279	278	1	0	0	0	0.00358423	0.0	0.00179211	0.00179211	60	60	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN5418_c0_g1(+)	cecilia.TRINITY_DN5418_c0_g1	NA	448	0	0	448	854	853	0	1	0	0	0.0	0.00117096	0.00058548	0.00058548	152	152	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN5435_c0_g1(+)	cecilia.TRINITY_DN5435_c0_g1	NA	90	0	0	90	180	180	0	0	0	0	0.0	0.0	0.0	0.0	30	30	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN5459_c0_g1(+)	cecilia.TRINITY_DN5459_c0_g1	NA	182	0	0	182	363	362	1	0	0	0	0.00275482	0.0	0.00137741	0.00137741	59	59	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN5716_c0_g1(+)	cecilia.TRINITY_DN5716_c0_g1	NA	201	0	0	201	385	385	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN5747_c0_g1(+)	cecilia.TRINITY_DN5747_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pyronia_cecilia	TRINITY_DN5760_c0_g1(+)	cecilia.TRINITY_DN5760_c0_g1	NA	155	0	0	155	300	300	0	0	0	0	0.0	0.0	0.0	0.0	55	55	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN5834_c0_g1(+)	cecilia.TRINITY_DN5834_c0_g1	NA	132	0	0	132	256	256	0	0	0	0	0.0	0.0	0.0	0.0	64	64	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN6385_c0_g1(+)	cecilia.TRINITY_DN6385_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
pyronia_cecilia	TRINITY_DN6675_c0_g1(-)	cecilia.TRINITY_DN6675_c0_g1	NA	8	0	0	8	16	16	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN6842_c0_g1(+)	cecilia.TRINITY_DN6842_c0_g1	NA	307	0	0	307	605	605	0	0	0	0	0.0	0.0	0.0	0.0	122	122	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN6858_c0_g1(+)	cecilia.TRINITY_DN6858_c0_g1	NA	9	0	0	9	17	17	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN6952_c0_g1(+)	cecilia.TRINITY_DN6952_c0_g1	NA	180	0	0	180	345	345	0	0	0	0	0.0	0.0	0.0	0.0	83	83	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN6954_c0_g1(+)	cecilia.TRINITY_DN6954_c0_g1	NA	186	0	0	186	363	363	0	0	0	0	0.0	0.0	0.0	0.0	84	84	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN7001_c0_g1(-)	cecilia.TRINITY_DN7001_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
pyronia_cecilia	TRINITY_DN7098_c0_g1(+)	cecilia.TRINITY_DN7098_c0_g1	NA	172	0	0	172	324	324	0	0	0	0	0.0	0.0	0.0	0.0	69	68	1	0	0	0	0.01449275	0.0	0.00724638	0.00724638
pyronia_cecilia	TRINITY_DN7343_c0_g1(-)	cecilia.TRINITY_DN7343_c0_g1	NA	10	0	0	10	19	19	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN7622_c0_g1(+)	cecilia.TRINITY_DN7622_c0_g1	NA	294	0	0	294	579	579	0	0	0	0	0.0	0.0	0.0	0.0	122	122	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN7652_c0_g1(+)	cecilia.TRINITY_DN7652_c0_g1	NA	81	0	0	81	152	152	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN7700_c0_g1(+)	cecilia.TRINITY_DN7700_c0_g1	OG0003813	354	0	0	354	677	677	0	0	0	0	0.0	0.0	0.0	0.0	104	104	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN7719_c0_g1(+)	cecilia.TRINITY_DN7719_c0_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN7727_c0_g1(+)	cecilia.TRINITY_DN7727_c0_g1	OG0001347	138	0	0	138	263	263	0	0	0	0	0.0	0.0	0.0	0.0	54	54	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN7763_c0_g1(+)	cecilia.TRINITY_DN7763_c0_g1	NA	94	0	0	94	173	173	0	0	0	0	0.0	0.0	0.0	0.0	42	42	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN7764_c0_g1(+)	cecilia.TRINITY_DN7764_c0_g1	NA	154	0	0	154	298	298	0	0	0	0	0.0	0.0	0.0	0.0	83	83	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN7839_c0_g1(+)	cecilia.TRINITY_DN7839_c0_g1	NA	69	0	0	69	128	128	0	0	0	0	0.0	0.0	0.0	0.0	28	27	0	1	0	0	0.0	0.03571429	0.01785714	0.01785714
pyronia_cecilia	TRINITY_DN7990_c0_g1(+)	cecilia.TRINITY_DN7990_c0_g1	NA	23	0	0	23	44	44	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8020_c0_g1(+)	cecilia.TRINITY_DN8020_c0_g1	NA	246	0	0	246	472	472	0	0	0	0	0.0	0.0	0.0	0.0	95	95	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8037_c0_g1(+)	cecilia.TRINITY_DN8037_c0_g1	OG0001282	133	0	0	133	257	257	0	0	0	0	0.0	0.0	0.0	0.0	60	59	0	1	0	0	0.0	0.01666667	0.00833333	0.00833333
pyronia_cecilia	TRINITY_DN8050_c0_g1(+)	cecilia.TRINITY_DN8050_c0_g1	NA	149	0	0	149	287	287	0	0	0	0	0.0	0.0	0.0	0.0	53	53	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8059_c0_g1(+)	cecilia.TRINITY_DN8059_c0_g1	OG0002703	466	0	0	466	892	892	0	0	0	0	0.0	0.0	0.0	0.0	186	186	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8068_c0_g1(+)	cecilia.TRINITY_DN8068_c0_g1	NA	314	0	0	314	618	617	0	1	0	0	0.0	0.00161812	0.00080906	0.00080906	120	120	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8071_c0_g1(+)	cecilia.TRINITY_DN8071_c0_g1	NA	672	0	0	672	1279	1279	0	0	0	0	0.0	0.0	0.0	0.0	305	304	0	1	0	0	0.0	0.00327869	0.00163934	0.00163934
pyronia_cecilia	TRINITY_DN8100_c0_g1(+)	cecilia.TRINITY_DN8100_c0_g1	NA	147	0	0	147	287	287	0	0	0	0	0.0	0.0	0.0	0.0	69	69	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8102_c0_g1(+)	cecilia.TRINITY_DN8102_c0_g1	NA	233	0	0	233	446	444	1	1	0	0	0.00224215	0.00224215	0.00224215	0.00224215	64	64	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8104_c0_g1(+)	cecilia.TRINITY_DN8104_c0_g1	NA	88	0	0	88	166	165	0	1	0	0	0.0	0.0060241	0.00301205	0.00301205	29	29	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8116_c0_g1(+)	cecilia.TRINITY_DN8116_c0_g1	NA	125	0	0	125	237	237	0	0	0	0	0.0	0.0	0.0	0.0	46	46	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8141_c0_g1(+)	cecilia.TRINITY_DN8141_c0_g1	NA	154	0	0	154	292	292	0	0	0	0	0.0	0.0	0.0	0.0	64	63	1	0	0	0	0.015625	0.0	0.0078125	0.0078125
pyronia_cecilia	TRINITY_DN8151_c0_g1(+)	cecilia.TRINITY_DN8151_c0_g1	NA	48	0	0	48	89	88	0	1	0	0	0.0	0.01123596	0.00561798	0.00561798	16	16	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8169_c0_g1(+)	cecilia.TRINITY_DN8169_c0_g1	NA	41	0	0	41	80	80	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8174_c0_g1(-)	cecilia.TRINITY_DN8174_c0_g1	NA	17	0	0	17	34	34	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8179_c0_g1(+)	cecilia.TRINITY_DN8179_c0_g1	NA	32	0	0	32	63	63	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8191_c0_g2(+)	cecilia.TRINITY_DN8191_c0_g2	NA	474	0	0	474	888	888	0	0	0	0	0.0	0.0	0.0	0.0	170	170	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8196_c0_g1(-)	cecilia.TRINITY_DN8196_c0_g1	NA	9	0	0	9	18	18	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8234_c0_g1(+)	cecilia.TRINITY_DN8234_c0_g1	NA	163	0	0	163	310	309	0	0	0	1	0.0	0.0	0.00322581	0.00215054	68	67	0	1	0	0	0.0	0.01470588	0.00735294	0.00735294
pyronia_cecilia	TRINITY_DN8238_c0_g1(+)	cecilia.TRINITY_DN8238_c0_g1	NA	9	0	0	9	19	19	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8259_c0_g1(+)	cecilia.TRINITY_DN8259_c0_g1	NA	33	0	0	33	63	63	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8301_c0_g1(+)	cecilia.TRINITY_DN8301_c0_g1	NA	155	0	0	155	296	296	0	0	0	0	0.0	0.0	0.0	0.0	60	60	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8303_c0_g1(-)	cecilia.TRINITY_DN8303_c0_g1	NA	38	0	0	38	74	74	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8324_c0_g1(+)	cecilia.TRINITY_DN8324_c0_g1	NA	85	0	0	85	160	160	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8325_c0_g1(-)	cecilia.TRINITY_DN8325_c0_g1	NA	12	0	0	12	23	23	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8335_c0_g1(+)	cecilia.TRINITY_DN8335_c0_g1	NA	110	0	0	110	218	218	0	0	0	0	0.0	0.0	0.0	0.0	42	42	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8344_c0_g1(+)	cecilia.TRINITY_DN8344_c0_g1	NA	76	0	0	76	141	141	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8348_c0_g1(+)	cecilia.TRINITY_DN8348_c0_g1	NA	116	0	0	116	219	219	0	0	0	0	0.0	0.0	0.0	0.0	54	53	0	1	0	0	0.0	0.01851852	0.00925926	0.00925926
pyronia_cecilia	TRINITY_DN8393_c0_g1(+)	cecilia.TRINITY_DN8393_c0_g1	NA	59	0	0	59	113	113	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8437_c0_g1(+)	cecilia.TRINITY_DN8437_c0_g1	NA	164	0	0	164	314	314	0	0	0	0	0.0	0.0	0.0	0.0	64	64	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8449_c0_g1(+)	cecilia.TRINITY_DN8449_c0_g1	NA	216	0	0	216	416	416	0	0	0	0	0.0	0.0	0.0	0.0	76	76	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8477_c0_g2(+)	cecilia.TRINITY_DN8477_c0_g2	NA	8	0	0	8	14	14	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8568_c0_g1(+)	cecilia.TRINITY_DN8568_c0_g1	NA	25	0	0	25	46	45	1	0	0	0	0.02173913	0.0	0.01086957	0.01086957	12	12	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8570_c0_g1(+)	cecilia.TRINITY_DN8570_c0_g1	NA	252	0	0	252	469	468	1	0	0	0	0.0021322	0.0	0.0010661	0.0010661	82	82	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8590_c0_g1(-)	cecilia.TRINITY_DN8590_c0_g1	NA	1	0	0	1	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pyronia_cecilia	TRINITY_DN8604_c0_g1(+)	cecilia.TRINITY_DN8604_c0_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8615_c0_g1(+)	cecilia.TRINITY_DN8615_c0_g1	NA	38	0	0	38	69	69	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8641_c0_g1(+)	cecilia.TRINITY_DN8641_c0_g1	OG0001714	290	0	0	290	560	560	0	0	0	0	0.0	0.0	0.0	0.0	116	115	0	1	0	0	0.0	0.00862069	0.00431034	0.00431034
pyronia_cecilia	TRINITY_DN8652_c0_g1(-)	cecilia.TRINITY_DN8652_c0_g1	NA	9	0	0	9	16	16	0	0	0	0	0.0	0.0	0.0	0.0	3	2	0	0	1	0	0.33333333	0.33333333	0.16666667	0.22222222
pyronia_cecilia	TRINITY_DN8675_c0_g1(+)	cecilia.TRINITY_DN8675_c0_g1	NA	90	0	0	90	168	168	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8711_c0_g1(-)	cecilia.TRINITY_DN8711_c0_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8740_c0_g1(+)	cecilia.TRINITY_DN8740_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8770_c0_g1(+)	cecilia.TRINITY_DN8770_c0_g1	NA	258	0	0	258	499	499	0	0	0	0	0.0	0.0	0.0	0.0	92	92	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8791_c0_g1(+)	cecilia.TRINITY_DN8791_c0_g1	OG0001290	96	0	0	96	180	180	0	0	0	0	0.0	0.0	0.0	0.0	39	39	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN8819_c0_g1(+)	cecilia.TRINITY_DN8819_c0_g1	NA	41	0	1	40	68	65	0	0	3	0	0.04411765	0.04411765	0.02205882	0.02941176	15	12	0	0	3	0	0.2	0.2	0.1	0.13333333
pyronia_cecilia	TRINITY_DN8888_c0_g3(+)	cecilia.TRINITY_DN8888_c0_g3	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN9074_c0_g1(+)	cecilia.TRINITY_DN9074_c0_g1	NA	254	0	0	254	477	476	1	0	0	0	0.00209644	0.0	0.00104822	0.00104822	107	107	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN9084_c0_g1(+)	cecilia.TRINITY_DN9084_c0_g1	NA	245	0	0	245	463	463	0	0	0	0	0.0	0.0	0.0	0.0	92	91	0	0	1	0	0.01086957	0.01086957	0.00543478	0.00724638
pyronia_cecilia	TRINITY_DN9094_c0_g1(+)	cecilia.TRINITY_DN9094_c0_g1	NA	317	0	0	317	606	606	0	0	0	0	0.0	0.0	0.0	0.0	129	129	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN9114_c0_g1(+)	cecilia.TRINITY_DN9114_c0_g1	NA	78	0	0	78	147	145	2	0	0	0	0.01360544	0.0	0.00680272	0.00680272	27	27	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN9116_c0_g1(+)	cecilia.TRINITY_DN9116_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pyronia_cecilia	TRINITY_DN9124_c0_g1(+)	cecilia.TRINITY_DN9124_c0_g1	OG0002460	130	0	0	130	246	246	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN9197_c0_g1(+)	cecilia.TRINITY_DN9197_c0_g1	NA	195	0	0	195	373	372	0	0	1	0	0.00268097	0.00268097	0.00134048	0.00178731	74	74	0	0	0	0	0.0	0.0	0.0	0.0
