species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_MD_120	0_pi_MD_379	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_MD_120	4_pi_MD_379	4_pi_between	4_pi_total
melitaea_deione	TRINITY_DN5442_c0_g1(+)	deione.TRINITY_DN5442_c0_g1	OG0001713	223	0	0	223	445	445	0	0	0	0	0.0	0.0	0.0	0.0	103	103	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN5478_c0_g1(+)	deione.TRINITY_DN5478_c0_g1	NA	15	0	0	15	30	30	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN5541_c0_g1(+)	deione.TRINITY_DN5541_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_deione	TRINITY_DN5615_c0_g1(+)	deione.TRINITY_DN5615_c0_g1	NA	12	0	0	12	24	24	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN5690_c0_g1(+)	deione.TRINITY_DN5690_c0_g1	NA	174	0	0	174	335	335	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN5713_c0_g1(+)	deione.TRINITY_DN5713_c0_g1	NA	63	1	0	62	113	113	0	0	0	0	0.0	0.0	0.0	0.0	30	27	0	3	0	0	0.0	0.1	0.05	0.05
melitaea_deione	TRINITY_DN5976_c0_g1(+)	deione.TRINITY_DN5976_c0_g1	NA	166	0	0	166	325	325	0	0	0	0	0.0	0.0	0.0	0.0	82	82	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN6061_c0_g1(-)	deione.TRINITY_DN6061_c0_g1	NA	49	0	0	49	93	93	0	0	0	0	0.0	0.0	0.0	0.0	26	25	1	0	0	0	0.03846154	0.0	0.01923077	0.01923077
melitaea_deione	TRINITY_DN6286_c0_g1(+)	deione.TRINITY_DN6286_c0_g1	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN6917_c0_g1(+)	deione.TRINITY_DN6917_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_deione	TRINITY_DN7175_c0_g1(+)	deione.TRINITY_DN7175_c0_g1	NA	10	0	0	10	19	19	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN7212_c0_g1(+)	deione.TRINITY_DN7212_c0_g1	NA	124	0	0	124	246	246	0	0	0	0	0.0	0.0	0.0	0.0	49	49	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN7266_c0_g1(+)	deione.TRINITY_DN7266_c0_g1	OG0002539	702	0	0	702	1346	1346	0	0	0	0	0.0	0.0	0.0	0.0	211	211	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN7339_c0_g1(+)	deione.TRINITY_DN7339_c0_g1	OG0001621	405	0	0	405	764	764	0	0	0	0	0.0	0.0	0.0	0.0	151	151	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN7394_c0_g1(+)	deione.TRINITY_DN7394_c0_g1	NA	123	0	0	123	239	239	0	0	0	0	0.0	0.0	0.0	0.0	53	52	0	0	1	0	0.01886792	0.01886792	0.00943396	0.01257861
melitaea_deione	TRINITY_DN7399_c0_g2(+)	deione.TRINITY_DN7399_c0_g2	NA	19	0	0	19	28	24	3	0	1	0	0.14285714	0.03571429	0.07142857	0.07738095	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN7472_c0_g1(+)	deione.TRINITY_DN7472_c0_g1	OG0003443	376	0	0	376	725	725	0	0	0	0	0.0	0.0	0.0	0.0	116	116	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN7704_c0_g1(+)	deione.TRINITY_DN7704_c0_g1	NA	13	0	0	13	24	24	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN7826_c0_g1(+)	deione.TRINITY_DN7826_c0_g1	OG0001796	256	0	0	256	496	496	0	0	0	0	0.0	0.0	0.0	0.0	74	74	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN7894_c0_g1(-)	deione.TRINITY_DN7894_c0_g1	NA	13	0	0	13	24	24	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8087_c0_g1(+)	deione.TRINITY_DN8087_c0_g1	NA	141	0	0	141	271	271	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8088_c0_g1(+)	deione.TRINITY_DN8088_c0_g1	NA	130	0	0	130	248	247	0	0	0	1	0.0	0.0	0.00403226	0.00268817	46	45	1	0	0	0	0.02173913	0.0	0.01086957	0.01086957
melitaea_deione	TRINITY_DN8159_c0_g1(-)	deione.TRINITY_DN8159_c0_g1	NA	41	0	0	41	80	78	2	0	0	0	0.025	0.0	0.0125	0.0125	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8226_c0_g1(+)	deione.TRINITY_DN8226_c0_g1	NA	13	0	0	13	25	25	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8241_c0_g1(+)	deione.TRINITY_DN8241_c0_g1	NA	69	0	0	69	132	132	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8242_c0_g1(+)	deione.TRINITY_DN8242_c0_g1	NA	149	0	0	149	285	285	0	0	0	0	0.0	0.0	0.0	0.0	66	64	0	1	1	0	0.01515152	0.03030303	0.01515152	0.01767677
melitaea_deione	TRINITY_DN8262_c0_g1(+)	deione.TRINITY_DN8262_c0_g1	NA	94	0	0	94	170	170	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8283_c0_g2(+)	deione.TRINITY_DN8283_c0_g2	NA	10	0	0	10	20	20	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8294_c0_g1(+)	deione.TRINITY_DN8294_c0_g1	NA	13	0	0	13	23	20	3	0	0	0	0.13043478	0.0	0.06521739	0.06521739	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8317_c0_g1(+)	deione.TRINITY_DN8317_c0_g1	NA	121	0	0	121	235	235	0	0	0	0	0.0	0.0	0.0	0.0	52	51	0	0	0	1	0.0	0.0	0.01923077	0.01282051
melitaea_deione	TRINITY_DN8321_c0_g1(+)	deione.TRINITY_DN8321_c0_g1	NA	265	0	0	265	529	529	0	0	0	0	0.0	0.0	0.0	0.0	152	152	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8400_c0_g1(+)	deione.TRINITY_DN8400_c0_g1	NA	30	0	0	30	59	59	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8410_c0_g1(+)	deione.TRINITY_DN8410_c0_g1	NA	6	0	0	6	8	8	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8415_c0_g1(+)	deione.TRINITY_DN8415_c0_g1	NA	184	0	0	184	343	343	0	0	0	0	0.0	0.0	0.0	0.0	101	100	0	0	0	1	0.0	0.0	0.00990099	0.00660066
melitaea_deione	TRINITY_DN8457_c0_g1(+)	deione.TRINITY_DN8457_c0_g1	NA	126	0	0	126	236	236	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8476_c0_g1(+)	deione.TRINITY_DN8476_c0_g1	NA	201	0	0	201	383	382	0	1	0	0	0.0	0.00261097	0.00130548	0.00130548	85	85	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8518_c0_g1(+)	deione.TRINITY_DN8518_c0_g1	NA	150	0	0	150	271	271	0	0	0	0	0.0	0.0	0.0	0.0	68	65	0	3	0	0	0.0	0.04411765	0.02205882	0.02205882
melitaea_deione	TRINITY_DN8524_c0_g2(-)	deione.TRINITY_DN8524_c0_g2	NA	25	0	0	25	42	36	1	0	5	0	0.14285714	0.11904762	0.07142857	0.09126984	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8530_c0_g1(+)	deione.TRINITY_DN8530_c0_g1	NA	82	0	0	82	148	148	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8540_c0_g1(-)	deione.TRINITY_DN8540_c0_g1	NA	52	0	0	52	86	84	0	0	2	0	0.02325581	0.02325581	0.01162791	0.01550388	19	18	0	0	1	0	0.05263158	0.05263158	0.02631579	0.03508772
melitaea_deione	TRINITY_DN8570_c0_g1(+)	deione.TRINITY_DN8570_c0_g1	OG0001369	546	0	0	546	1066	1065	1	0	0	0	0.00093809	0.0	0.00046904	0.00046904	244	244	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8585_c0_g1(+)	deione.TRINITY_DN8585_c0_g1	NA	162	0	0	162	321	321	0	0	0	0	0.0	0.0	0.0	0.0	79	79	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8616_c0_g2(+)	deione.TRINITY_DN8616_c0_g2	NA	57	0	0	57	108	108	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8624_c0_g1(+)	deione.TRINITY_DN8624_c0_g1	OG0002661	584	0	0	584	1126	1125	1	0	0	0	0.0008881	0.0	0.00044405	0.00044405	219	219	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8641_c0_g1(+)	deione.TRINITY_DN8641_c0_g1	NA	184	0	0	184	348	348	0	0	0	0	0.0	0.0	0.0	0.0	73	72	0	0	1	0	0.01369863	0.01369863	0.00684932	0.00913242
melitaea_deione	TRINITY_DN8660_c0_g1(+)	deione.TRINITY_DN8660_c0_g1	NA	140	0	0	140	271	271	0	0	0	0	0.0	0.0	0.0	0.0	45	44	0	0	1	0	0.02222222	0.02222222	0.01111111	0.01481481
melitaea_deione	TRINITY_DN8685_c0_g1(+)	deione.TRINITY_DN8685_c0_g1	OG0001698	139	0	0	139	264	264	0	0	0	0	0.0	0.0	0.0	0.0	48	48	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8698_c0_g1(+)	deione.TRINITY_DN8698_c0_g1	OG0002441	175	0	0	175	331	331	0	0	0	0	0.0	0.0	0.0	0.0	52	51	0	0	1	0	0.01923077	0.01923077	0.00961538	0.01282051
melitaea_deione	TRINITY_DN8700_c0_g1(+)	deione.TRINITY_DN8700_c0_g1	NA	85	0	0	85	171	171	0	0	0	0	0.0	0.0	0.0	0.0	41	40	1	0	0	0	0.02439024	0.0	0.01219512	0.01219512
melitaea_deione	TRINITY_DN8723_c0_g1(+)	deione.TRINITY_DN8723_c0_g1	NA	435	0	1	434	833	832	0	0	0	1	0.0	0.0	0.00120048	0.00080032	177	177	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8757_c0_g1(+)	deione.TRINITY_DN8757_c0_g1	OG0002034	316	0	0	316	606	606	0	0	0	0	0.0	0.0	0.0	0.0	109	108	1	0	0	0	0.00917431	0.0	0.00458716	0.00458716
melitaea_deione	TRINITY_DN8783_c0_g1(+)	deione.TRINITY_DN8783_c0_g1	NA	70	0	0	70	132	131	1	0	0	0	0.00757576	0.0	0.00378788	0.00378788	24	24	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8829_c0_g1(-)	deione.TRINITY_DN8829_c0_g1	NA	5	0	0	5	8	8	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_deione	TRINITY_DN8850_c0_g1(+)	deione.TRINITY_DN8850_c0_g1	NA	82	0	0	82	157	157	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8855_c0_g1(+)	deione.TRINITY_DN8855_c0_g1	NA	162	0	0	162	316	316	0	0	0	0	0.0	0.0	0.0	0.0	55	55	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8867_c0_g2(-)	deione.TRINITY_DN8867_c0_g2	NA	10	0	0	10	21	21	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8925_c0_g1(+)	deione.TRINITY_DN8925_c0_g1	NA	136	0	0	136	261	260	0	0	0	1	0.0	0.0	0.00383142	0.00255428	52	52	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8950_c0_g1(+)	deione.TRINITY_DN8950_c0_g1	NA	41	0	0	41	79	79	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN8989_c0_g1(-)	deione.TRINITY_DN8989_c0_g1	NA	23	0	0	23	39	35	0	1	3	0	0.07692308	0.1025641	0.05128205	0.06410256	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9002_c0_g1(+)	deione.TRINITY_DN9002_c0_g1	OG0001983	155	0	0	155	305	304	1	0	0	0	0.00327869	0.0	0.00163934	0.00163934	52	52	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9064_c0_g1(+)	deione.TRINITY_DN9064_c0_g1	NA	177	0	0	177	341	341	0	0	0	0	0.0	0.0	0.0	0.0	74	74	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9083_c0_g1(+)	deione.TRINITY_DN9083_c0_g1	OG0002723	239	0	0	239	449	449	0	0	0	0	0.0	0.0	0.0	0.0	90	89	0	0	0	1	0.0	0.0	0.01111111	0.00740741
melitaea_deione	TRINITY_DN9100_c0_g1(+)	deione.TRINITY_DN9100_c0_g1	NA	296	0	0	296	581	581	0	0	0	0	0.0	0.0	0.0	0.0	116	116	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9108_c0_g1(-)	deione.TRINITY_DN9108_c0_g1	NA	3	0	0	3	7	7	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9126_c0_g1(+)	deione.TRINITY_DN9126_c0_g1	NA	94	0	0	94	182	180	1	1	0	0	0.00549451	0.00549451	0.00549451	0.00549451	32	32	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9171_c0_g1(+)	deione.TRINITY_DN9171_c0_g1	NA	97	0	0	97	178	178	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9233_c0_g1(+)	deione.TRINITY_DN9233_c0_g1	NA	144	0	0	144	274	274	0	0	0	0	0.0	0.0	0.0	0.0	41	40	0	1	0	0	0.0	0.02439024	0.01219512	0.01219512
melitaea_deione	TRINITY_DN9265_c0_g1(+)	deione.TRINITY_DN9265_c0_g1	NA	336	0	0	336	650	650	0	0	0	0	0.0	0.0	0.0	0.0	146	146	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9271_c0_g1(+)	deione.TRINITY_DN9271_c0_g1	NA	80	0	0	80	163	163	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9280_c0_g1(+)	deione.TRINITY_DN9280_c0_g1	NA	25	0	0	25	44	43	0	0	1	0	0.02272727	0.02272727	0.01136364	0.01515152	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9282_c0_g1(+)	deione.TRINITY_DN9282_c0_g1	NA	103	0	0	103	191	190	0	0	0	1	0.0	0.0	0.0052356	0.0034904	49	48	0	0	0	1	0.0	0.0	0.02040816	0.01360544
melitaea_deione	TRINITY_DN9288_c0_g1(+)	deione.TRINITY_DN9288_c0_g1	OG0001294	285	0	0	285	541	539	2	0	0	0	0.00369686	0.0	0.00184843	0.00184843	93	93	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN9339_c0_g1(+)	deione.TRINITY_DN9339_c0_g1	NA	298	0	0	298	574	574	0	0	0	0	0.0	0.0	0.0	0.0	131	131	0	0	0	0	0.0	0.0	0.0	0.0
