species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_IF_142	0_pi_IF_236	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_IF_142	4_pi_IF_236	4_pi_between	4_pi_total
iphiclides_feisthamelii	TRINITY_DN10981_c0_g1(+)	feisthamelii.TRINITY_DN10981_c0_g1	NA	94	0	0	94	183	183	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11031_c0_g1(+)	feisthamelii.TRINITY_DN11031_c0_g1	NA	3	1	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11077_c0_g1(+)	feisthamelii.TRINITY_DN11077_c0_g1	NA	114	0	0	114	220	220	0	0	0	0	0.0	0.0	0.0	0.0	46	46	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11204_c0_g1(+)	feisthamelii.TRINITY_DN11204_c0_g1	OG0001308	280	0	0	280	546	546	0	0	0	0	0.0	0.0	0.0	0.0	122	122	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11375_c0_g1(+)	feisthamelii.TRINITY_DN11375_c0_g1	NA	335	0	0	335	645	645	0	0	0	0	0.0	0.0	0.0	0.0	145	145	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11407_c0_g1(+)	feisthamelii.TRINITY_DN11407_c0_g1	NA	89	0	0	89	172	172	0	0	0	0	0.0	0.0	0.0	0.0	32	32	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11495_c0_g1(+)	feisthamelii.TRINITY_DN11495_c0_g1	OG0003196	681	0	0	681	1306	1306	0	0	0	0	0.0	0.0	0.0	0.0	241	241	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11563_c0_g2(-)	feisthamelii.TRINITY_DN11563_c0_g2	NA	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
iphiclides_feisthamelii	TRINITY_DN11579_c0_g1(+)	feisthamelii.TRINITY_DN11579_c0_g1	OG0001617	496	0	0	496	963	963	0	0	0	0	0.0	0.0	0.0	0.0	207	207	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11586_c0_g1(+)	feisthamelii.TRINITY_DN11586_c0_g1	NA	137	0	0	137	266	266	0	0	0	0	0.0	0.0	0.0	0.0	50	50	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11642_c0_g1(+)	feisthamelii.TRINITY_DN11642_c0_g1	NA	299	0	0	299	574	573	1	0	0	0	0.00174216	0.0	0.00087108	0.00087108	114	114	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11721_c0_g1(+)	feisthamelii.TRINITY_DN11721_c0_g1	NA	193	0	0	193	375	374	1	0	0	0	0.00266667	0.0	0.00133333	0.00133333	69	69	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11764_c0_g1(+)	feisthamelii.TRINITY_DN11764_c0_g1	NA	119	0	0	119	221	221	0	0	0	0	0.0	0.0	0.0	0.0	50	49	1	0	0	0	0.02	0.0	0.01	0.01
iphiclides_feisthamelii	TRINITY_DN11775_c0_g1(+)	feisthamelii.TRINITY_DN11775_c0_g1	NA	72	0	0	72	135	134	0	1	0	0	0.0	0.00740741	0.0037037	0.0037037	29	28	0	1	0	0	0.0	0.03448276	0.01724138	0.01724138
iphiclides_feisthamelii	TRINITY_DN11781_c0_g1(+)	feisthamelii.TRINITY_DN11781_c0_g1	NA	68	0	0	68	132	132	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11790_c0_g1(-)	feisthamelii.TRINITY_DN11790_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
iphiclides_feisthamelii	TRINITY_DN11796_c0_g1(+)	feisthamelii.TRINITY_DN11796_c0_g1	NA	39	0	0	39	76	76	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11834_c0_g1(+)	feisthamelii.TRINITY_DN11834_c0_g1	NA	15	0	0	15	29	29	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11884_c0_g1(+)	feisthamelii.TRINITY_DN11884_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
iphiclides_feisthamelii	TRINITY_DN11921_c0_g1(+)	feisthamelii.TRINITY_DN11921_c0_g1	NA	388	0	0	388	756	756	0	0	0	0	0.0	0.0	0.0	0.0	132	132	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11928_c0_g1(+)	feisthamelii.TRINITY_DN11928_c0_g1	NA	150	0	0	150	293	293	0	0	0	0	0.0	0.0	0.0	0.0	50	50	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11933_c0_g1(+)	feisthamelii.TRINITY_DN11933_c0_g1	NA	106	0	0	106	208	208	0	0	0	0	0.0	0.0	0.0	0.0	53	53	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN11951_c0_g1(+)	feisthamelii.TRINITY_DN11951_c0_g1	NA	188	0	0	188	365	365	0	0	0	0	0.0	0.0	0.0	0.0	79	79	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12013_c0_g1(+)	feisthamelii.TRINITY_DN12013_c0_g1	NA	70	0	0	70	141	141	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12070_c0_g1(-)	feisthamelii.TRINITY_DN12070_c0_g1	NA	49	0	0	49	94	94	0	0	0	0	0.0	0.0	0.0	0.0	21	20	0	1	0	0	0.0	0.04761905	0.02380952	0.02380952
iphiclides_feisthamelii	TRINITY_DN12113_c0_g1(+)	feisthamelii.TRINITY_DN12113_c0_g1	NA	354	0	0	354	687	686	1	0	0	0	0.0014556	0.0	0.0007278	0.0007278	139	139	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12117_c0_g1(+)	feisthamelii.TRINITY_DN12117_c0_g1	NA	249	0	0	249	486	485	0	1	0	0	0.0	0.00205761	0.00102881	0.00102881	83	83	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12150_c0_g1(+)	feisthamelii.TRINITY_DN12150_c0_g1	NA	48	0	0	48	97	97	0	0	0	0	0.0	0.0	0.0	0.0	30	30	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12172_c0_g1(+)	feisthamelii.TRINITY_DN12172_c0_g1	NA	132	0	0	132	250	250	0	0	0	0	0.0	0.0	0.0	0.0	48	47	1	0	0	0	0.02083333	0.0	0.01041667	0.01041667
iphiclides_feisthamelii	TRINITY_DN12431_c0_g1(+)	feisthamelii.TRINITY_DN12431_c0_g1	OG0001289	269	0	0	269	514	514	0	0	0	0	0.0	0.0	0.0	0.0	114	114	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12460_c0_g1(+)	feisthamelii.TRINITY_DN12460_c0_g1	NA	94	0	0	94	176	176	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12476_c0_g1(+)	feisthamelii.TRINITY_DN12476_c0_g1	OG0001295	444	0	0	444	858	858	0	0	0	0	0.0	0.0	0.0	0.0	183	183	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12479_c0_g1(+)	feisthamelii.TRINITY_DN12479_c0_g1	NA	274	0	0	274	526	526	0	0	0	0	0.0	0.0	0.0	0.0	109	109	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12480_c0_g1(+)	feisthamelii.TRINITY_DN12480_c0_g1	NA	115	0	0	115	224	224	0	0	0	0	0.0	0.0	0.0	0.0	36	36	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12490_c0_g1(+)	feisthamelii.TRINITY_DN12490_c0_g1	NA	84	0	0	84	168	168	0	0	0	0	0.0	0.0	0.0	0.0	24	24	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12522_c0_g1(+)	feisthamelii.TRINITY_DN12522_c0_g1	NA	249	0	0	249	477	477	0	0	0	0	0.0	0.0	0.0	0.0	93	92	0	1	0	0	0.0	0.01075269	0.00537634	0.00537634
iphiclides_feisthamelii	TRINITY_DN12531_c0_g1(+)	feisthamelii.TRINITY_DN12531_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12534_c0_g1(+)	feisthamelii.TRINITY_DN12534_c0_g1	NA	151	0	0	151	287	287	0	0	0	0	0.0	0.0	0.0	0.0	90	90	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12559_c0_g1(-)	feisthamelii.TRINITY_DN12559_c0_g1	NA	48	0	0	48	90	90	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12601_c0_g1(+)	feisthamelii.TRINITY_DN12601_c0_g1	NA	132	0	0	132	255	255	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12678_c0_g2(+)	feisthamelii.TRINITY_DN12678_c0_g2	OG0003910	346	0	0	346	668	668	0	0	0	0	0.0	0.0	0.0	0.0	128	127	1	0	0	0	0.0078125	0.0	0.00390625	0.00390625
iphiclides_feisthamelii	TRINITY_DN12818_c0_g1(+)	feisthamelii.TRINITY_DN12818_c0_g1	NA	38	0	0	38	76	76	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12888_c0_g1(+)	feisthamelii.TRINITY_DN12888_c0_g1	NA	326	0	0	326	628	628	0	0	0	0	0.0	0.0	0.0	0.0	108	108	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12889_c0_g1(+)	feisthamelii.TRINITY_DN12889_c0_g1	NA	513	0	0	513	984	983	0	1	0	0	0.0	0.00101626	0.00050813	0.00050813	234	233	0	0	0	1	0.0	0.0	0.0042735	0.002849
iphiclides_feisthamelii	TRINITY_DN12943_c0_g1(+)	feisthamelii.TRINITY_DN12943_c0_g1	OG0001290	89	0	0	89	168	168	0	0	0	0	0.0	0.0	0.0	0.0	32	32	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN12966_c0_g1(+)	feisthamelii.TRINITY_DN12966_c0_g1	NA	22	0	0	22	40	40	0	0	0	0	0.0	0.0	0.0	0.0	7	6	1	0	0	0	0.14285714	0.0	0.07142857	0.07142857
