species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_GR_112	0_pi_GR_136	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_GR_112	4_pi_GR_136	4_pi_between	4_pi_total
gonepteryx_rhamni	TRINITY_DN2766_c0_g1(-)	rhamni.TRINITY_DN2766_c0_g1	NA	13	0	0	13	24	23	0	1	0	0	0.0	0.04166667	0.02083333	0.02083333	7	7	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN2935_c0_g1(+)	rhamni.TRINITY_DN2935_c0_g1	NA	126	0	0	126	234	234	0	0	0	0	0.0	0.0	0.0	0.0	62	62	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN2969_c0_g1(-)	rhamni.TRINITY_DN2969_c0_g1	NA	76	0	0	76	141	140	0	0	1	0	0.0070922	0.0070922	0.0035461	0.00472813	24	24	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN3663_c0_g1(-)	rhamni.TRINITY_DN3663_c0_g1	NA	28	0	0	28	52	50	0	1	1	0	0.01923077	0.03846154	0.01923077	0.0224359	11	11	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN3700_c0_g1(-)	rhamni.TRINITY_DN3700_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
gonepteryx_rhamni	TRINITY_DN3960_c0_g1(+)	rhamni.TRINITY_DN3960_c0_g1	NA	58	0	0	58	111	111	0	0	0	0	0.0	0.0	0.0	0.0	33	33	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN4145_c0_g1(-)	rhamni.TRINITY_DN4145_c0_g1	NA	6	0	0	6	8	8	0	0	0	0	0.0	0.0	0.0	0.0	4	3	0	0	1	0	0.25	0.25	0.125	0.16666667
gonepteryx_rhamni	TRINITY_DN4196_c0_g1(-)	rhamni.TRINITY_DN4196_c0_g1	NA	4	0	0	4	9	9	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN4913_c0_g1(-)	rhamni.TRINITY_DN4913_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
gonepteryx_rhamni	TRINITY_DN5077_c0_g1(-)	rhamni.TRINITY_DN5077_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN5233_c0_g1(+)	rhamni.TRINITY_DN5233_c0_g1	NA	179	0	0	179	337	337	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN5758_c0_g1(+)	rhamni.TRINITY_DN5758_c0_g1	OG0001302	96	0	0	96	190	190	0	0	0	0	0.0	0.0	0.0	0.0	39	39	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN5770_c0_g1(+)	rhamni.TRINITY_DN5770_c0_g1	NA	146	0	0	146	281	281	0	0	0	0	0.0	0.0	0.0	0.0	59	59	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN5996_c0_g1(+)	rhamni.TRINITY_DN5996_c0_g1	OG0001273	137	0	0	137	271	271	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN6178_c0_g1(+)	rhamni.TRINITY_DN6178_c0_g1	NA	150	0	0	150	293	292	1	0	0	0	0.00341297	0.0	0.00170648	0.00170648	74	74	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN6472_c0_g1(+)	rhamni.TRINITY_DN6472_c0_g1	NA	60	0	0	60	119	119	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN6723_c0_g1(-)	rhamni.TRINITY_DN6723_c0_g1	NA	21	0	0	21	38	37	0	1	0	0	0.0	0.02631579	0.01315789	0.01315789	10	9	0	1	0	0	0.0	0.1	0.05	0.05
gonepteryx_rhamni	TRINITY_DN6854_c0_g1(+)	rhamni.TRINITY_DN6854_c0_g1	NA	90	0	0	90	179	179	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN6911_c0_g1(+)	rhamni.TRINITY_DN6911_c0_g1	NA	24	0	0	24	45	45	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN7112_c0_g1(+)	rhamni.TRINITY_DN7112_c0_g1	OG0001878	275	0	0	275	525	525	0	0	0	0	0.0	0.0	0.0	0.0	107	107	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN7578_c0_g1(+)	rhamni.TRINITY_DN7578_c0_g1	OG0002418	92	0	0	92	177	177	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN7633_c0_g1(-)	rhamni.TRINITY_DN7633_c0_g1	NA	11	0	0	11	21	21	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN7754_c0_g1(+)	rhamni.TRINITY_DN7754_c0_g1	OG0002380	179	0	0	179	350	350	0	0	0	0	0.0	0.0	0.0	0.0	63	63	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN7868_c0_g1(+)	rhamni.TRINITY_DN7868_c0_g1	NA	44	0	0	44	82	82	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN7880_c0_g1(-)	rhamni.TRINITY_DN7880_c0_g1	NA	57	0	0	57	109	109	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN7889_c0_g1(+)	rhamni.TRINITY_DN7889_c0_g1	NA	97	0	0	97	187	187	0	0	0	0	0.0	0.0	0.0	0.0	35	34	1	0	0	0	0.02857143	0.0	0.01428571	0.01428571
gonepteryx_rhamni	TRINITY_DN7896_c0_g1(+)	rhamni.TRINITY_DN7896_c0_g1	NA	133	0	0	133	260	260	0	0	0	0	0.0	0.0	0.0	0.0	47	47	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN7937_c0_g1(+)	rhamni.TRINITY_DN7937_c0_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN7956_c0_g1(+)	rhamni.TRINITY_DN7956_c0_g1	NA	9	0	0	9	16	16	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN8247_c0_g1(+)	rhamni.TRINITY_DN8247_c0_g1	NA	91	0	0	91	181	180	0	1	0	0	0.0	0.00552486	0.00276243	0.00276243	30	30	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN8324_c0_g1(+)	rhamni.TRINITY_DN8324_c0_g1	NA	100	0	0	100	191	191	0	0	0	0	0.0	0.0	0.0	0.0	57	57	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN8441_c0_g1(+)	rhamni.TRINITY_DN8441_c0_g1	NA	117	0	0	117	235	235	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN8525_c0_g1(-)	rhamni.TRINITY_DN8525_c0_g1	NA	100	0	0	100	191	189	1	0	0	1	0.0052356	0.0	0.0078534	0.0061082	65	65	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN8597_c0_g1(+)	rhamni.TRINITY_DN8597_c0_g1	NA	150	0	0	150	287	287	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN8701_c0_g1(+)	rhamni.TRINITY_DN8701_c0_g1	NA	184	0	0	184	350	350	0	0	0	0	0.0	0.0	0.0	0.0	73	73	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN8742_c0_g1(+)	rhamni.TRINITY_DN8742_c0_g1	OG0001521	177	0	0	177	339	339	0	0	0	0	0.0	0.0	0.0	0.0	62	62	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN8762_c0_g1(+)	rhamni.TRINITY_DN8762_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
gonepteryx_rhamni	TRINITY_DN8764_c0_g1(+)	rhamni.TRINITY_DN8764_c0_g1	OG0001867	190	0	0	190	373	372	0	0	1	0	0.00268097	0.00268097	0.00134048	0.00178731	99	99	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN8804_c0_g1(+)	rhamni.TRINITY_DN8804_c0_g1	NA	111	0	0	111	213	213	0	0	0	0	0.0	0.0	0.0	0.0	47	46	1	0	0	0	0.0212766	0.0	0.0106383	0.0106383
gonepteryx_rhamni	TRINITY_DN8914_c0_g1(+)	rhamni.TRINITY_DN8914_c0_g1	NA	84	0	0	84	166	166	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9080_c0_g1(+)	rhamni.TRINITY_DN9080_c0_g1	NA	2	0	0	2	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9186_c0_g1(+)	rhamni.TRINITY_DN9186_c0_g1	NA	160	0	0	160	322	322	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9190_c0_g1(+)	rhamni.TRINITY_DN9190_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9236_c0_g1(+)	rhamni.TRINITY_DN9236_c0_g1	NA	461	0	0	461	871	870	0	1	0	0	0.0	0.00114811	0.00057405	0.00057405	164	164	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9274_c0_g1(+)	rhamni.TRINITY_DN9274_c0_g1	NA	17	0	0	17	33	33	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9350_c0_g1(+)	rhamni.TRINITY_DN9350_c0_g1	NA	110	0	0	110	210	210	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9425_c0_g1(-)	rhamni.TRINITY_DN9425_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9440_c0_g1(+)	rhamni.TRINITY_DN9440_c0_g1	NA	152	0	0	152	297	297	0	0	0	0	0.0	0.0	0.0	0.0	65	65	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9470_c0_g1(+)	rhamni.TRINITY_DN9470_c0_g1	NA	106	0	0	106	210	210	0	0	0	0	0.0	0.0	0.0	0.0	49	49	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9539_c0_g1(+)	rhamni.TRINITY_DN9539_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
gonepteryx_rhamni	TRINITY_DN9551_c0_g1(+)	rhamni.TRINITY_DN9551_c0_g1	NA	160	0	0	160	312	312	0	0	0	0	0.0	0.0	0.0	0.0	76	76	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9556_c0_g1(+)	rhamni.TRINITY_DN9556_c0_g1	NA	188	0	0	188	364	364	0	0	0	0	0.0	0.0	0.0	0.0	73	73	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9637_c0_g1(+)	rhamni.TRINITY_DN9637_c0_g1	NA	125	0	0	125	235	234	0	0	0	1	0.0	0.0	0.00425532	0.00283688	35	35	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9638_c0_g1(+)	rhamni.TRINITY_DN9638_c0_g1	NA	747	0	0	747	1459	1459	0	0	0	0	0.0	0.0	0.0	0.0	260	259	1	0	0	0	0.00384615	0.0	0.00192308	0.00192308
gonepteryx_rhamni	TRINITY_DN9649_c0_g1(+)	rhamni.TRINITY_DN9649_c0_g1	NA	455	0	0	455	873	872	1	0	0	0	0.00114548	0.0	0.00057274	0.00057274	211	211	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9667_c0_g1(+)	rhamni.TRINITY_DN9667_c0_g1	NA	91	0	0	91	175	175	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9668_c0_g1(+)	rhamni.TRINITY_DN9668_c0_g1	NA	156	0	0	156	304	304	0	0	0	0	0.0	0.0	0.0	0.0	54	54	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9682_c0_g1(+)	rhamni.TRINITY_DN9682_c0_g1	NA	82	0	0	82	153	153	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9726_c0_g1(+)	rhamni.TRINITY_DN9726_c0_g1	NA	277	0	0	277	537	536	0	1	0	0	0.0	0.0018622	0.0009311	0.0009311	138	138	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9831_c0_g1(+)	rhamni.TRINITY_DN9831_c0_g1	NA	47	0	0	47	94	94	0	0	0	0	0.0	0.0	0.0	0.0	26	25	0	1	0	0	0.0	0.03846154	0.01923077	0.01923077
gonepteryx_rhamni	TRINITY_DN9875_c0_g1(+)	rhamni.TRINITY_DN9875_c0_g1	NA	180	0	0	180	347	346	0	1	0	0	0.0	0.00288184	0.00144092	0.00144092	56	55	1	0	0	0	0.01785714	0.0	0.00892857	0.00892857
gonepteryx_rhamni	TRINITY_DN9939_c0_g1(+)	rhamni.TRINITY_DN9939_c0_g1	NA	87	0	0	87	169	169	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9939_c1_g1(+)	rhamni.TRINITY_DN9939_c1_g1	NA	12	0	0	12	21	21	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN9961_c0_g1(+)	rhamni.TRINITY_DN9961_c0_g1	NA	153	0	0	153	301	301	0	0	0	0	0.0	0.0	0.0	0.0	63	63	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10003_c0_g1(-)	rhamni.TRINITY_DN10003_c0_g1	NA	27	0	0	27	42	42	0	0	0	0	0.0	0.0	0.0	0.0	16	15	1	0	0	0	0.0625	0.0	0.03125	0.03125
gonepteryx_rhamni	TRINITY_DN10007_c0_g1(+)	rhamni.TRINITY_DN10007_c0_g1	NA	6	0	0	6	10	10	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10047_c0_g1(+)	rhamni.TRINITY_DN10047_c0_g1	NA	272	0	0	272	518	518	0	0	0	0	0.0	0.0	0.0	0.0	113	113	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10060_c0_g1(+)	rhamni.TRINITY_DN10060_c0_g1	NA	340	0	0	340	657	657	0	0	0	0	0.0	0.0	0.0	0.0	110	109	1	0	0	0	0.00909091	0.0	0.00454545	0.00454545
gonepteryx_rhamni	TRINITY_DN10103_c0_g1(+)	rhamni.TRINITY_DN10103_c0_g1	NA	1	0	0	1	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
gonepteryx_rhamni	TRINITY_DN10109_c0_g1(-)	rhamni.TRINITY_DN10109_c0_g1	NA	28	0	0	28	55	54	1	0	0	0	0.01818182	0.0	0.00909091	0.00909091	9	9	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10115_c0_g1(+)	rhamni.TRINITY_DN10115_c0_g1	NA	52	0	0	52	102	102	0	0	0	0	0.0	0.0	0.0	0.0	18	17	0	0	0	1	0.0	0.0	0.05555556	0.03703704
gonepteryx_rhamni	TRINITY_DN10117_c0_g1(-)	rhamni.TRINITY_DN10117_c0_g1	NA	10	0	0	10	18	17	0	1	0	0	0.0	0.05555556	0.02777778	0.02777778	2	2	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10146_c0_g1(+)	rhamni.TRINITY_DN10146_c0_g1	OG0001315	137	0	0	137	253	253	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10150_c0_g1(+)	rhamni.TRINITY_DN10150_c0_g1	NA	21	0	0	21	40	40	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10338_c0_g1(+)	rhamni.TRINITY_DN10338_c0_g1	NA	118	0	0	118	228	227	1	0	0	0	0.00438596	0.0	0.00219298	0.00219298	43	43	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10384_c0_g1(+)	rhamni.TRINITY_DN10384_c0_g1	OG0001677	167	0	0	167	323	322	0	1	0	0	0.0	0.00309598	0.00154799	0.00154799	61	61	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10397_c0_g1(+)	rhamni.TRINITY_DN10397_c0_g1	NA	118	0	0	118	225	225	0	0	0	0	0.0	0.0	0.0	0.0	25	22	0	3	0	0	0.0	0.12	0.06	0.06
gonepteryx_rhamni	TRINITY_DN10402_c0_g3(+)	rhamni.TRINITY_DN10402_c0_g3	NA	8	0	0	8	17	17	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10546_c0_g1(+)	rhamni.TRINITY_DN10546_c0_g1	NA	66	0	0	66	127	126	0	1	0	0	0.0	0.00787402	0.00393701	0.00393701	29	29	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10552_c0_g1(+)	rhamni.TRINITY_DN10552_c0_g1	OG0001810	178	0	0	178	335	334	0	1	0	0	0.0	0.00298507	0.00149254	0.00149254	71	71	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10585_c0_g1(-)	rhamni.TRINITY_DN10585_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10696_c0_g1(+)	rhamni.TRINITY_DN10696_c0_g1	NA	180	0	0	180	344	344	0	0	0	0	0.0	0.0	0.0	0.0	69	68	1	0	0	0	0.01449275	0.0	0.00724638	0.00724638
gonepteryx_rhamni	TRINITY_DN10708_c0_g1(+)	rhamni.TRINITY_DN10708_c0_g1	NA	141	0	0	141	272	271	1	0	0	0	0.00367647	0.0	0.00183824	0.00183824	53	52	0	0	0	1	0.0	0.0	0.01886792	0.01257861
gonepteryx_rhamni	TRINITY_DN10741_c0_g1(+)	rhamni.TRINITY_DN10741_c0_g1	OG0002287	124	0	0	124	236	236	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10781_c0_g1(+)	rhamni.TRINITY_DN10781_c0_g1	NA	160	0	0	160	309	309	0	0	0	0	0.0	0.0	0.0	0.0	66	65	0	1	0	0	0.0	0.01515152	0.00757576	0.00757576
gonepteryx_rhamni	TRINITY_DN10808_c0_g1(+)	rhamni.TRINITY_DN10808_c0_g1	OG0001282	133	0	0	133	260	260	0	0	0	0	0.0	0.0	0.0	0.0	62	61	1	0	0	0	0.01612903	0.0	0.00806452	0.00806452
gonepteryx_rhamni	TRINITY_DN10913_c0_g1(-)	rhamni.TRINITY_DN10913_c0_g1	NA	9	0	0	9	15	15	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10938_c0_g1(+)	rhamni.TRINITY_DN10938_c0_g1	NA	520	0	0	520	1001	1001	0	0	0	0	0.0	0.0	0.0	0.0	169	169	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN10943_c0_g1(+)	rhamni.TRINITY_DN10943_c0_g1	NA	17	0	0	17	29	28	0	0	0	1	0.0	0.0	0.03448276	0.02298851	4	3	0	0	0	1	0.0	0.0	0.25	0.16666667
gonepteryx_rhamni	TRINITY_DN11102_c0_g2(+)	rhamni.TRINITY_DN11102_c0_g2	NA	150	0	0	150	294	294	0	0	0	0	0.0	0.0	0.0	0.0	78	78	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN11126_c0_g1(+)	rhamni.TRINITY_DN11126_c0_g1	NA	165	0	0	165	318	317	0	0	0	1	0.0	0.0	0.00314465	0.00209643	70	70	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN11162_c0_g1(+)	rhamni.TRINITY_DN11162_c0_g1	NA	115	0	0	115	216	215	0	0	1	0	0.00462963	0.00462963	0.00231481	0.00308642	48	48	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN11382_c0_g1(+)	rhamni.TRINITY_DN11382_c0_g1	NA	78	0	0	78	146	146	0	0	0	0	0.0	0.0	0.0	0.0	30	29	1	0	0	0	0.03333333	0.0	0.01666667	0.01666667
gonepteryx_rhamni	TRINITY_DN11526_c0_g1(+)	rhamni.TRINITY_DN11526_c0_g1	NA	156	0	0	156	294	294	0	0	0	0	0.0	0.0	0.0	0.0	66	66	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN11557_c0_g1(+)	rhamni.TRINITY_DN11557_c0_g1	NA	101	0	0	101	197	197	0	0	0	0	0.0	0.0	0.0	0.0	45	44	0	1	0	0	0.0	0.02222222	0.01111111	0.01111111
gonepteryx_rhamni	TRINITY_DN11674_c0_g1(+)	rhamni.TRINITY_DN11674_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
gonepteryx_rhamni	TRINITY_DN11689_c0_g1(+)	rhamni.TRINITY_DN11689_c0_g1	NA	186	0	0	186	354	354	0	0	0	0	0.0	0.0	0.0	0.0	104	104	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN11744_c0_g1(-)	rhamni.TRINITY_DN11744_c0_g1	NA	28	0	0	28	52	52	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
