species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_AC_397	0_pi_AC_72	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_AC_397	4_pi_AC_72	4_pi_between	4_pi_total
aricia_cramera	TRINITY_DN7561_c0_g1(+)	cramera.TRINITY_DN7561_c0_g1	NA	263	0	0	263	504	504	0	0	0	0	0.0	0.0	0.0	0.0	140	139	1	0	0	0	0.00714286	0.0	0.00357143	0.00357143
aricia_cramera	TRINITY_DN7570_c0_g1(+)	cramera.TRINITY_DN7570_c0_g1	OG0001322	246	0	0	246	476	476	0	0	0	0	0.0	0.0	0.0	0.0	131	129	0	2	0	0	0.0	0.01526718	0.00763359	0.00763359
aricia_cramera	TRINITY_DN7596_c0_g1(+)	cramera.TRINITY_DN7596_c0_g1	NA	10	0	0	10	20	19	0	1	0	0	0.0	0.05	0.025	0.025	2	2	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7623_c0_g1(+)	cramera.TRINITY_DN7623_c0_g1	NA	18	0	0	18	34	34	0	0	0	0	0.0	0.0	0.0	0.0	6	5	0	0	0	1	0.0	0.0	0.16666667	0.11111111
aricia_cramera	TRINITY_DN7636_c0_g1(+)	cramera.TRINITY_DN7636_c0_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7722_c0_g1(-)	cramera.TRINITY_DN7722_c0_g1	NA	47	0	0	47	78	77	0	0	1	0	0.01282051	0.01282051	0.00641026	0.00854701	22	22	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7735_c0_g1(-)	cramera.TRINITY_DN7735_c0_g1	NA	16	0	0	16	29	28	0	0	1	0	0.03448276	0.03448276	0.01724138	0.02298851	7	7	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7779_c0_g1(-)	cramera.TRINITY_DN7779_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN7832_c0_g1(+)	cramera.TRINITY_DN7832_c0_g1	NA	571	0	0	571	1097	1097	0	0	0	0	0.0	0.0	0.0	0.0	236	236	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7840_c0_g1(+)	cramera.TRINITY_DN7840_c0_g1	NA	28	0	0	28	54	54	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7845_c0_g1(+)	cramera.TRINITY_DN7845_c0_g1	OG0001878	275	0	0	275	535	535	0	0	0	0	0.0	0.0	0.0	0.0	113	113	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7849_c0_g1(+)	cramera.TRINITY_DN7849_c0_g1	OG0001530	115	0	0	115	218	217	1	0	0	0	0.00458716	0.0	0.00229358	0.00229358	49	49	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7853_c0_g1(+)	cramera.TRINITY_DN7853_c0_g1	NA	10	0	0	10	19	19	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7880_c0_g1(+)	cramera.TRINITY_DN7880_c0_g1	NA	111	0	0	111	215	215	0	0	0	0	0.0	0.0	0.0	0.0	49	49	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7946_c0_g1(+)	cramera.TRINITY_DN7946_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN7951_c0_g1(+)	cramera.TRINITY_DN7951_c0_g1	OG0001795	329	0	0	329	647	647	0	0	0	0	0.0	0.0	0.0	0.0	101	99	1	1	0	0	0.00990099	0.00990099	0.00990099	0.00990099
aricia_cramera	TRINITY_DN7955_c0_g1(+)	cramera.TRINITY_DN7955_c0_g1	NA	154	0	0	154	308	308	0	0	0	0	0.0	0.0	0.0	0.0	76	76	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7975_c0_g1(+)	cramera.TRINITY_DN7975_c0_g1	NA	532	0	0	532	1044	1043	0	1	0	0	0.0	0.00095785	0.00047893	0.00047893	205	205	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7981_c0_g1(-)	cramera.TRINITY_DN7981_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7989_c0_g1(+)	cramera.TRINITY_DN7989_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN7992_c0_g1(-)	cramera.TRINITY_DN7992_c0_g1	NA	15	0	0	15	26	26	0	0	0	0	0.0	0.0	0.0	0.0	9	8	1	0	0	0	0.11111111	0.0	0.05555556	0.05555556
aricia_cramera	TRINITY_DN8001_c0_g1(+)	cramera.TRINITY_DN8001_c0_g1	NA	209	0	0	209	404	403	1	0	0	0	0.00247525	0.0	0.00123762	0.00123762	94	94	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8130_c0_g1(+)	cramera.TRINITY_DN8130_c0_g1	NA	149	0	0	149	285	285	0	0	0	0	0.0	0.0	0.0	0.0	54	54	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8139_c0_g1(+)	cramera.TRINITY_DN8139_c0_g1	NA	143	0	0	143	266	266	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8140_c0_g1(-)	cramera.TRINITY_DN8140_c0_g1	NA	8	0	1	7	11	10	0	0	1	0	0.09090909	0.09090909	0.04545455	0.06060606	5	5	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8150_c0_g1(+)	cramera.TRINITY_DN8150_c0_g1	NA	220	0	0	220	420	420	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8285_c0_g1(+)	cramera.TRINITY_DN8285_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN8327_c0_g1(+)	cramera.TRINITY_DN8327_c0_g1	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8421_c0_g1(+)	cramera.TRINITY_DN8421_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN8426_c0_g1(+)	cramera.TRINITY_DN8426_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8515_c0_g1(+)	cramera.TRINITY_DN8515_c0_g1	NA	102	0	0	102	193	193	0	0	0	0	0.0	0.0	0.0	0.0	53	53	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8559_c0_g1(+)	cramera.TRINITY_DN8559_c0_g1	OG0001903	274	0	0	274	530	530	0	0	0	0	0.0	0.0	0.0	0.0	111	110	1	0	0	0	0.00900901	0.0	0.0045045	0.0045045
aricia_cramera	TRINITY_DN8580_c0_g1(+)	cramera.TRINITY_DN8580_c0_g1	NA	17	0	0	17	33	33	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8581_c0_g1(+)	cramera.TRINITY_DN8581_c0_g1	NA	246	0	0	246	470	470	0	0	0	0	0.0	0.0	0.0	0.0	98	96	1	1	0	0	0.01020408	0.01020408	0.01020408	0.01020408
aricia_cramera	TRINITY_DN8667_c0_g1(+)	cramera.TRINITY_DN8667_c0_g1	NA	189	0	0	189	365	365	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8690_c0_g1(+)	cramera.TRINITY_DN8690_c0_g1	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN8700_c0_g1(+)	cramera.TRINITY_DN8700_c0_g1	OG0002377	191	0	0	191	366	366	0	0	0	0	0.0	0.0	0.0	0.0	97	97	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN8876_c0_g1(+)	cramera.TRINITY_DN8876_c0_g1	NA	92	0	0	92	178	177	0	1	0	0	0.0	0.00561798	0.00280899	0.00280899	34	33	0	1	0	0	0.0	0.02941176	0.01470588	0.01470588
aricia_cramera	TRINITY_DN8926_c0_g1(+)	cramera.TRINITY_DN8926_c0_g1	OG0001374	252	0	0	252	480	480	0	0	0	0	0.0	0.0	0.0	0.0	122	121	1	0	0	0	0.00819672	0.0	0.00409836	0.00409836
aricia_cramera	TRINITY_DN9162_c0_g1(+)	cramera.TRINITY_DN9162_c0_g1	OG0002279	532	0	0	532	1029	1029	0	0	0	0	0.0	0.0	0.0	0.0	241	240	0	0	1	0	0.00414938	0.00414938	0.00207469	0.00276625
aricia_cramera	TRINITY_DN9175_c0_g1(+)	cramera.TRINITY_DN9175_c0_g1	NA	89	0	0	89	172	172	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9198_c0_g1(+)	cramera.TRINITY_DN9198_c0_g1	OG0001273	139	0	0	139	275	275	0	0	0	0	0.0	0.0	0.0	0.0	55	54	0	0	1	0	0.01818182	0.01818182	0.00909091	0.01212121
aricia_cramera	TRINITY_DN9262_c0_g1(+)	cramera.TRINITY_DN9262_c0_g1	NA	123	0	0	123	229	229	0	0	0	0	0.0	0.0	0.0	0.0	61	60	0	0	1	0	0.01639344	0.01639344	0.00819672	0.01092896
aricia_cramera	TRINITY_DN9263_c0_g1(+)	cramera.TRINITY_DN9263_c0_g1	NA	290	0	0	290	574	574	0	0	0	0	0.0	0.0	0.0	0.0	91	90	1	0	0	0	0.01098901	0.0	0.00549451	0.00549451
aricia_cramera	TRINITY_DN9271_c0_g1(+)	cramera.TRINITY_DN9271_c0_g1	NA	322	0	0	322	618	618	0	0	0	0	0.0	0.0	0.0	0.0	116	116	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9284_c0_g1(+)	cramera.TRINITY_DN9284_c0_g1	NA	98	0	0	98	188	187	1	0	0	0	0.00531915	0.0	0.00265957	0.00265957	20	20	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9320_c0_g1(+)	cramera.TRINITY_DN9320_c0_g1	NA	94	0	0	94	186	186	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9325_c0_g1(+)	cramera.TRINITY_DN9325_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN9386_c0_g1(+)	cramera.TRINITY_DN9386_c0_g1	OG0002311	195	0	0	195	377	377	0	0	0	0	0.0	0.0	0.0	0.0	75	75	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9398_c0_g1(+)	cramera.TRINITY_DN9398_c0_g1	NA	190	0	1	189	374	374	0	0	0	0	0.0	0.0	0.0	0.0	62	62	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9417_c0_g1(+)	cramera.TRINITY_DN9417_c0_g1	OG0002035	106	0	0	106	206	204	1	1	0	0	0.00485437	0.00485437	0.00485437	0.00485437	40	40	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9418_c0_g1(+)	cramera.TRINITY_DN9418_c0_g1	NA	134	0	0	134	254	254	0	0	0	0	0.0	0.0	0.0	0.0	52	50	0	2	0	0	0.0	0.03846154	0.01923077	0.01923077
aricia_cramera	TRINITY_DN9426_c0_g1(+)	cramera.TRINITY_DN9426_c0_g1	NA	171	0	0	171	328	328	0	0	0	0	0.0	0.0	0.0	0.0	73	73	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9427_c0_g1(+)	cramera.TRINITY_DN9427_c0_g1	OG0002886	585	0	0	585	1128	1128	0	0	0	0	0.0	0.0	0.0	0.0	245	244	0	0	1	0	0.00408163	0.00408163	0.00204082	0.00272109
aricia_cramera	TRINITY_DN9439_c0_g1(+)	cramera.TRINITY_DN9439_c0_g1	NA	85	0	0	85	165	165	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9537_c0_g1(+)	cramera.TRINITY_DN9537_c0_g1	NA	145	0	0	145	284	284	0	0	0	0	0.0	0.0	0.0	0.0	56	55	0	0	0	1	0.0	0.0	0.01785714	0.01190476
aricia_cramera	TRINITY_DN9559_c0_g1(-)	cramera.TRINITY_DN9559_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN9568_c0_g1(+)	cramera.TRINITY_DN9568_c0_g1	NA	29	0	0	29	58	58	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9602_c0_g1(+)	cramera.TRINITY_DN9602_c0_g1	NA	92	0	0	92	180	180	0	0	0	0	0.0	0.0	0.0	0.0	33	33	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9604_c0_g1(-)	cramera.TRINITY_DN9604_c0_g1	NA	11	0	0	11	18	18	0	0	0	0	0.0	0.0	0.0	0.0	6	5	0	0	1	0	0.16666667	0.16666667	0.08333333	0.11111111
aricia_cramera	TRINITY_DN9610_c0_g1(+)	cramera.TRINITY_DN9610_c0_g1	NA	77	0	1	76	142	141	1	0	0	0	0.00704225	0.0	0.00352113	0.00352113	34	34	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9648_c0_g1(+)	cramera.TRINITY_DN9648_c0_g1	NA	168	0	0	168	320	320	0	0	0	0	0.0	0.0	0.0	0.0	72	72	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9668_c0_g1(+)	cramera.TRINITY_DN9668_c0_g1	NA	478	0	0	478	916	915	1	0	0	0	0.0010917	0.0	0.00054585	0.00054585	197	197	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN9675_c0_g1(+)	cramera.TRINITY_DN9675_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN9701_c0_g1(+)	cramera.TRINITY_DN9701_c0_g1	NA	233	0	0	233	445	445	0	0	0	0	0.0	0.0	0.0	0.0	87	87	0	0	0	0	0.0	0.0	0.0	0.0
