species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_PA_333	0_pi_PA_405	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_PA_333	4_pi_PA_405	4_pi_between	4_pi_total
pararge_aegeria	TRINITY_DN3889_c0_g1(+)	aegeria.TRINITY_DN3889_c0_g1	OG0001651	110	0	0	110	213	213	0	0	0	0	0.0	0.0	0.0	0.0	48	48	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN4053_c0_g2(-)	aegeria.TRINITY_DN4053_c0_g2	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN4256_c0_g1(-)	aegeria.TRINITY_DN4256_c0_g1	NA	25	0	0	25	49	49	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN4307_c0_g1(+)	aegeria.TRINITY_DN4307_c0_g1	NA	342	0	0	342	671	671	0	0	0	0	0.0	0.0	0.0	0.0	151	151	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN4843_c0_g1(-)	aegeria.TRINITY_DN4843_c0_g1	NA	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN5079_c0_g1(-)	aegeria.TRINITY_DN5079_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN5126_c0_g1(+)	aegeria.TRINITY_DN5126_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN5276_c0_g1(+)	aegeria.TRINITY_DN5276_c0_g1	NA	59	0	0	59	111	111	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN6145_c0_g1(+)	aegeria.TRINITY_DN6145_c0_g1	NA	21	0	0	21	45	45	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN7210_c0_g1(-)	aegeria.TRINITY_DN7210_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN7371_c0_g1(+)	aegeria.TRINITY_DN7371_c0_g1	NA	117	0	0	117	225	225	0	0	0	0	0.0	0.0	0.0	0.0	55	55	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN7685_c0_g1(+)	aegeria.TRINITY_DN7685_c0_g1	NA	83	0	0	83	157	157	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN8343_c0_g1(+)	aegeria.TRINITY_DN8343_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN8380_c0_g1(+)	aegeria.TRINITY_DN8380_c0_g1	NA	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN8742_c0_g1(+)	aegeria.TRINITY_DN8742_c0_g1	NA	48	1	1	46	61	58	2	0	1	0	0.04918033	0.01639344	0.02459016	0.0273224	16	12	0	2	2	0	0.125	0.25	0.125	0.14583333
pararge_aegeria	TRINITY_DN9148_c0_g1(-)	aegeria.TRINITY_DN9148_c0_g1	NA	4	0	0	4	6	6	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN9833_c0_g1(+)	aegeria.TRINITY_DN9833_c0_g1	NA	67	0	0	67	131	131	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN9863_c0_g1(+)	aegeria.TRINITY_DN9863_c0_g1	NA	237	0	0	237	455	455	0	0	0	0	0.0	0.0	0.0	0.0	96	96	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN10361_c0_g1(+)	aegeria.TRINITY_DN10361_c0_g1	NA	242	0	0	242	466	466	0	0	0	0	0.0	0.0	0.0	0.0	113	113	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN10372_c0_g1(+)	aegeria.TRINITY_DN10372_c0_g1	NA	27	0	0	27	50	50	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN10692_c0_g1(+)	aegeria.TRINITY_DN10692_c0_g1	NA	100	0	0	100	190	190	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN11419_c0_g1(+)	aegeria.TRINITY_DN11419_c0_g1	NA	26	0	0	26	50	50	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN11708_c0_g1(+)	aegeria.TRINITY_DN11708_c0_g1	OG0001374	252	0	0	252	476	476	0	0	0	0	0.0	0.0	0.0	0.0	116	116	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN11941_c0_g1(-)	aegeria.TRINITY_DN11941_c0_g1	NA	55	0	0	55	104	104	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN12069_c0_g1(+)	aegeria.TRINITY_DN12069_c0_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN12189_c0_g1(+)	aegeria.TRINITY_DN12189_c0_g1	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN12282_c0_g1(+)	aegeria.TRINITY_DN12282_c0_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN12434_c0_g1(+)	aegeria.TRINITY_DN12434_c0_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN12840_c0_g1(+)	aegeria.TRINITY_DN12840_c0_g1	NA	308	0	0	308	591	590	0	0	0	1	0.0	0.0	0.00169205	0.00112803	100	100	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN12851_c0_g1(+)	aegeria.TRINITY_DN12851_c0_g1	NA	19	0	0	19	34	31	3	0	0	0	0.08823529	0.0	0.04411765	0.04411765	3	3	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN12894_c0_g1(-)	aegeria.TRINITY_DN12894_c0_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN12921_c0_g1(-)	aegeria.TRINITY_DN12921_c0_g1	NA	1	0	0	1	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN13260_c0_g1(+)	aegeria.TRINITY_DN13260_c0_g1	NA	133	0	0	133	255	255	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN13588_c0_g1(-)	aegeria.TRINITY_DN13588_c0_g1	NA	63	0	0	63	121	121	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN13910_c0_g1(-)	aegeria.TRINITY_DN13910_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN13982_c0_g1(+)	aegeria.TRINITY_DN13982_c0_g1	NA	402	0	0	402	761	761	0	0	0	0	0.0	0.0	0.0	0.0	151	151	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN13991_c0_g2(+)	aegeria.TRINITY_DN13991_c0_g2	NA	9	0	0	9	18	18	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN14065_c0_g1(-)	aegeria.TRINITY_DN14065_c0_g1	NA	42	0	0	42	81	81	0	0	0	0	0.0	0.0	0.0	0.0	14	14	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN14234_c0_g1(+)	aegeria.TRINITY_DN14234_c0_g1	NA	180	0	0	180	338	338	0	0	0	0	0.0	0.0	0.0	0.0	74	73	0	1	0	0	0.0	0.01351351	0.00675676	0.00675676
pararge_aegeria	TRINITY_DN15021_c0_g1(-)	aegeria.TRINITY_DN15021_c0_g1	NA	21	0	0	21	42	42	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN15154_c0_g1(+)	aegeria.TRINITY_DN15154_c0_g1	OG0001270	175	0	0	175	329	329	0	0	0	0	0.0	0.0	0.0	0.0	66	65	0	1	0	0	0.0	0.01515152	0.00757576	0.00757576
pararge_aegeria	TRINITY_DN15429_c0_g1(+)	aegeria.TRINITY_DN15429_c0_g1	NA	132	0	0	132	255	255	0	0	0	0	0.0	0.0	0.0	0.0	64	64	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN15532_c0_g1(-)	aegeria.TRINITY_DN15532_c0_g1	NA	6	0	0	6	10	10	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN15637_c0_g1(+)	aegeria.TRINITY_DN15637_c0_g1	NA	246	0	0	246	472	472	0	0	0	0	0.0	0.0	0.0	0.0	118	118	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN15883_c0_g1(+)	aegeria.TRINITY_DN15883_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN15916_c0_g1(-)	aegeria.TRINITY_DN15916_c0_g1	NA	5	0	0	5	8	8	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN16006_c0_g1(+)	aegeria.TRINITY_DN16006_c0_g1	NA	82	0	0	82	153	153	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN16047_c0_g1(+)	aegeria.TRINITY_DN16047_c0_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN16203_c0_g1(+)	aegeria.TRINITY_DN16203_c0_g1	NA	170	0	0	170	331	331	0	0	0	0	0.0	0.0	0.0	0.0	66	65	0	1	0	0	0.0	0.01515152	0.00757576	0.00757576
pararge_aegeria	TRINITY_DN16385_c0_g1(+)	aegeria.TRINITY_DN16385_c0_g1	NA	43	0	0	43	83	83	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN16474_c0_g1(-)	aegeria.TRINITY_DN16474_c0_g1	NA	31	0	0	31	52	52	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN16570_c0_g1(+)	aegeria.TRINITY_DN16570_c0_g1	NA	53	0	0	53	104	104	0	0	0	0	0.0	0.0	0.0	0.0	23	23	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN16777_c0_g2(+)	aegeria.TRINITY_DN16777_c0_g2	NA	293	0	0	293	570	570	0	0	0	0	0.0	0.0	0.0	0.0	107	107	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN16783_c0_g1(+)	aegeria.TRINITY_DN16783_c0_g1	NA	296	0	0	296	572	571	0	0	1	0	0.00174825	0.00174825	0.00087413	0.0011655	172	171	0	0	1	0	0.00581395	0.00581395	0.00290698	0.00387597
pararge_aegeria	TRINITY_DN16860_c0_g1(+)	aegeria.TRINITY_DN16860_c0_g1	NA	214	0	0	214	414	414	0	0	0	0	0.0	0.0	0.0	0.0	87	86	0	0	0	1	0.0	0.0	0.01149425	0.00766283
pararge_aegeria	TRINITY_DN16981_c0_g1(+)	aegeria.TRINITY_DN16981_c0_g1	NA	93	0	0	93	182	182	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN16987_c0_g1(-)	aegeria.TRINITY_DN16987_c0_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN17242_c0_g1(+)	aegeria.TRINITY_DN17242_c0_g1	NA	215	0	0	215	414	414	0	0	0	0	0.0	0.0	0.0	0.0	87	87	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN17355_c0_g1(-)	aegeria.TRINITY_DN17355_c0_g1	NA	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN17369_c0_g1(+)	aegeria.TRINITY_DN17369_c0_g1	NA	76	0	0	76	144	144	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN17514_c0_g1(+)	aegeria.TRINITY_DN17514_c0_g1	NA	49	0	0	49	89	89	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN17539_c0_g1(+)	aegeria.TRINITY_DN17539_c0_g1	NA	107	0	0	107	210	210	0	0	0	0	0.0	0.0	0.0	0.0	53	53	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN17742_c0_g1(-)	aegeria.TRINITY_DN17742_c0_g1	NA	14	0	0	14	28	28	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN17841_c0_g1(+)	aegeria.TRINITY_DN17841_c0_g1	NA	515	0	0	515	978	977	0	1	0	0	0.0	0.00102249	0.00051125	0.00051125	194	194	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN17848_c0_g1(+)	aegeria.TRINITY_DN17848_c0_g1	NA	166	0	0	166	324	324	0	0	0	0	0.0	0.0	0.0	0.0	85	85	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN17853_c0_g2(+)	aegeria.TRINITY_DN17853_c0_g2	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN17918_c0_g1(+)	aegeria.TRINITY_DN17918_c0_g1	NA	266	0	0	266	508	508	0	0	0	0	0.0	0.0	0.0	0.0	104	104	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN18105_c0_g1(+)	aegeria.TRINITY_DN18105_c0_g1	NA	164	0	0	164	317	317	0	0	0	0	0.0	0.0	0.0	0.0	62	62	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN18108_c0_g1(+)	aegeria.TRINITY_DN18108_c0_g1	NA	143	0	0	143	275	275	0	0	0	0	0.0	0.0	0.0	0.0	54	52	2	0	0	0	0.03703704	0.0	0.01851852	0.01851852
pararge_aegeria	TRINITY_DN18222_c0_g1(+)	aegeria.TRINITY_DN18222_c0_g1	NA	103	0	0	103	184	183	0	1	0	0	0.0	0.00543478	0.00271739	0.00271739	49	49	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN18326_c0_g2(+)	aegeria.TRINITY_DN18326_c0_g2	NA	50	0	0	50	99	99	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN18335_c0_g2(+)	aegeria.TRINITY_DN18335_c0_g2	NA	11	0	0	11	20	20	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN18347_c0_g1(+)	aegeria.TRINITY_DN18347_c0_g1	OG0001511	252	0	0	252	495	494	0	1	0	0	0.0	0.0020202	0.0010101	0.0010101	108	108	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN18349_c0_g1(+)	aegeria.TRINITY_DN18349_c0_g1	NA	232	0	0	232	439	439	0	0	0	0	0.0	0.0	0.0	0.0	78	78	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN18861_c0_g1(-)	aegeria.TRINITY_DN18861_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN19175_c0_g1(+)	aegeria.TRINITY_DN19175_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN19187_c0_g1(+)	aegeria.TRINITY_DN19187_c0_g1	NA	37	0	0	37	69	68	1	0	0	0	0.01449275	0.0	0.00724638	0.00724638	13	12	0	0	1	0	0.07692308	0.07692308	0.03846154	0.05128205
pararge_aegeria	TRINITY_DN19415_c0_g1(+)	aegeria.TRINITY_DN19415_c0_g1	NA	146	0	0	146	282	282	0	0	0	0	0.0	0.0	0.0	0.0	60	60	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN19482_c0_g1(+)	aegeria.TRINITY_DN19482_c0_g1	NA	57	0	0	57	116	116	0	0	0	0	0.0	0.0	0.0	0.0	32	31	0	0	0	1	0.0	0.0	0.03125	0.02083333
pararge_aegeria	TRINITY_DN19509_c0_g1(+)	aegeria.TRINITY_DN19509_c0_g1	NA	79	0	0	79	155	155	0	0	0	0	0.0	0.0	0.0	0.0	31	30	0	0	0	1	0.0	0.0	0.03225806	0.02150537
pararge_aegeria	TRINITY_DN19611_c0_g1(+)	aegeria.TRINITY_DN19611_c0_g1	NA	130	0	0	130	245	245	0	0	0	0	0.0	0.0	0.0	0.0	68	68	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN19617_c0_g1(+)	aegeria.TRINITY_DN19617_c0_g1	NA	8	0	0	8	17	17	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN19657_c0_g1(+)	aegeria.TRINITY_DN19657_c0_g1	NA	140	0	0	140	267	267	0	0	0	0	0.0	0.0	0.0	0.0	68	68	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN19736_c0_g1(+)	aegeria.TRINITY_DN19736_c0_g1	OG0001271	118	0	0	118	223	223	0	0	0	0	0.0	0.0	0.0	0.0	44	43	1	0	0	0	0.02272727	0.0	0.01136364	0.01136364
pararge_aegeria	TRINITY_DN19749_c0_g1(+)	aegeria.TRINITY_DN19749_c0_g1	NA	125	0	0	125	240	239	0	1	0	0	0.0	0.00416667	0.00208333	0.00208333	48	48	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN19800_c0_g1(+)	aegeria.TRINITY_DN19800_c0_g1	NA	700	0	0	700	1331	1331	0	0	0	0	0.0	0.0	0.0	0.0	327	325	0	2	0	0	0.0	0.00611621	0.0030581	0.0030581
pararge_aegeria	TRINITY_DN19806_c0_g1(+)	aegeria.TRINITY_DN19806_c0_g1	NA	4	0	0	4	7	6	0	0	0	1	0.0	0.0	0.14285714	0.09523809	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN19972_c0_g1(+)	aegeria.TRINITY_DN19972_c0_g1	NA	23	0	0	23	48	48	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN20076_c0_g1(+)	aegeria.TRINITY_DN20076_c0_g1	NA	107	0	0	107	201	201	0	0	0	0	0.0	0.0	0.0	0.0	38	37	1	0	0	0	0.02631579	0.0	0.01315789	0.01315789
pararge_aegeria	TRINITY_DN20121_c0_g1(+)	aegeria.TRINITY_DN20121_c0_g1	NA	109	0	0	109	212	212	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN20346_c0_g1(+)	aegeria.TRINITY_DN20346_c0_g1	NA	183	0	0	183	360	360	0	0	0	0	0.0	0.0	0.0	0.0	80	80	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN20564_c0_g1(+)	aegeria.TRINITY_DN20564_c0_g1	NA	95	0	0	95	179	179	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN20581_c0_g1(-)	aegeria.TRINITY_DN20581_c0_g1	NA	202	0	0	202	377	375	2	0	0	0	0.00530504	0.0	0.00265252	0.00265252	97	97	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN20685_c0_g1(+)	aegeria.TRINITY_DN20685_c0_g1	NA	60	0	0	60	117	117	0	0	0	0	0.0	0.0	0.0	0.0	24	24	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN20978_c0_g1(+)	aegeria.TRINITY_DN20978_c0_g1	NA	118	0	0	118	228	228	0	0	0	0	0.0	0.0	0.0	0.0	51	51	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN21083_c0_g2(-)	aegeria.TRINITY_DN21083_c0_g2	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN21114_c0_g1(+)	aegeria.TRINITY_DN21114_c0_g1	NA	55	0	0	55	105	104	0	1	0	0	0.0	0.00952381	0.0047619	0.0047619	25	25	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN21122_c0_g1(+)	aegeria.TRINITY_DN21122_c0_g1	NA	53	0	0	53	103	103	0	0	0	0	0.0	0.0	0.0	0.0	16	14	1	0	1	0	0.125	0.0625	0.0625	0.07291667
pararge_aegeria	TRINITY_DN21174_c0_g1(+)	aegeria.TRINITY_DN21174_c0_g1	NA	82	0	0	82	158	158	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN21179_c0_g1(+)	aegeria.TRINITY_DN21179_c0_g1	NA	187	0	0	187	366	366	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN21190_c0_g1(+)	aegeria.TRINITY_DN21190_c0_g1	NA	59	0	0	59	109	109	0	0	0	0	0.0	0.0	0.0	0.0	21	19	1	0	0	1	0.04761905	0.0	0.07142857	0.05555555
pararge_aegeria	TRINITY_DN21204_c0_g1(+)	aegeria.TRINITY_DN21204_c0_g1	NA	20	0	0	20	37	37	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN21206_c0_g1(+)	aegeria.TRINITY_DN21206_c0_g1	OG0001292	120	0	0	120	233	233	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN21246_c0_g1(+)	aegeria.TRINITY_DN21246_c0_g1	NA	17	0	0	17	33	33	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
