species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_CC_279	0_pi_CC_380	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_CC_279	4_pi_CC_380	4_pi_between	4_pi_total
colias_crocea	TRINITY_DN6506_c0_g1(+)	crocea.TRINITY_DN6506_c0_g1	NA	20	0	1	19	35	35	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN6580_c0_g1(-)	crocea.TRINITY_DN6580_c0_g1	NA	35	0	0	35	67	67	0	0	0	0	0.0	0.0	0.0	0.0	14	12	2	0	0	0	0.14285714	0.0	0.07142857	0.07142857
colias_crocea	TRINITY_DN6624_c0_g1(+)	crocea.TRINITY_DN6624_c0_g1	NA	189	0	0	189	361	361	0	0	0	0	0.0	0.0	0.0	0.0	58	57	0	1	0	0	0.0	0.01724138	0.00862069	0.00862069
colias_crocea	TRINITY_DN6625_c0_g1(+)	crocea.TRINITY_DN6625_c0_g1	NA	105	0	0	105	205	205	0	0	0	0	0.0	0.0	0.0	0.0	36	36	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN6831_c0_g1(+)	crocea.TRINITY_DN6831_c0_g1	OG0001282	133	0	0	133	261	261	0	0	0	0	0.0	0.0	0.0	0.0	61	60	1	0	0	0	0.01639344	0.0	0.00819672	0.00819672
colias_crocea	TRINITY_DN6865_c0_g1(-)	crocea.TRINITY_DN6865_c0_g1	NA	104	0	0	104	198	198	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN6893_c0_g1(+)	crocea.TRINITY_DN6893_c0_g1	NA	116	0	0	116	222	222	0	0	0	0	0.0	0.0	0.0	0.0	50	50	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN6915_c0_g1(+)	crocea.TRINITY_DN6915_c0_g1	NA	60	0	0	60	120	120	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN6937_c0_g1(+)	crocea.TRINITY_DN6937_c0_g1	OG0001295	444	0	0	444	862	862	0	0	0	0	0.0	0.0	0.0	0.0	194	194	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7100_c0_g2(+)	crocea.TRINITY_DN7100_c0_g2	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7109_c0_g1(+)	crocea.TRINITY_DN7109_c0_g1	OG0003813	113	0	0	113	215	215	0	0	0	0	0.0	0.0	0.0	0.0	30	30	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7146_c0_g1(+)	crocea.TRINITY_DN7146_c0_g1	NA	50	0	1	49	86	84	0	2	0	0	0.0	0.02325581	0.01162791	0.01162791	10	10	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7171_c0_g1(+)	crocea.TRINITY_DN7171_c0_g1	NA	255	0	0	255	489	489	0	0	0	0	0.0	0.0	0.0	0.0	127	126	0	1	0	0	0.0	0.00787402	0.00393701	0.00393701
colias_crocea	TRINITY_DN7214_c0_g1(-)	crocea.TRINITY_DN7214_c0_g1	NA	8	0	0	8	16	16	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7326_c0_g1(+)	crocea.TRINITY_DN7326_c0_g1	NA	526	0	0	526	1009	1007	1	1	0	0	0.00099108	0.00099108	0.00099108	0.00099108	186	186	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7341_c0_g1(+)	crocea.TRINITY_DN7341_c0_g1	NA	1000	0	0	1000	1928	1928	0	0	0	0	0.0	0.0	0.0	0.0	465	463	1	1	0	0	0.00215054	0.00215054	0.00215054	0.00215054
colias_crocea	TRINITY_DN7350_c0_g1(+)	crocea.TRINITY_DN7350_c0_g1	NA	123	0	0	123	233	233	0	0	0	0	0.0	0.0	0.0	0.0	47	47	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7411_c0_g1(+)	crocea.TRINITY_DN7411_c0_g1	NA	207	0	0	207	413	413	0	0	0	0	0.0	0.0	0.0	0.0	81	81	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7420_c0_g1(+)	crocea.TRINITY_DN7420_c0_g1	NA	3	0	0	3	6	5	1	0	0	0	0.16666667	0.0	0.08333333	0.08333333	1	1	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7422_c0_g1(-)	crocea.TRINITY_DN7422_c0_g1	NA	51	0	0	51	95	95	0	0	0	0	0.0	0.0	0.0	0.0	26	25	0	1	0	0	0.0	0.03846154	0.01923077	0.01923077
colias_crocea	TRINITY_DN7434_c0_g1(+)	crocea.TRINITY_DN7434_c0_g1	NA	136	0	0	136	263	262	0	1	0	0	0.0	0.00380228	0.00190114	0.00190114	46	46	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7472_c0_g1(+)	crocea.TRINITY_DN7472_c0_g1	NA	308	0	0	308	597	597	0	0	0	0	0.0	0.0	0.0	0.0	116	116	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7695_c0_g1(+)	crocea.TRINITY_DN7695_c0_g1	NA	157	0	0	157	306	306	0	0	0	0	0.0	0.0	0.0	0.0	69	69	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7814_c0_g1(+)	crocea.TRINITY_DN7814_c0_g1	NA	8	0	0	8	14	13	0	0	1	0	0.07142857	0.07142857	0.03571429	0.04761905	2	2	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7888_c0_g1(+)	crocea.TRINITY_DN7888_c0_g1	NA	94	0	0	94	184	184	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7908_c0_g1(+)	crocea.TRINITY_DN7908_c0_g1	NA	148	0	0	148	282	282	0	0	0	0	0.0	0.0	0.0	0.0	98	93	0	5	0	0	0.0	0.05102041	0.0255102	0.0255102
colias_crocea	TRINITY_DN7942_c0_g1(+)	crocea.TRINITY_DN7942_c0_g1	NA	152	0	0	152	299	298	1	0	0	0	0.00334448	0.0	0.00167224	0.00167224	43	43	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7960_c0_g1(+)	crocea.TRINITY_DN7960_c0_g1	NA	33	0	0	33	61	61	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7977_c0_g1(+)	crocea.TRINITY_DN7977_c0_g1	NA	215	0	0	215	408	407	1	0	0	0	0.00245098	0.0	0.00122549	0.00122549	69	69	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN7995_c0_g1(+)	crocea.TRINITY_DN7995_c0_g1	NA	294	0	0	294	575	575	0	0	0	0	0.0	0.0	0.0	0.0	116	116	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8016_c0_g1(+)	crocea.TRINITY_DN8016_c0_g1	NA	73	0	0	73	137	137	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8039_c0_g1(+)	crocea.TRINITY_DN8039_c0_g1	NA	355	0	0	355	679	679	0	0	0	0	0.0	0.0	0.0	0.0	105	104	0	1	0	0	0.0	0.00952381	0.0047619	0.0047619
colias_crocea	TRINITY_DN8047_c0_g1(+)	crocea.TRINITY_DN8047_c0_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8050_c0_g1(+)	crocea.TRINITY_DN8050_c0_g1	OG0001268	174	0	0	174	330	330	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8123_c0_g1(+)	crocea.TRINITY_DN8123_c0_g1	NA	124	0	0	124	230	230	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8171_c0_g1(+)	crocea.TRINITY_DN8171_c0_g1	NA	132	0	0	132	253	253	0	0	0	0	0.0	0.0	0.0	0.0	59	59	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8240_c0_g1(+)	crocea.TRINITY_DN8240_c0_g1	NA	69	0	0	69	133	133	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8320_c0_g1(+)	crocea.TRINITY_DN8320_c0_g1	NA	506	0	0	506	976	975	0	1	0	0	0.0	0.00102459	0.0005123	0.0005123	243	243	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8327_c0_g1(+)	crocea.TRINITY_DN8327_c0_g1	NA	25	0	1	24	45	45	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8354_c0_g1(+)	crocea.TRINITY_DN8354_c0_g1	OG0002371	224	0	0	224	426	426	0	0	0	0	0.0	0.0	0.0	0.0	92	92	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8366_c0_g1(+)	crocea.TRINITY_DN8366_c0_g1	NA	8	0	0	8	15	15	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8366_c0_g2(-)	crocea.TRINITY_DN8366_c0_g2	NA	10	0	0	10	20	20	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8376_c0_g1(-)	crocea.TRINITY_DN8376_c0_g1	NA	4	1	0	3	4	3	0	0	1	0	0.25	0.25	0.125	0.16666667	0	0	0	0	0	0	NA	NA	NA	NA
colias_crocea	TRINITY_DN8422_c0_g1(+)	crocea.TRINITY_DN8422_c0_g1	NA	9	0	0	9	17	17	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8427_c0_g1(+)	crocea.TRINITY_DN8427_c0_g1	NA	142	0	0	142	268	268	0	0	0	0	0.0	0.0	0.0	0.0	72	71	1	0	0	0	0.01388889	0.0	0.00694444	0.00694444
colias_crocea	TRINITY_DN8507_c0_g1(+)	crocea.TRINITY_DN8507_c0_g1	OG0002452	272	0	0	272	530	530	0	0	0	0	0.0	0.0	0.0	0.0	155	155	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8531_c0_g1(+)	crocea.TRINITY_DN8531_c0_g1	NA	161	0	0	161	304	303	1	0	0	0	0.00328947	0.0	0.00164474	0.00164474	49	49	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8563_c0_g1(+)	crocea.TRINITY_DN8563_c0_g1	NA	140	0	0	140	264	264	0	0	0	0	0.0	0.0	0.0	0.0	64	62	0	2	0	0	0.0	0.03125	0.015625	0.015625
colias_crocea	TRINITY_DN8574_c0_g1(+)	crocea.TRINITY_DN8574_c0_g1	NA	123	0	0	123	231	231	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8591_c0_g1(+)	crocea.TRINITY_DN8591_c0_g1	NA	121	0	0	121	239	239	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8769_c0_g1(+)	crocea.TRINITY_DN8769_c0_g1	NA	306	0	0	306	571	571	0	0	0	0	0.0	0.0	0.0	0.0	163	163	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8807_c0_g1(+)	crocea.TRINITY_DN8807_c0_g1	NA	205	0	0	205	396	396	0	0	0	0	0.0	0.0	0.0	0.0	93	92	0	0	1	0	0.01075269	0.01075269	0.00537634	0.00716846
colias_crocea	TRINITY_DN8858_c0_g1(+)	crocea.TRINITY_DN8858_c0_g1	OG0001271	118	0	0	118	223	223	0	0	0	0	0.0	0.0	0.0	0.0	42	42	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN8899_c0_g1(+)	crocea.TRINITY_DN8899_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
colias_crocea	TRINITY_DN8949_c0_g1(+)	crocea.TRINITY_DN8949_c0_g1	NA	235	0	0	235	457	457	0	0	0	0	0.0	0.0	0.0	0.0	94	93	0	0	1	0	0.0106383	0.0106383	0.00531915	0.0070922
colias_crocea	TRINITY_DN9038_c0_g1(+)	crocea.TRINITY_DN9038_c0_g1	NA	113	0	0	113	211	211	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9145_c0_g1(+)	crocea.TRINITY_DN9145_c0_g1	OG0003550	239	0	0	239	470	470	0	0	0	0	0.0	0.0	0.0	0.0	74	74	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9184_c0_g1(+)	crocea.TRINITY_DN9184_c0_g1	NA	92	0	0	92	180	180	0	0	0	0	0.0	0.0	0.0	0.0	32	32	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9190_c0_g1(+)	crocea.TRINITY_DN9190_c0_g1	NA	65	0	0	65	119	119	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9224_c0_g1(+)	crocea.TRINITY_DN9224_c0_g1	NA	163	0	2	161	302	300	0	1	0	1	0.0	0.00331126	0.00496689	0.00386314	67	65	0	2	0	0	0.0	0.02985075	0.01492537	0.01492537
colias_crocea	TRINITY_DN9344_c0_g1(+)	crocea.TRINITY_DN9344_c0_g1	NA	395	0	0	395	753	752	0	0	1	0	0.00132802	0.00132802	0.00066401	0.00088535	167	167	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9345_c0_g1(+)	crocea.TRINITY_DN9345_c0_g1	NA	130	0	0	130	252	252	0	0	0	0	0.0	0.0	0.0	0.0	54	53	0	1	0	0	0.0	0.01851852	0.00925926	0.00925926
colias_crocea	TRINITY_DN9346_c0_g1(+)	crocea.TRINITY_DN9346_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
colias_crocea	TRINITY_DN9409_c0_g1(+)	crocea.TRINITY_DN9409_c0_g1	NA	233	0	0	233	454	454	0	0	0	0	0.0	0.0	0.0	0.0	83	83	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9447_c0_g1(+)	crocea.TRINITY_DN9447_c0_g1	OG0001313	152	0	0	152	291	291	0	0	0	0	0.0	0.0	0.0	0.0	68	67	0	1	0	0	0.0	0.01470588	0.00735294	0.00735294
colias_crocea	TRINITY_DN9553_c0_g1(+)	crocea.TRINITY_DN9553_c0_g1	NA	264	0	0	264	504	504	0	0	0	0	0.0	0.0	0.0	0.0	131	131	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9561_c0_g1(+)	crocea.TRINITY_DN9561_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9569_c0_g1(+)	crocea.TRINITY_DN9569_c0_g1	OG0001339	243	0	0	243	453	453	0	0	0	0	0.0	0.0	0.0	0.0	106	105	0	1	0	0	0.0	0.00943396	0.00471698	0.00471698
colias_crocea	TRINITY_DN9573_c0_g1(+)	crocea.TRINITY_DN9573_c0_g1	OG0003443	377	0	1	376	729	727	2	0	0	0	0.00274348	0.0	0.00137174	0.00137174	120	120	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9581_c0_g1(+)	crocea.TRINITY_DN9581_c0_g1	OG0002181	206	0	0	206	407	407	0	0	0	0	0.0	0.0	0.0	0.0	95	95	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9582_c0_g1(+)	crocea.TRINITY_DN9582_c0_g1	NA	76	0	0	76	142	142	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN9590_c0_g1(+)	crocea.TRINITY_DN9590_c0_g1	NA	414	0	0	414	806	806	0	0	0	0	0.0	0.0	0.0	0.0	131	130	0	1	0	0	0.0	0.00763359	0.00381679	0.00381679
colias_crocea	TRINITY_DN9599_c0_g1(+)	crocea.TRINITY_DN9599_c0_g1	NA	179	0	0	179	348	348	0	0	0	0	0.0	0.0	0.0	0.0	77	77	0	0	0	0	0.0	0.0	0.0	0.0
