species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_MD_GA08J	0_pi_MD_GA08K	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_MD_GA08J	4_pi_MD_GA08K	4_pi_between	4_pi_total
melitaea_didyma	TRINITY_DN2997_c0_g1(+)	didyma.TRINITY_DN2997_c0_g1	NA	138	0	0	138	266	266	0	0	0	0	0.0	0.0	0.0	0.0	58	58	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN3001_c0_g1(+)	didyma.TRINITY_DN3001_c0_g1	NA	93	0	0	93	179	179	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN3208_c0_g1(+)	didyma.TRINITY_DN3208_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_didyma	TRINITY_DN3259_c0_g1(+)	didyma.TRINITY_DN3259_c0_g1	NA	11	0	0	11	21	21	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN3350_c0_g1(-)	didyma.TRINITY_DN3350_c0_g1	NA	3	0	0	3	7	7	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_didyma	TRINITY_DN3371_c0_g1(+)	didyma.TRINITY_DN3371_c0_g1	OG0001292	13	0	0	13	25	25	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN3526_c0_g1(+)	didyma.TRINITY_DN3526_c0_g1	OG0001922	6	0	0	6	10	10	0	0	0	0	0.0	0.0	0.0	0.0	2	1	0	1	0	0	0.0	0.5	0.25	0.25
melitaea_didyma	TRINITY_DN3623_c0_g1(+)	didyma.TRINITY_DN3623_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_didyma	TRINITY_DN3755_c0_g1(-)	didyma.TRINITY_DN3755_c0_g1	NA	15	0	0	15	28	28	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN3761_c0_g1(+)	didyma.TRINITY_DN3761_c0_g1	NA	36	0	0	36	67	67	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN3937_c0_g1(+)	didyma.TRINITY_DN3937_c0_g1	OG0001296	160	0	0	160	310	310	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4050_c0_g1(-)	didyma.TRINITY_DN4050_c0_g1	NA	41	0	0	41	75	74	0	1	0	0	0.0	0.01333333	0.00666667	0.00666667	14	14	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4067_c0_g1(+)	didyma.TRINITY_DN4067_c0_g1	NA	89	0	0	89	168	168	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4130_c0_g1(+)	didyma.TRINITY_DN4130_c0_g1	NA	101	0	0	101	194	194	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4131_c0_g1(+)	didyma.TRINITY_DN4131_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4146_c0_g1(-)	didyma.TRINITY_DN4146_c0_g1	NA	229	0	0	229	448	448	0	0	0	0	0.0	0.0	0.0	0.0	95	95	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4208_c0_g1(+)	didyma.TRINITY_DN4208_c0_g1	NA	18	0	0	18	36	36	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4223_c0_g1(+)	didyma.TRINITY_DN4223_c0_g1	NA	52	0	0	52	99	99	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4228_c0_g1(-)	didyma.TRINITY_DN4228_c0_g1	NA	130	0	0	130	257	257	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4243_c0_g1(+)	didyma.TRINITY_DN4243_c0_g1	NA	84	0	0	84	166	166	0	0	0	0	0.0	0.0	0.0	0.0	30	30	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4362_c0_g1(+)	didyma.TRINITY_DN4362_c0_g1	NA	69	0	0	69	138	138	0	0	0	0	0.0	0.0	0.0	0.0	24	24	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4389_c0_g1(+)	didyma.TRINITY_DN4389_c0_g1	NA	60	0	0	60	115	115	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4444_c0_g1(+)	didyma.TRINITY_DN4444_c0_g1	OG0001896	17	0	0	17	29	29	0	0	0	0	0.0	0.0	0.0	0.0	11	10	1	0	0	0	0.09090909	0.0	0.04545455	0.04545455
melitaea_didyma	TRINITY_DN4471_c0_g1(+)	didyma.TRINITY_DN4471_c0_g1	OG0001814	99	0	0	99	183	182	1	0	0	0	0.00546448	0.0	0.00273224	0.00273224	36	36	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4533_c0_g1(-)	didyma.TRINITY_DN4533_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_didyma	TRINITY_DN4552_c0_g1(+)	didyma.TRINITY_DN4552_c0_g1	NA	42	0	0	42	82	82	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4575_c0_g1(-)	didyma.TRINITY_DN4575_c0_g1	NA	8	0	0	8	16	16	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4596_c0_g1(+)	didyma.TRINITY_DN4596_c0_g1	NA	21	0	0	21	39	38	1	0	0	0	0.02564103	0.0	0.01282051	0.01282051	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN4840_c0_g1(+)	didyma.TRINITY_DN4840_c0_g1	NA	99	0	0	99	197	197	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5217_c0_g1(+)	didyma.TRINITY_DN5217_c0_g1	NA	25	0	0	25	47	47	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5269_c0_g1(-)	didyma.TRINITY_DN5269_c0_g1	NA	26	0	0	26	52	52	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5358_c0_g1(+)	didyma.TRINITY_DN5358_c0_g1	NA	43	0	0	43	83	83	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5502_c0_g1(+)	didyma.TRINITY_DN5502_c0_g1	NA	25	0	0	25	48	48	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5506_c0_g1(+)	didyma.TRINITY_DN5506_c0_g1	NA	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5662_c0_g1(+)	didyma.TRINITY_DN5662_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_didyma	TRINITY_DN5734_c0_g1(+)	didyma.TRINITY_DN5734_c0_g1	OG0001651	62	0	0	62	118	118	0	0	0	0	0.0	0.0	0.0	0.0	25	23	1	1	0	0	0.04	0.04	0.04	0.04
melitaea_didyma	TRINITY_DN5794_c0_g1(-)	didyma.TRINITY_DN5794_c0_g1	NA	206	0	0	206	392	391	1	0	0	0	0.00255102	0.0	0.00127551	0.00127551	96	96	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5796_c0_g1(+)	didyma.TRINITY_DN5796_c0_g1	NA	89	0	0	89	166	165	0	1	0	0	0.0	0.0060241	0.00301205	0.00301205	26	25	0	0	1	0	0.03846154	0.03846154	0.01923077	0.02564103
melitaea_didyma	TRINITY_DN5800_c0_g1(+)	didyma.TRINITY_DN5800_c0_g1	NA	103	0	0	103	198	198	0	0	0	0	0.0	0.0	0.0	0.0	47	47	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5802_c0_g1(+)	didyma.TRINITY_DN5802_c0_g1	OG0001396	144	0	0	144	271	271	0	0	0	0	0.0	0.0	0.0	0.0	57	56	1	0	0	0	0.01754386	0.0	0.00877193	0.00877193
melitaea_didyma	TRINITY_DN5812_c0_g1(+)	didyma.TRINITY_DN5812_c0_g1	NA	59	0	0	59	106	106	0	0	0	0	0.0	0.0	0.0	0.0	24	22	0	1	0	1	0.0	0.04166667	0.0625	0.04861111
melitaea_didyma	TRINITY_DN5817_c0_g1(+)	didyma.TRINITY_DN5817_c0_g1	OG0001868	65	0	0	65	123	123	0	0	0	0	0.0	0.0	0.0	0.0	24	24	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5833_c0_g1(+)	didyma.TRINITY_DN5833_c0_g1	NA	55	0	0	55	98	98	0	0	0	0	0.0	0.0	0.0	0.0	14	13	0	1	0	0	0.0	0.07142857	0.03571429	0.03571429
melitaea_didyma	TRINITY_DN5883_c0_g1(+)	didyma.TRINITY_DN5883_c0_g1	NA	127	0	0	127	243	243	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5910_c0_g1(-)	didyma.TRINITY_DN5910_c0_g1	NA	9	0	0	9	17	17	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5911_c0_g1(+)	didyma.TRINITY_DN5911_c0_g1	NA	21	0	0	21	38	38	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5930_c0_g1(+)	didyma.TRINITY_DN5930_c0_g1	NA	70	0	0	70	133	133	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN5958_c0_g1(-)	didyma.TRINITY_DN5958_c0_g1	NA	35	0	0	35	67	66	0	0	1	0	0.01492537	0.01492537	0.00746269	0.00995025	20	20	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6004_c0_g1(+)	didyma.TRINITY_DN6004_c0_g1	NA	17	0	0	17	32	32	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6007_c0_g1(+)	didyma.TRINITY_DN6007_c0_g1	OG0002588	135	0	0	135	250	249	1	0	0	0	0.004	0.0	0.002	0.002	45	44	0	1	0	0	0.0	0.02222222	0.01111111	0.01111111
melitaea_didyma	TRINITY_DN6024_c0_g1(+)	didyma.TRINITY_DN6024_c0_g1	NA	16	0	0	16	29	29	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6050_c0_g1(-)	didyma.TRINITY_DN6050_c0_g1	NA	19	0	0	19	37	37	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6110_c0_g1(+)	didyma.TRINITY_DN6110_c0_g1	NA	37	0	0	37	71	71	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6111_c0_g1(+)	didyma.TRINITY_DN6111_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6117_c0_g1(+)	didyma.TRINITY_DN6117_c0_g1	NA	21	0	0	21	42	41	0	1	0	0	0.0	0.02380952	0.01190476	0.01190476	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6130_c0_g1(+)	didyma.TRINITY_DN6130_c0_g1	NA	18	0	1	17	35	35	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6152_c0_g1(+)	didyma.TRINITY_DN6152_c0_g1	NA	20	0	0	20	41	41	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6156_c0_g1(-)	didyma.TRINITY_DN6156_c0_g1	NA	53	0	0	53	101	99	0	2	0	0	0.0	0.01980198	0.00990099	0.00990099	26	26	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6232_c0_g1(-)	didyma.TRINITY_DN6232_c0_g1	NA	74	0	0	74	144	144	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6254_c0_g1(+)	didyma.TRINITY_DN6254_c0_g1	NA	107	0	0	107	209	209	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6265_c0_g1(-)	didyma.TRINITY_DN6265_c0_g1	NA	18	0	0	18	33	33	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6327_c0_g1(+)	didyma.TRINITY_DN6327_c0_g1	NA	67	0	0	67	130	130	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6338_c0_g1(-)	didyma.TRINITY_DN6338_c0_g1	NA	113	0	0	113	214	214	0	0	0	0	0.0	0.0	0.0	0.0	51	51	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6353_c0_g1(+)	didyma.TRINITY_DN6353_c0_g1	NA	107	0	0	107	211	211	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6359_c0_g1(+)	didyma.TRINITY_DN6359_c0_g1	NA	18	0	0	18	34	34	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6436_c0_g1(-)	didyma.TRINITY_DN6436_c0_g1	OG0002311	42	0	0	42	83	83	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6442_c0_g1(+)	didyma.TRINITY_DN6442_c0_g1	OG0002294	69	0	0	69	133	133	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6462_c0_g1(+)	didyma.TRINITY_DN6462_c0_g1	NA	86	0	0	86	166	166	0	0	0	0	0.0	0.0	0.0	0.0	33	33	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6468_c0_g1(+)	didyma.TRINITY_DN6468_c0_g1	OG0001513	60	0	0	60	115	115	0	0	0	0	0.0	0.0	0.0	0.0	32	32	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_didyma	TRINITY_DN6480_c0_g1(+)	didyma.TRINITY_DN6480_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_didyma	TRINITY_DN6508_c0_g1(-)	didyma.TRINITY_DN6508_c0_g1	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
