species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_SSp_30	0_pi_SSp_67	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_SSp_30	4_pi_SSp_67	4_pi_between	4_pi_total
satyrium_spini	TRINITY_DN3542_c0_g1(+)	spini.TRINITY_DN3542_c0_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN3569_c0_g1(+)	spini.TRINITY_DN3569_c0_g1	NA	60	0	0	60	111	111	0	0	0	0	0.0	0.0	0.0	0.0	20	20	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN3903_c0_g1(-)	spini.TRINITY_DN3903_c0_g1	NA	13	0	0	13	25	25	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN4346_c0_g1(-)	spini.TRINITY_DN4346_c0_g1	NA	51	0	0	51	99	98	1	0	0	0	0.01010101	0.0	0.00505051	0.00505051	19	19	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN4508_c0_g1(+)	spini.TRINITY_DN4508_c0_g1	NA	154	0	0	154	308	308	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN4575_c0_g1(+)	spini.TRINITY_DN4575_c0_g1	NA	123	0	0	123	226	226	0	0	0	0	0.0	0.0	0.0	0.0	45	44	1	0	0	0	0.02222222	0.0	0.01111111	0.01111111
satyrium_spini	TRINITY_DN5277_c0_g1(+)	spini.TRINITY_DN5277_c0_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN5633_c0_g1(+)	spini.TRINITY_DN5633_c0_g1	NA	266	0	0	266	511	511	0	0	0	0	0.0	0.0	0.0	0.0	87	86	1	0	0	0	0.01149425	0.0	0.00574713	0.00574713
satyrium_spini	TRINITY_DN5638_c0_g1(+)	spini.TRINITY_DN5638_c0_g1	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN5650_c0_g1(+)	spini.TRINITY_DN5650_c0_g1	NA	9	0	0	9	18	18	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN5670_c0_g1(+)	spini.TRINITY_DN5670_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN5686_c0_g1(+)	spini.TRINITY_DN5686_c0_g1	OG0001273	139	0	0	139	277	277	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN6025_c0_g1(+)	spini.TRINITY_DN6025_c0_g1	NA	6	0	0	6	10	9	0	0	1	0	0.1	0.1	0.05	0.06666667	3	3	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN6576_c0_g1(+)	spini.TRINITY_DN6576_c0_g1	NA	84	0	0	84	161	161	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN7102_c0_g2(+)	spini.TRINITY_DN7102_c0_g2	NA	397	0	0	397	766	766	0	0	0	0	0.0	0.0	0.0	0.0	159	159	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN7115_c0_g2(+)	spini.TRINITY_DN7115_c0_g2	NA	326	0	0	326	640	640	0	0	0	0	0.0	0.0	0.0	0.0	123	123	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN7116_c0_g1(+)	spini.TRINITY_DN7116_c0_g1	NA	23	0	0	23	41	40	0	1	0	0	0.0	0.02439024	0.01219512	0.01219512	7	7	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN7151_c0_g1(+)	spini.TRINITY_DN7151_c0_g1	NA	517	0	0	517	990	990	0	0	0	0	0.0	0.0	0.0	0.0	274	274	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN7193_c0_g1(+)	spini.TRINITY_DN7193_c0_g1	NA	3	0	0	3	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
satyrium_spini	TRINITY_DN7783_c0_g1(+)	spini.TRINITY_DN7783_c0_g1	NA	10	0	0	10	14	14	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN7867_c0_g1(+)	spini.TRINITY_DN7867_c0_g1	NA	18	0	0	18	37	36	0	0	1	0	0.02702703	0.02702703	0.01351351	0.01801802	3	3	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN8503_c0_g1(+)	spini.TRINITY_DN8503_c0_g1	NA	146	0	1	145	281	280	1	0	0	0	0.00355872	0.0	0.00177936	0.00177936	51	51	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN8508_c0_g1(+)	spini.TRINITY_DN8508_c0_g1	NA	309	0	0	309	602	602	0	0	0	0	0.0	0.0	0.0	0.0	158	158	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN8652_c0_g1(+)	spini.TRINITY_DN8652_c0_g1	NA	7	0	0	7	15	15	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN8997_c0_g1(-)	spini.TRINITY_DN8997_c0_g1	NA	6	0	0	6	10	10	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN9056_c0_g1(+)	spini.TRINITY_DN9056_c0_g1	NA	359	0	0	359	680	680	0	0	0	0	0.0	0.0	0.0	0.0	133	132	0	1	0	0	0.0	0.0075188	0.0037594	0.0037594
satyrium_spini	TRINITY_DN9072_c0_g1(+)	spini.TRINITY_DN9072_c0_g1	NA	203	0	0	203	396	395	1	0	0	0	0.00252525	0.0	0.00126263	0.00126263	74	74	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN9116_c0_g1(+)	spini.TRINITY_DN9116_c0_g1	NA	157	0	0	157	316	316	0	0	0	0	0.0	0.0	0.0	0.0	55	55	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN9411_c0_g1(+)	spini.TRINITY_DN9411_c0_g1	NA	116	0	0	116	220	220	0	0	0	0	0.0	0.0	0.0	0.0	41	40	0	1	0	0	0.0	0.02439024	0.01219512	0.01219512
satyrium_spini	TRINITY_DN9463_c0_g1(+)	spini.TRINITY_DN9463_c0_g1	NA	253	0	0	253	490	490	0	0	0	0	0.0	0.0	0.0	0.0	102	102	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN9682_c0_g1(+)	spini.TRINITY_DN9682_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
satyrium_spini	TRINITY_DN9730_c0_g1(+)	spini.TRINITY_DN9730_c0_g1	NA	125	0	0	125	240	240	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10009_c0_g1(+)	spini.TRINITY_DN10009_c0_g1	NA	31	0	0	31	60	60	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10017_c0_g1(+)	spini.TRINITY_DN10017_c0_g1	NA	224	0	0	224	433	433	0	0	0	0	0.0	0.0	0.0	0.0	91	91	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10113_c0_g1(+)	spini.TRINITY_DN10113_c0_g1	NA	90	0	0	90	175	175	0	0	0	0	0.0	0.0	0.0	0.0	30	30	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10137_c0_g1(-)	spini.TRINITY_DN10137_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
satyrium_spini	TRINITY_DN10207_c0_g1(+)	spini.TRINITY_DN10207_c0_g1	NA	91	0	0	91	180	180	0	0	0	0	0.0	0.0	0.0	0.0	30	30	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10380_c0_g1(+)	spini.TRINITY_DN10380_c0_g1	NA	28	0	0	28	54	54	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10479_c0_g1(-)	spini.TRINITY_DN10479_c0_g1	NA	23	0	0	23	43	40	0	0	3	0	0.06976744	0.06976744	0.03488372	0.04651163	10	10	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10547_c0_g1(+)	spini.TRINITY_DN10547_c0_g1	NA	66	0	0	66	125	123	1	0	1	0	0.016	0.008	0.008	0.00933333	33	33	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10688_c0_g1(+)	spini.TRINITY_DN10688_c0_g1	NA	17	0	0	17	27	25	1	0	1	0	0.07407407	0.03703704	0.03703704	0.04320988	5	4	0	0	1	0	0.2	0.2	0.1	0.13333333
satyrium_spini	TRINITY_DN10890_c0_g1(+)	spini.TRINITY_DN10890_c0_g1	NA	119	0	0	119	231	231	0	0	0	0	0.0	0.0	0.0	0.0	49	49	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10944_c0_g1(+)	spini.TRINITY_DN10944_c0_g1	NA	96	0	0	96	184	183	0	0	0	1	0.0	0.0	0.00543478	0.00362319	47	47	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10956_c0_g1(+)	spini.TRINITY_DN10956_c0_g1	NA	10	0	0	10	20	20	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10969_c0_g1(-)	spini.TRINITY_DN10969_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN10999_c0_g1(+)	spini.TRINITY_DN10999_c0_g1	NA	208	0	0	208	384	384	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11034_c0_g1(+)	spini.TRINITY_DN11034_c0_g1	NA	307	0	0	307	581	581	0	0	0	0	0.0	0.0	0.0	0.0	111	111	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11044_c0_g1(+)	spini.TRINITY_DN11044_c0_g1	NA	361	0	0	361	683	683	0	0	0	0	0.0	0.0	0.0	0.0	152	152	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11045_c0_g1(+)	spini.TRINITY_DN11045_c0_g1	NA	170	0	0	170	324	324	0	0	0	0	0.0	0.0	0.0	0.0	77	76	1	0	0	0	0.01298701	0.0	0.00649351	0.00649351
satyrium_spini	TRINITY_DN11088_c0_g1(+)	spini.TRINITY_DN11088_c0_g1	NA	256	0	0	256	499	499	0	0	0	0	0.0	0.0	0.0	0.0	110	109	0	0	1	0	0.00909091	0.00909091	0.00454545	0.0060606
satyrium_spini	TRINITY_DN11118_c0_g1(+)	spini.TRINITY_DN11118_c0_g1	NA	166	0	0	166	321	321	0	0	0	0	0.0	0.0	0.0	0.0	82	80	0	0	2	0	0.02439024	0.02439024	0.01219512	0.01626016
satyrium_spini	TRINITY_DN11120_c0_g1(+)	spini.TRINITY_DN11120_c0_g1	NA	19	0	0	19	36	35	0	1	0	0	0.0	0.02777778	0.01388889	0.01388889	2	2	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11128_c0_g1(-)	spini.TRINITY_DN11128_c0_g1	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11139_c0_g1(+)	spini.TRINITY_DN11139_c0_g1	NA	129	0	0	129	248	248	0	0	0	0	0.0	0.0	0.0	0.0	64	64	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11358_c0_g1(+)	spini.TRINITY_DN11358_c0_g1	NA	333	0	0	333	628	628	0	0	0	0	0.0	0.0	0.0	0.0	145	144	1	0	0	0	0.00689655	0.0	0.00344828	0.00344828
satyrium_spini	TRINITY_DN11372_c0_g1(+)	spini.TRINITY_DN11372_c0_g1	OG0001320	133	0	0	133	265	265	0	0	0	0	0.0	0.0	0.0	0.0	62	62	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11396_c0_g1(+)	spini.TRINITY_DN11396_c0_g1	NA	22	0	0	22	44	44	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11414_c0_g1(+)	spini.TRINITY_DN11414_c0_g1	NA	145	0	0	145	277	277	0	0	0	0	0.0	0.0	0.0	0.0	54	53	0	0	1	0	0.01851852	0.01851852	0.00925926	0.01234568
satyrium_spini	TRINITY_DN11430_c0_g1(+)	spini.TRINITY_DN11430_c0_g1	NA	473	0	0	473	898	897	0	0	0	1	0.0	0.0	0.00111359	0.00074239	162	162	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11557_c0_g1(+)	spini.TRINITY_DN11557_c0_g1	NA	60	0	0	60	114	114	0	0	0	0	0.0	0.0	0.0	0.0	23	23	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11771_c0_g1(+)	spini.TRINITY_DN11771_c0_g1	NA	191	0	0	191	363	363	0	0	0	0	0.0	0.0	0.0	0.0	69	69	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11809_c0_g1(+)	spini.TRINITY_DN11809_c0_g1	NA	73	0	0	73	135	135	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11828_c0_g1(+)	spini.TRINITY_DN11828_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN11852_c0_g1(+)	spini.TRINITY_DN11852_c0_g1	NA	231	0	0	231	434	434	0	0	0	0	0.0	0.0	0.0	0.0	107	106	0	0	1	0	0.00934579	0.00934579	0.0046729	0.00623053
satyrium_spini	TRINITY_DN11903_c0_g2(+)	spini.TRINITY_DN11903_c0_g2	NA	274	0	0	274	526	526	0	0	0	0	0.0	0.0	0.0	0.0	93	93	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12000_c0_g1(+)	spini.TRINITY_DN12000_c0_g1	NA	15	0	0	15	29	28	0	0	1	0	0.03448276	0.03448276	0.01724138	0.02298851	3	3	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12034_c0_g1(+)	spini.TRINITY_DN12034_c0_g1	NA	193	0	0	193	369	368	1	0	0	0	0.00271003	0.0	0.00135501	0.00135501	71	71	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12038_c0_g1(+)	spini.TRINITY_DN12038_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
satyrium_spini	TRINITY_DN12081_c0_g2(+)	spini.TRINITY_DN12081_c0_g2	NA	97	0	0	97	186	186	0	0	0	0	0.0	0.0	0.0	0.0	47	47	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12200_c0_g1(+)	spini.TRINITY_DN12200_c0_g1	NA	82	0	0	82	150	150	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12359_c0_g1(+)	spini.TRINITY_DN12359_c0_g1	OG0001272	129	0	0	129	248	248	0	0	0	0	0.0	0.0	0.0	0.0	48	48	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12393_c0_g1(+)	spini.TRINITY_DN12393_c0_g1	NA	71	0	0	71	136	136	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12487_c0_g1(+)	spini.TRINITY_DN12487_c0_g1	OG0001290	103	0	0	103	190	190	0	0	0	0	0.0	0.0	0.0	0.0	44	43	0	0	1	0	0.02272727	0.02272727	0.01136364	0.01515152
satyrium_spini	TRINITY_DN12505_c0_g1(+)	spini.TRINITY_DN12505_c0_g1	NA	1	0	0	1	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
satyrium_spini	TRINITY_DN12507_c0_g1(+)	spini.TRINITY_DN12507_c0_g1	OG0001335	332	0	0	332	652	652	0	0	0	0	0.0	0.0	0.0	0.0	170	169	0	1	0	0	0.0	0.00588235	0.00294118	0.00294118
satyrium_spini	TRINITY_DN12554_c0_g1(+)	spini.TRINITY_DN12554_c0_g1	OG0003608	8	0	0	8	14	14	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12580_c0_g1(-)	spini.TRINITY_DN12580_c0_g1	NA	15	0	1	14	24	22	2	0	0	0	0.08333333	0.0	0.04166667	0.04166667	4	3	0	1	0	0	0.0	0.25	0.125	0.125
satyrium_spini	TRINITY_DN12587_c0_g1(+)	spini.TRINITY_DN12587_c0_g1	NA	215	0	0	215	413	413	0	0	0	0	0.0	0.0	0.0	0.0	71	71	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12672_c0_g1(+)	spini.TRINITY_DN12672_c0_g1	NA	300	0	0	300	572	572	0	0	0	0	0.0	0.0	0.0	0.0	128	126	2	0	0	0	0.015625	0.0	0.0078125	0.0078125
satyrium_spini	TRINITY_DN12690_c0_g1(+)	spini.TRINITY_DN12690_c0_g1	NA	229	0	0	229	433	433	0	0	0	0	0.0	0.0	0.0	0.0	86	86	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12727_c0_g1(+)	spini.TRINITY_DN12727_c0_g1	NA	161	0	0	161	320	320	0	0	0	0	0.0	0.0	0.0	0.0	111	111	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12761_c0_g1(+)	spini.TRINITY_DN12761_c0_g1	NA	469	0	0	469	907	907	0	0	0	0	0.0	0.0	0.0	0.0	227	227	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12774_c0_g1(+)	spini.TRINITY_DN12774_c0_g1	NA	12	0	0	12	22	22	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12797_c0_g1(+)	spini.TRINITY_DN12797_c0_g1	NA	226	0	0	226	442	442	0	0	0	0	0.0	0.0	0.0	0.0	102	102	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12809_c0_g1(+)	spini.TRINITY_DN12809_c0_g1	NA	62	0	0	62	122	122	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12875_c0_g1(+)	spini.TRINITY_DN12875_c0_g1	NA	7	0	0	7	12	12	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
satyrium_spini	TRINITY_DN12889_c0_g1(+)	spini.TRINITY_DN12889_c0_g1	NA	153	0	0	153	294	294	0	0	0	0	0.0	0.0	0.0	0.0	58	58	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12893_c0_g1(+)	spini.TRINITY_DN12893_c0_g1	NA	7	0	0	7	13	12	0	0	1	0	0.07692308	0.07692308	0.03846154	0.05128205	4	4	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12895_c0_g1(+)	spini.TRINITY_DN12895_c0_g1	NA	746	0	0	746	1423	1423	0	0	0	0	0.0	0.0	0.0	0.0	260	259	1	0	0	0	0.00384615	0.0	0.00192308	0.00192308
satyrium_spini	TRINITY_DN12950_c0_g1(+)	spini.TRINITY_DN12950_c0_g1	OG0001350	120	0	0	120	233	233	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12952_c0_g1(+)	spini.TRINITY_DN12952_c0_g1	NA	147	0	0	147	285	285	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12964_c0_g1(+)	spini.TRINITY_DN12964_c0_g1	NA	40	0	0	40	78	78	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN12981_c0_g1(+)	spini.TRINITY_DN12981_c0_g1	OG0002380	179	0	0	179	345	345	0	0	0	0	0.0	0.0	0.0	0.0	69	69	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN13100_c0_g1(+)	spini.TRINITY_DN13100_c0_g1	NA	13	0	0	13	25	24	1	0	0	0	0.04	0.0	0.02	0.02	1	1	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN13152_c0_g1(+)	spini.TRINITY_DN13152_c0_g1	NA	236	0	0	236	451	451	0	0	0	0	0.0	0.0	0.0	0.0	109	109	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN13171_c0_g1(+)	spini.TRINITY_DN13171_c0_g1	NA	221	0	0	221	422	422	0	0	0	0	0.0	0.0	0.0	0.0	65	64	0	0	0	1	0.0	0.0	0.01538462	0.01025641
