species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_LMa_257	0_pi_LMa_361	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_LMa_257	4_pi_LMa_361	4_pi_between	4_pi_total
lasiommata_maera	TRINITY_DN6524_c0_g1(+)	maera.TRINITY_DN6524_c0_g1	NA	45	0	0	45	87	87	0	0	0	0	0.0	0.0	0.0	0.0	24	24	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN6796_c0_g1(-)	maera.TRINITY_DN6796_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN6899_c0_g1(+)	maera.TRINITY_DN6899_c0_g1	OG0001272	131	0	0	131	247	247	0	0	0	0	0.0	0.0	0.0	0.0	46	45	0	1	0	0	0.0	0.02173913	0.01086957	0.01086957
lasiommata_maera	TRINITY_DN7188_c0_g1(+)	maera.TRINITY_DN7188_c0_g1	NA	14	0	0	14	28	28	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN7437_c0_g1(+)	maera.TRINITY_DN7437_c0_g1	NA	85	0	0	85	168	168	0	0	0	0	0.0	0.0	0.0	0.0	46	45	0	0	0	1	0.0	0.0	0.02173913	0.01449275
lasiommata_maera	TRINITY_DN7856_c0_g1(-)	maera.TRINITY_DN7856_c0_g1	NA	73	0	0	73	136	136	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN8118_c0_g1(+)	maera.TRINITY_DN8118_c0_g1	NA	91	0	0	91	179	179	0	0	0	0	0.0	0.0	0.0	0.0	30	30	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN8555_c0_g1(+)	maera.TRINITY_DN8555_c0_g1	NA	620	0	0	620	1209	1208	0	1	0	0	0.0	0.00082713	0.00041356	0.00041356	263	263	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN8801_c0_g1(+)	maera.TRINITY_DN8801_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN8971_c0_g1(+)	maera.TRINITY_DN8971_c0_g1	NA	140	0	0	140	265	265	0	0	0	0	0.0	0.0	0.0	0.0	61	60	0	1	0	0	0.0	0.01639344	0.00819672	0.00819672
lasiommata_maera	TRINITY_DN9124_c0_g1(+)	maera.TRINITY_DN9124_c0_g1	NA	71	0	0	71	132	132	0	0	0	0	0.0	0.0	0.0	0.0	18	17	0	1	0	0	0.0	0.05555556	0.02777778	0.02777778
lasiommata_maera	TRINITY_DN9398_c0_g1(+)	maera.TRINITY_DN9398_c0_g1	NA	107	0	0	107	208	208	0	0	0	0	0.0	0.0	0.0	0.0	55	55	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN9417_c0_g1(+)	maera.TRINITY_DN9417_c0_g1	NA	73	0	0	73	150	150	0	0	0	0	0.0	0.0	0.0	0.0	46	46	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN10096_c0_g1(+)	maera.TRINITY_DN10096_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN10255_c0_g1(+)	maera.TRINITY_DN10255_c0_g1	OG0001499	383	0	0	383	733	733	0	0	0	0	0.0	0.0	0.0	0.0	169	168	0	0	0	1	0.0	0.0	0.00591716	0.00394477
lasiommata_maera	TRINITY_DN10634_c0_g1(+)	maera.TRINITY_DN10634_c0_g1	NA	221	0	0	221	424	424	0	0	0	0	0.0	0.0	0.0	0.0	105	105	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN10685_c0_g1(-)	maera.TRINITY_DN10685_c0_g1	NA	24	0	0	24	46	46	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN10912_c0_g1(+)	maera.TRINITY_DN10912_c0_g1	OG0001862	312	0	0	312	607	607	0	0	0	0	0.0	0.0	0.0	0.0	107	107	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN10934_c0_g1(+)	maera.TRINITY_DN10934_c0_g1	NA	139	0	0	139	269	269	0	0	0	0	0.0	0.0	0.0	0.0	57	57	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN10939_c0_g1(-)	maera.TRINITY_DN10939_c0_g1	NA	42	0	0	42	79	78	1	0	0	0	0.01265823	0.0	0.00632911	0.00632911	16	15	0	0	1	0	0.0625	0.0625	0.03125	0.04166667
lasiommata_maera	TRINITY_DN10950_c0_g1(+)	maera.TRINITY_DN10950_c0_g1	NA	116	0	0	116	223	223	0	0	0	0	0.0	0.0	0.0	0.0	47	47	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN11092_c0_g1(+)	maera.TRINITY_DN11092_c0_g1	NA	110	0	0	110	207	207	0	0	0	0	0.0	0.0	0.0	0.0	39	38	0	1	0	0	0.0	0.02564103	0.01282051	0.01282051
lasiommata_maera	TRINITY_DN11095_c0_g1(+)	maera.TRINITY_DN11095_c0_g1	NA	139	0	0	139	268	268	0	0	0	0	0.0	0.0	0.0	0.0	58	58	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN11275_c0_g1(+)	maera.TRINITY_DN11275_c0_g1	OG0001837	118	0	0	118	223	223	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN11462_c0_g1(+)	maera.TRINITY_DN11462_c0_g1	NA	160	0	0	160	311	311	0	0	0	0	0.0	0.0	0.0	0.0	77	77	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN11715_c0_g1(+)	maera.TRINITY_DN11715_c0_g1	NA	15	0	0	15	28	28	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN11715_c0_g2(-)	maera.TRINITY_DN11715_c0_g2	NA	39	0	0	39	76	76	0	0	0	0	0.0	0.0	0.0	0.0	19	18	0	1	0	0	0.0	0.05263158	0.02631579	0.02631579
lasiommata_maera	TRINITY_DN11986_c0_g1(-)	maera.TRINITY_DN11986_c0_g1	NA	2	0	0	2	5	5	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN12376_c0_g1(+)	maera.TRINITY_DN12376_c0_g1	NA	294	0	0	294	573	572	0	1	0	0	0.0	0.0017452	0.0008726	0.0008726	170	170	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN12630_c0_g1(+)	maera.TRINITY_DN12630_c0_g1	NA	267	0	0	267	506	506	0	0	0	0	0.0	0.0	0.0	0.0	113	112	0	0	1	0	0.00884956	0.00884956	0.00442478	0.00589971
lasiommata_maera	TRINITY_DN12636_c0_g1(+)	maera.TRINITY_DN12636_c0_g1	NA	238	0	0	238	458	458	0	0	0	0	0.0	0.0	0.0	0.0	90	90	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN12637_c0_g1(+)	maera.TRINITY_DN12637_c0_g1	NA	91	0	0	91	178	178	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN12649_c0_g1(+)	maera.TRINITY_DN12649_c0_g1	NA	174	0	0	174	332	332	0	0	0	0	0.0	0.0	0.0	0.0	77	74	0	0	0	3	0.0	0.0	0.03896104	0.02597403
lasiommata_maera	TRINITY_DN12730_c0_g1(+)	maera.TRINITY_DN12730_c0_g1	OG0003109	468	0	0	468	899	898	1	0	0	0	0.00111235	0.0	0.00055617	0.00055617	177	176	0	0	1	0	0.00564972	0.00564972	0.00282486	0.00376648
lasiommata_maera	TRINITY_DN12761_c0_g1(+)	maera.TRINITY_DN12761_c0_g1	OG0001399	343	0	0	343	653	652	0	1	0	0	0.0	0.00153139	0.0007657	0.0007657	123	123	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN12777_c0_g1(-)	maera.TRINITY_DN12777_c0_g1	NA	39	0	0	39	70	68	0	2	0	0	0.0	0.02857143	0.01428571	0.01428571	21	19	1	1	0	0	0.04761905	0.04761905	0.04761905	0.04761905
lasiommata_maera	TRINITY_DN12795_c0_g1(+)	maera.TRINITY_DN12795_c0_g1	NA	23	0	0	23	46	45	0	1	0	0	0.0	0.02173913	0.01086957	0.01086957	9	9	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN12796_c0_g2(+)	maera.TRINITY_DN12796_c0_g2	NA	7	0	0	7	11	11	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN13008_c0_g1(+)	maera.TRINITY_DN13008_c0_g1	NA	248	0	0	248	470	470	0	0	0	0	0.0	0.0	0.0	0.0	80	79	0	1	0	0	0.0	0.0125	0.00625	0.00625
lasiommata_maera	TRINITY_DN13158_c0_g1(+)	maera.TRINITY_DN13158_c0_g1	NA	52	0	0	52	104	104	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN13189_c0_g1(+)	maera.TRINITY_DN13189_c0_g1	NA	25	0	0	25	48	48	0	0	0	0	0.0	0.0	0.0	0.0	11	9	1	0	1	0	0.18181818	0.09090909	0.09090909	0.10606061
lasiommata_maera	TRINITY_DN13201_c0_g1(+)	maera.TRINITY_DN13201_c0_g1	NA	164	0	0	164	318	318	0	0	0	0	0.0	0.0	0.0	0.0	68	68	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN13296_c0_g1(+)	maera.TRINITY_DN13296_c0_g1	NA	464	0	0	464	893	893	0	0	0	0	0.0	0.0	0.0	0.0	185	185	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN13297_c0_g1(+)	maera.TRINITY_DN13297_c0_g1	NA	146	0	0	146	285	285	0	0	0	0	0.0	0.0	0.0	0.0	56	55	1	0	0	0	0.01785714	0.0	0.00892857	0.00892857
lasiommata_maera	TRINITY_DN13305_c0_g1(+)	maera.TRINITY_DN13305_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN13549_c0_g1(+)	maera.TRINITY_DN13549_c0_g1	NA	128	0	0	128	245	245	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN13693_c0_g1(+)	maera.TRINITY_DN13693_c0_g1	NA	53	0	0	53	101	101	0	0	0	0	0.0	0.0	0.0	0.0	24	24	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN13704_c0_g1(+)	maera.TRINITY_DN13704_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN13735_c0_g1(+)	maera.TRINITY_DN13735_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN14331_c0_g1(-)	maera.TRINITY_DN14331_c0_g1	NA	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN14667_c0_g1(+)	maera.TRINITY_DN14667_c0_g1	NA	28	0	0	28	56	56	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15040_c0_g1(+)	maera.TRINITY_DN15040_c0_g1	NA	62	1	0	61	116	116	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15208_c0_g1(+)	maera.TRINITY_DN15208_c0_g1	NA	2	0	0	2	3	2	0	0	1	0	0.33333333	0.33333333	0.16666667	0.22222222	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN15229_c0_g1(+)	maera.TRINITY_DN15229_c0_g1	NA	8	0	0	8	15	15	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15254_c0_g1(+)	maera.TRINITY_DN15254_c0_g1	OG0001530	115	0	0	115	214	213	1	0	0	0	0.0046729	0.0	0.00233645	0.00233645	41	41	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15256_c0_g1(+)	maera.TRINITY_DN15256_c0_g1	NA	19	0	1	18	36	36	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15291_c0_g1(+)	maera.TRINITY_DN15291_c0_g1	NA	43	0	0	43	78	78	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15317_c0_g1(+)	maera.TRINITY_DN15317_c0_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15332_c0_g2(+)	maera.TRINITY_DN15332_c0_g2	NA	251	0	0	251	478	478	0	0	0	0	0.0	0.0	0.0	0.0	87	86	1	0	0	0	0.01149425	0.0	0.00574713	0.00574713
lasiommata_maera	TRINITY_DN15369_c0_g1(+)	maera.TRINITY_DN15369_c0_g1	OG0001281	182	0	0	182	358	358	0	0	0	0	0.0	0.0	0.0	0.0	81	81	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15371_c0_g1(+)	maera.TRINITY_DN15371_c0_g1	NA	9	0	0	9	15	14	0	1	0	0	0.0	0.06666667	0.03333333	0.03333333	6	6	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15373_c0_g1(-)	maera.TRINITY_DN15373_c0_g1	NA	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15456_c0_g1(+)	maera.TRINITY_DN15456_c0_g1	NA	174	0	0	174	328	328	0	0	0	0	0.0	0.0	0.0	0.0	66	65	0	1	0	0	0.0	0.01515152	0.00757576	0.00757576
lasiommata_maera	TRINITY_DN15539_c0_g1(-)	maera.TRINITY_DN15539_c0_g1	NA	62	0	2	60	104	96	4	0	4	0	0.07692308	0.03846154	0.03846154	0.0448718	16	16	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15564_c0_g1(+)	maera.TRINITY_DN15564_c0_g1	NA	123	0	0	123	237	237	0	0	0	0	0.0	0.0	0.0	0.0	33	33	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15581_c0_g1(+)	maera.TRINITY_DN15581_c0_g1	NA	297	0	0	297	569	567	2	0	0	0	0.00351494	0.0	0.00175747	0.00175747	110	110	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15631_c0_g1(+)	maera.TRINITY_DN15631_c0_g1	NA	124	0	0	124	245	245	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15654_c0_g1(+)	maera.TRINITY_DN15654_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN15736_c0_g1(+)	maera.TRINITY_DN15736_c0_g1	NA	19	0	0	19	35	35	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15773_c0_g1(+)	maera.TRINITY_DN15773_c0_g1	NA	240	0	0	240	459	458	0	0	0	1	0.0	0.0	0.00217865	0.00145243	94	93	0	0	0	1	0.0	0.0	0.0106383	0.0070922
lasiommata_maera	TRINITY_DN15781_c0_g1(+)	maera.TRINITY_DN15781_c0_g1	NA	6	0	0	6	13	13	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15820_c0_g1(+)	maera.TRINITY_DN15820_c0_g1	NA	134	0	0	134	257	257	0	0	0	0	0.0	0.0	0.0	0.0	69	67	2	0	0	0	0.02898551	0.0	0.01449275	0.01449275
lasiommata_maera	TRINITY_DN15851_c0_g1(+)	maera.TRINITY_DN15851_c0_g1	NA	474	0	0	474	943	943	0	0	0	0	0.0	0.0	0.0	0.0	202	202	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15856_c0_g1(+)	maera.TRINITY_DN15856_c0_g1	NA	66	0	0	66	126	126	0	0	0	0	0.0	0.0	0.0	0.0	33	31	0	0	0	2	0.0	0.0	0.06060606	0.04040404
lasiommata_maera	TRINITY_DN15882_c1_g1(-)	maera.TRINITY_DN15882_c1_g1	NA	49	0	0	49	95	95	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15899_c0_g1(+)	maera.TRINITY_DN15899_c0_g1	NA	66	0	0	66	124	123	0	1	0	0	0.0	0.00806452	0.00403226	0.00403226	18	18	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN15925_c0_g1(+)	maera.TRINITY_DN15925_c0_g1	NA	125	1	0	124	235	234	0	0	1	0	0.00425532	0.00425532	0.00212766	0.00283688	43	42	0	0	1	0	0.02325581	0.02325581	0.01162791	0.01550388
lasiommata_maera	TRINITY_DN15927_c0_g1(-)	maera.TRINITY_DN15927_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN15974_c0_g1(+)	maera.TRINITY_DN15974_c0_g1	NA	192	0	0	192	376	376	0	0	0	0	0.0	0.0	0.0	0.0	84	84	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN16072_c0_g1(+)	maera.TRINITY_DN16072_c0_g1	OG0001292	120	0	0	120	233	233	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN16074_c0_g1(+)	maera.TRINITY_DN16074_c0_g1	OG0002147	121	0	0	121	228	228	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN16094_c0_g1(+)	maera.TRINITY_DN16094_c0_g1	NA	80	0	0	80	159	159	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN16102_c0_g1(+)	maera.TRINITY_DN16102_c0_g1	NA	25	0	0	25	45	44	1	0	0	0	0.02222222	0.0	0.01111111	0.01111111	15	13	1	1	0	0	0.06666667	0.06666667	0.06666667	0.06666667
lasiommata_maera	TRINITY_DN16119_c0_g1(+)	maera.TRINITY_DN16119_c0_g1	OG0004749	281	0	0	281	545	545	0	0	0	0	0.0	0.0	0.0	0.0	76	76	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN16120_c0_g1(+)	maera.TRINITY_DN16120_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN16165_c0_g1(+)	maera.TRINITY_DN16165_c0_g1	OG0001460	126	0	0	126	242	241	1	0	0	0	0.00413223	0.0	0.00206612	0.00206612	51	51	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN16182_c0_g1(+)	maera.TRINITY_DN16182_c0_g1	NA	429	0	0	429	833	833	0	0	0	0	0.0	0.0	0.0	0.0	179	178	0	0	0	1	0.0	0.0	0.00558659	0.00372439
lasiommata_maera	TRINITY_DN16198_c0_g1(-)	maera.TRINITY_DN16198_c0_g1	NA	1	0	0	1	1	1	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN16218_c0_g1(+)	maera.TRINITY_DN16218_c0_g1	NA	5	0	0	5	9	9	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN16229_c0_g1(+)	maera.TRINITY_DN16229_c0_g1	OG0001617	496	0	0	496	957	957	0	0	0	0	0.0	0.0	0.0	0.0	202	202	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN16239_c0_g1(+)	maera.TRINITY_DN16239_c0_g1	NA	194	0	0	194	375	375	0	0	0	0	0.0	0.0	0.0	0.0	75	74	0	0	1	0	0.01333333	0.01333333	0.00666667	0.00888889
lasiommata_maera	TRINITY_DN16249_c0_g1(+)	maera.TRINITY_DN16249_c0_g1	NA	76	0	0	76	140	140	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN16264_c0_g2(+)	maera.TRINITY_DN16264_c0_g2	NA	476	0	0	476	913	913	0	0	0	0	0.0	0.0	0.0	0.0	209	208	1	0	0	0	0.00478469	0.0	0.00239234	0.00239234
lasiommata_maera	TRINITY_DN16280_c0_g1(+)	maera.TRINITY_DN16280_c0_g1	NA	162	0	0	162	307	306	0	1	0	0	0.0	0.00325733	0.00162866	0.00162866	55	55	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN16283_c0_g1(+)	maera.TRINITY_DN16283_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
