species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_MP_GA08P	0_pi_MP_GA08Q	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_MP_GA08P	4_pi_MP_GA08Q	4_pi_between	4_pi_total
melitaea_parthenoides	TRINITY_DN819_c0_g1(+)	parthenoides.TRINITY_DN819_c0_g1	NA	66	0	0	66	125	125	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN823_c0_g1(+)	parthenoides.TRINITY_DN823_c0_g1	NA	57	0	0	57	113	113	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN835_c0_g1(+)	parthenoides.TRINITY_DN835_c0_g1	OG0001396	7	0	0	7	12	12	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN840_c0_g1(+)	parthenoides.TRINITY_DN840_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN932_c0_g1(+)	parthenoides.TRINITY_DN932_c0_g1	NA	162	0	0	162	321	321	0	0	0	0	0.0	0.0	0.0	0.0	79	79	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN938_c0_g1(+)	parthenoides.TRINITY_DN938_c0_g1	NA	255	0	0	255	494	494	0	0	0	0	0.0	0.0	0.0	0.0	119	118	0	1	0	0	0.0	0.00840336	0.00420168	0.00420168
melitaea_parthenoides	TRINITY_DN970_c0_g1(-)	parthenoides.TRINITY_DN970_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN1027_c0_g1(+)	parthenoides.TRINITY_DN1027_c0_g1	NA	68	0	0	68	130	130	0	0	0	0	0.0	0.0	0.0	0.0	26	25	0	0	0	1	0.0	0.0	0.03846154	0.02564103
melitaea_parthenoides	TRINITY_DN1034_c0_g1(+)	parthenoides.TRINITY_DN1034_c0_g1	NA	15	0	0	15	30	30	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1039_c0_g1(+)	parthenoides.TRINITY_DN1039_c0_g1	NA	26	0	0	26	51	50	0	1	0	0	0.0	0.01960784	0.00980392	0.00980392	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1044_c0_g1(-)	parthenoides.TRINITY_DN1044_c0_g1	NA	64	0	0	64	125	125	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1046_c0_g1(+)	parthenoides.TRINITY_DN1046_c0_g1	OG0002311	179	0	0	179	347	347	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1059_c0_g1(-)	parthenoides.TRINITY_DN1059_c0_g1	OG0001274	8	0	0	8	16	16	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1061_c0_g1(+)	parthenoides.TRINITY_DN1061_c0_g1	NA	46	0	0	46	87	87	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1063_c0_g1(+)	parthenoides.TRINITY_DN1063_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN1086_c0_g1(+)	parthenoides.TRINITY_DN1086_c0_g1	NA	191	0	0	191	377	377	0	0	0	0	0.0	0.0	0.0	0.0	79	79	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1094_c0_g1(+)	parthenoides.TRINITY_DN1094_c0_g1	OG0002748	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN1118_c0_g1(+)	parthenoides.TRINITY_DN1118_c0_g1	NA	23	0	0	23	43	43	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1141_c0_g1(+)	parthenoides.TRINITY_DN1141_c0_g1	NA	54	0	0	54	103	103	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1147_c0_g1(+)	parthenoides.TRINITY_DN1147_c0_g1	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1149_c0_g1(+)	parthenoides.TRINITY_DN1149_c0_g1	NA	275	0	0	275	525	525	0	0	0	0	0.0	0.0	0.0	0.0	119	118	0	0	1	0	0.00840336	0.00840336	0.00420168	0.00560224
melitaea_parthenoides	TRINITY_DN1218_c0_g1(-)	parthenoides.TRINITY_DN1218_c0_g1	NA	40	0	0	40	79	79	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1342_c0_g1(+)	parthenoides.TRINITY_DN1342_c0_g1	NA	10	0	0	10	18	18	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1381_c0_g1(+)	parthenoides.TRINITY_DN1381_c0_g1	NA	105	0	0	105	206	206	0	0	0	0	0.0	0.0	0.0	0.0	46	46	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1524_c0_g1(-)	parthenoides.TRINITY_DN1524_c0_g1	NA	1	0	0	1	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN1598_c0_g1(-)	parthenoides.TRINITY_DN1598_c0_g1	OG0001240	9	0	0	9	17	17	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1781_c0_g1(+)	parthenoides.TRINITY_DN1781_c0_g1	NA	157	0	0	157	313	313	0	0	0	0	0.0	0.0	0.0	0.0	76	76	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN1813_c0_g1(+)	parthenoides.TRINITY_DN1813_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN1827_c0_g1(-)	parthenoides.TRINITY_DN1827_c0_g1	NA	113	0	0	113	212	212	0	0	0	0	0.0	0.0	0.0	0.0	34	32	2	0	0	0	0.05882353	0.0	0.02941176	0.02941176
melitaea_parthenoides	TRINITY_DN2029_c0_g1(+)	parthenoides.TRINITY_DN2029_c0_g1	NA	30	0	0	30	60	60	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2067_c0_g1(+)	parthenoides.TRINITY_DN2067_c0_g1	NA	39	0	0	39	76	76	0	0	0	0	0.0	0.0	0.0	0.0	20	20	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2097_c0_g1(+)	parthenoides.TRINITY_DN2097_c0_g1	NA	85	0	0	85	161	161	0	0	0	0	0.0	0.0	0.0	0.0	48	48	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2177_c0_g1(+)	parthenoides.TRINITY_DN2177_c0_g1	NA	203	0	0	203	385	385	0	0	0	0	0.0	0.0	0.0	0.0	67	66	0	1	0	0	0.0	0.01492537	0.00746269	0.00746269
melitaea_parthenoides	TRINITY_DN2186_c0_g1(+)	parthenoides.TRINITY_DN2186_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN2216_c0_g1(+)	parthenoides.TRINITY_DN2216_c0_g1	NA	122	0	0	122	233	233	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2234_c0_g1(-)	parthenoides.TRINITY_DN2234_c0_g1	NA	36	0	0	36	66	66	0	0	0	0	0.0	0.0	0.0	0.0	20	20	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2305_c0_g1(+)	parthenoides.TRINITY_DN2305_c0_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2311_c0_g1(+)	parthenoides.TRINITY_DN2311_c0_g1	NA	18	0	0	18	37	37	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2330_c0_g1(+)	parthenoides.TRINITY_DN2330_c0_g1	NA	90	0	0	90	178	178	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2494_c0_g1(+)	parthenoides.TRINITY_DN2494_c0_g1	NA	24	0	0	24	42	41	0	1	0	0	0.0	0.02380952	0.01190476	0.01190476	11	10	0	1	0	0	0.0	0.09090909	0.04545455	0.04545455
melitaea_parthenoides	TRINITY_DN2548_c0_g1(+)	parthenoides.TRINITY_DN2548_c0_g1	NA	55	0	0	55	103	103	0	0	0	0	0.0	0.0	0.0	0.0	20	20	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2563_c0_g1(-)	parthenoides.TRINITY_DN2563_c0_g1	NA	141	0	0	141	268	268	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2597_c0_g1(+)	parthenoides.TRINITY_DN2597_c0_g1	NA	77	0	0	77	148	148	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2621_c0_g1(-)	parthenoides.TRINITY_DN2621_c0_g1	NA	101	0	0	101	200	200	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2833_c0_g1(-)	parthenoides.TRINITY_DN2833_c0_g1	NA	14	0	0	14	18	16	1	0	1	0	0.11111111	0.05555556	0.05555556	0.06481482	7	5	0	0	2	0	0.28571429	0.28571429	0.14285714	0.19047619
melitaea_parthenoides	TRINITY_DN2844_c0_g1(-)	parthenoides.TRINITY_DN2844_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN2854_c0_g1(+)	parthenoides.TRINITY_DN2854_c0_g1	NA	11	0	0	11	21	21	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2907_c0_g1(+)	parthenoides.TRINITY_DN2907_c0_g1	NA	101	0	0	101	195	195	0	0	0	0	0.0	0.0	0.0	0.0	33	32	0	1	0	0	0.0	0.03030303	0.01515152	0.01515152
melitaea_parthenoides	TRINITY_DN2912_c0_g1(+)	parthenoides.TRINITY_DN2912_c0_g1	NA	5	0	0	5	11	11	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN2925_c0_g1(-)	parthenoides.TRINITY_DN2925_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN2935_c0_g1(-)	parthenoides.TRINITY_DN2935_c0_g1	NA	149	0	0	149	282	282	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2973_c0_g1(+)	parthenoides.TRINITY_DN2973_c0_g1	NA	14	0	0	14	29	29	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2976_c0_g1(+)	parthenoides.TRINITY_DN2976_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2979_c0_g1(+)	parthenoides.TRINITY_DN2979_c0_g1	NA	106	0	0	106	204	204	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN2984_c0_g1(+)	parthenoides.TRINITY_DN2984_c0_g1	OG0001627	109	0	0	109	198	198	0	0	0	0	0.0	0.0	0.0	0.0	45	44	1	0	0	0	0.02222222	0.0	0.01111111	0.01111111
melitaea_parthenoides	TRINITY_DN2987_c0_g1(-)	parthenoides.TRINITY_DN2987_c0_g1	NA	56	0	1	55	103	102	0	1	0	0	0.0	0.00970874	0.00485437	0.00485437	34	32	0	2	0	0	0.0	0.05882353	0.02941176	0.02941176
melitaea_parthenoides	TRINITY_DN2990_c0_g1(-)	parthenoides.TRINITY_DN2990_c0_g1	NA	259	0	0	259	499	499	0	0	0	0	0.0	0.0	0.0	0.0	92	92	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3035_c0_g1(+)	parthenoides.TRINITY_DN3035_c0_g1	NA	34	0	0	34	64	64	0	0	0	0	0.0	0.0	0.0	0.0	14	14	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3045_c0_g1(+)	parthenoides.TRINITY_DN3045_c0_g1	NA	24	0	0	24	48	48	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3051_c0_g1(+)	parthenoides.TRINITY_DN3051_c0_g1	OG0001864	13	0	0	13	23	23	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3163_c0_g1(+)	parthenoides.TRINITY_DN3163_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3173_c0_g1(+)	parthenoides.TRINITY_DN3173_c0_g1	NA	22	0	0	22	42	42	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3213_c0_g1(+)	parthenoides.TRINITY_DN3213_c0_g1	NA	21	0	0	21	40	40	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3214_c0_g1(+)	parthenoides.TRINITY_DN3214_c0_g1	NA	128	0	0	128	246	246	0	0	0	0	0.0	0.0	0.0	0.0	46	46	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3275_c0_g1(+)	parthenoides.TRINITY_DN3275_c0_g1	NA	8	0	0	8	16	16	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3301_c0_g1(+)	parthenoides.TRINITY_DN3301_c0_g1	NA	226	0	1	225	438	438	0	0	0	0	0.0	0.0	0.0	0.0	85	85	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3306_c0_g1(+)	parthenoides.TRINITY_DN3306_c0_g1	OG0001645	16	0	0	16	33	33	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3314_c0_g1(+)	parthenoides.TRINITY_DN3314_c0_g1	NA	61	0	0	61	115	115	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3424_c1_g1(+)	parthenoides.TRINITY_DN3424_c1_g1	NA	78	0	0	78	156	156	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3446_c0_g1(+)	parthenoides.TRINITY_DN3446_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3523_c0_g1(+)	parthenoides.TRINITY_DN3523_c0_g1	NA	44	0	0	44	89	89	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3534_c0_g1(+)	parthenoides.TRINITY_DN3534_c0_g1	NA	102	0	0	102	193	192	0	0	0	1	0.0	0.0	0.00518135	0.00345423	31	31	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3581_c0_g1(+)	parthenoides.TRINITY_DN3581_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN3669_c0_g1(-)	parthenoides.TRINITY_DN3669_c0_g1	NA	28	0	0	28	57	57	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3736_c0_g1(+)	parthenoides.TRINITY_DN3736_c0_g1	NA	16	0	0	16	32	32	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3764_c0_g1(+)	parthenoides.TRINITY_DN3764_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3767_c0_g1(+)	parthenoides.TRINITY_DN3767_c0_g1	NA	57	0	0	57	107	106	0	1	0	0	0.0	0.00934579	0.0046729	0.0046729	17	17	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3795_c0_g1(+)	parthenoides.TRINITY_DN3795_c0_g1	OG0001432	86	0	0	86	167	167	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3802_c0_g1(+)	parthenoides.TRINITY_DN3802_c0_g1	OG0001456	25	0	0	25	50	50	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3824_c0_g1(+)	parthenoides.TRINITY_DN3824_c0_g1	OG0001341	9	0	0	9	15	15	0	0	0	0	0.0	0.0	0.0	0.0	3	2	0	0	0	1	0.0	0.0	0.33333333	0.22222222
melitaea_parthenoides	TRINITY_DN3826_c0_g1(+)	parthenoides.TRINITY_DN3826_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3833_c0_g1(-)	parthenoides.TRINITY_DN3833_c0_g1	NA	39	0	0	39	72	72	0	0	0	0	0.0	0.0	0.0	0.0	23	22	1	0	0	0	0.04347826	0.0	0.02173913	0.02173913
melitaea_parthenoides	TRINITY_DN3879_c0_g1(+)	parthenoides.TRINITY_DN3879_c0_g1	NA	42	0	0	42	81	81	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3895_c0_g1(+)	parthenoides.TRINITY_DN3895_c0_g1	OG0001345	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3915_c0_g1(-)	parthenoides.TRINITY_DN3915_c0_g1	NA	18	0	0	18	34	34	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3948_c0_g1(+)	parthenoides.TRINITY_DN3948_c0_g1	OG0001336	253	0	0	253	487	487	0	0	0	0	0.0	0.0	0.0	0.0	127	127	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3952_c0_g1(+)	parthenoides.TRINITY_DN3952_c0_g1	OG0001538	24	0	0	24	46	46	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN3974_c0_g1(+)	parthenoides.TRINITY_DN3974_c0_g1	OG0001374	188	0	0	188	358	358	0	0	0	0	0.0	0.0	0.0	0.0	88	88	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN4020_c0_g1(-)	parthenoides.TRINITY_DN4020_c0_g1	NA	20	0	0	20	33	33	0	0	0	0	0.0	0.0	0.0	0.0	9	8	0	1	0	0	0.0	0.11111111	0.05555556	0.05555556
